record_id,doi,title,prisma_disposition,reason
doi:10.1101/2022.11.14.516438,10.1101/2022.11.14.516438,Expression of retrotransposons contributes to aging in Drosophila,meets_full_text_eligibility,The preprint analyzes WGS and RNA-seq and applies TE-specific knockdown with lifespan outcomes.
doi:10.1101/2023.01.26.525799,10.1101/2023.01.26.525799,"Genetic perturbation of mitochondrial function reveals functional role for specific mitonuclear genes, metabolites and pathways that regulate lifespan",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2023.06.21.545894,10.1101/2023.06.21.545894,Developmental mitochondrial Complex I activity determines lifespan,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2023.07.09.548232,10.1101/2023.07.09.548232,Systems biology and machine learning approaches identify metabolites that influence dietary lifespan and healthspan responses across flies and humans,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2023.08.15.553416,10.1101/2023.08.15.553416,An eQTL-based Approach Reveals Candidate Regulators of LINE-1 RNA Levels in Lymphoblastoid Cells,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2023.11.20.567963,10.1101/2023.11.20.567963,Linked regulation of genome integrity and senescence-associated inflammation by p53.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2023.11.22.568379,10.1101/2023.11.22.568379,"Loss of cardiac PFKFB2 drives Metabolic, Functional, and Electrophysiological Remodeling in the Heart",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.01.16.575677,10.1101/2024.01.16.575677,Neuronal polyunsaturated fatty acids are protective in FTD/ALS,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.02.29.582831,10.1101/2024.02.29.582831,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.03.29.586905,10.1101/2024.03.29.586905,Tumour-derived extracellular vesicles within the therapy-induced senescent secretome distinctly suppress breast cancer via DKK1-mediated inflammatory response,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.04.04.588128,10.1101/2024.04.04.588128,"Proteasome hyperactivation rewires the proteome enhancing stress resistance, proteostasis, lipid metabolism and ERAD in C. elegans",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.04.25.591125,10.1101/2024.04.25.591125,Sex-Specific Deflection of Age-Related DNA Methylation and Gene Expression in Mouse Heart by Perinatal Toxicant Exposures,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.05.03.592475,10.1101/2024.05.03.592475,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.07.13.24310153,10.1101/2024.07.13.24310153,"Proteome-wide Mendelian randomization study implicates inflammaging biomarkers in retinal vasculature, cardiometabolic diseases and longevity",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.07.26.605278,10.1101/2024.07.26.605278,Polyamines sustain epithelial regeneration in aged intestines by modulating protein homeostasis,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.07.30.605752,10.1101/2024.07.30.605752,Ganoderma lucidum alleviates kidney aging by modulating gut microbiota,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.09.12.612207,10.1101/2024.09.12.612207,Protective variant in PLCγ2 mitigates Alzheimer’s disease-associated pathologies via enhancing beneficial microglia functions,meets_full_text_eligibility,"The study uses a PLCγ2-P522R knock-in model and global transcriptomics/proteomics in adult microglia. It measures phenotypes explicitly interpreted as suppression of microglial ageing-related deterioration, giving aging an analytic/mechanistic role beyond AD background."
doi:10.1101/2024.11.01.621468,10.1101/2024.11.01.621468,TET2-mediated epigenetic modification promotes stress senescence of pancreatic β cells in type 2 diabetes mellitus,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.12.04.24318451,10.1101/2024.12.04.24318451,A 2-year calorie restriction intervention reduces glycomic biological age biomarkers.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2024.12.16.628718,10.1101/2024.12.16.628718,Inhibition of the metalloprotease ADAM19 as a Novel Senomorphic Strategy to Ameliorate gut permeability and senescence markers by modulating senescence-associated secretory phenotype (SASP),excluded_after_full_text_assessment,"The current report states that the GWAS was reported in a recent publication and uses it as background for candidate selection. Its current omics analysis is conditioned-media proteomics, so one qualifying layer remains."
doi:10.1101/2025.01.10.632413,10.1101/2025.01.10.632413,Bypassing cisplatin resistance in Nrf2 hyperactivated head and neck cancer through effective PI3Kinase targeting,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.02.28.640731,10.1101/2025.02.28.640731,Mutation of an insulin-sensitive Drosophila insulin-like receptor mutant requires methionine metabolism reprogramming to extend lifespan,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.03.18.25324169,10.1101/2025.03.18.25324169,Obesity- and age-dependent genetic regulation of the plasma proteome in children and adolescents,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.05.04.652093,10.1101/2025.05.04.652093,Spatiotemporal profiling reveals the impact of caloric restriction on mammalian brain aging,excluded_after_full_text_assessment,five_of_five_unanimous_decisive_criterion_failure
doi:10.1101/2025.05.16.654624,10.1101/2025.05.16.654624,Dietary glutamine supplementation alleviates age-related cardiac dysfunction by reducing elevated H3K27me3,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.06.17.660160,10.1101/2025.06.17.660160,Broad epigenetic shifts in the aging Drosophila retina contribute to its altered rhythmic transcriptome,meets_full_text_eligibility,"The report analyzes D10/D50 RNA-seq, ATAC-seq and histone-mark CUT&RUN and applies H3K4 methyltransferase RNAi perturbations compared with aging phenotypes."
doi:10.1101/2025.07.08.663737,10.1101/2025.07.08.663737,Gut Microbiota Succession and Metabolic Pathway Remodeling in the Progression of Type 2 Diabetes Mellitus in Adult Rats,excluded_after_full_text_assessment,"Rats entered at 8 weeks and the experiment ended at about 21 weeks. This is a young-adult maturation/T2DM progression window, about 14% of an average three-year laboratory-rat lifespan, rather than an aging-life-stage study."
doi:10.1101/2025.07.10.25331263,10.1101/2025.07.10.25331263,"Multi-organ MRI digitizes biological aging clocks across proteomics, metabolomics, and genetics",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.07.29.666777,10.1101/2025.07.29.666777,Molecular Mechanisms of Cardiomyocyte Aging.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.08.08.25333313,10.1101/2025.08.08.25333313,Sleep chart of biological aging clocks across organs and omics,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.09.17.676776,10.1101/2025.09.17.676776,"Nucleosome stability safeguards cell identity, stress resilience and healthy aging.",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.09.26.678810,10.1101/2025.09.26.678810,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.09.30.679481,10.1101/2025.09.30.679481,"Imp, a key regulator of transposable elements, cell growth, and differentiation genes during embryogenesis",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.10.08.681100,10.1101/2025.10.08.681100,Endothelial expression of ZBTB16 protects against cardiac aging,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.10.22.682160,10.1101/2025.10.22.682160,Cardiomyocyte-specific plakophilin-2 loss is sufficient to induce aging and senescence of nonmyocytes. Relevance to arrhythmogenic cardiomyopathy,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.10.25.683217,10.1101/2025.10.25.683217,Protracted fate acquisition and epigenetic de-aging during induced neural stem cell conversion of human blood cells,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.11.15.25340310,10.1101/2025.11.15.25340310,A photoplethysmography-based aging clock reveals genetic determinants of arterial aging,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/2025.11.22.689949,10.1101/2025.11.22.689949,Form and function of actin impacts actin health and aging,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1101/680462,10.1101/680462,"Nicotinamide riboside augments the human skeletal muscle NAD+ metabolome and induces transcriptomic and anti-inflammatory signatures in aged subjects: a placebo-controlled, randomized trial",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1105/tpc.111.090894,10.1105/tpc.111.090894,"JUNGBRUNNEN1 , a Reactive Oxygen Species–Responsive NAC Transcription Factor, Regulates Longevity in Arabidopsis",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.12849,10.1111/acel.12849,JNK modifies neuronal metabolism to promote proteostasis and longevity.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.13173,10.1111/acel.13173,The NSD2/WHSC1/MMSET methyltransferase prevents cellular senescence-associated epigenomic remodeling.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.13199,10.1111/acel.13199,"The phytochemical epigallocatechin gallate prolongs the lifespan by improving lipid metabolism, reducing inflammation and oxidative stress in high-fat diet-fed obese rats.",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.13858,10.1111/acel.13858,AP-1 is a regulatory transcription factor of inflammaging in the murine kidney and liver.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.13865,10.1111/acel.13865,"PTEN ‐induced kinase 1 is associated with renal aging, via the cGAS ‐ STING pathway",excluded_after_full_text_assessment,five_of_five_unanimous_decisive_criterion_failure
doi:10.1111/acel.14081,10.1111/acel.14081,L-arginine metabolism ameliorates age-related cognitive impairment by Amuc_1100-mediated gut homeostasis maintaining.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.14108,10.1111/acel.14108,Histone deficiency and hypoacetylation in the aging retinal pigment epithelium.,excluded_after_full_text_assessment,The report performs mRNA sequencing. Histone abundance and selected acetylation marks are measured by Western blot/immunodetection; these targeted assays do not establish a genome-wide epigenomics layer under the frozen boundary.
doi:10.1111/acel.14150,10.1111/acel.14150,Progeria-based vascular model identifies networks associated with cardiovascular aging and disease.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.70065,10.1111/acel.70065,"Identifying PDAP1 as a Biological Target on Human Longevity: Integration of Mendelian Randomization, Cohort, and Cell Experiments Validation Study.",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.70108,10.1111/acel.70108,Quercetin Reduces Vascular Senescence and Inflammation in Symptomatic Male but Not Female Coronary Artery Disease Patients.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.70166,10.1111/acel.70166,L-Tryptophan Produced by Bifidobacterium pseudocatenulatum NCU-08 Delays Aging in SAMP8 Mice by Activating the Sirt1/P53/P21/Rb Signaling Pathway.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.70279,10.1111/acel.70279,Association of Epigenetic Age Acceleration and Mitochondrial DNA-Based Aging Metrics Provides Insights Into Mechanisms of Aging-Related Diseases.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.70343,10.1111/acel.70343,A Histone Code Functionally Linked to Replicative Senescence.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/acel.70396,10.1111/acel.70396,Broad Epigenetic Shifts in the Aging Drosophila Retina Contribute to Its Altered Diurnal Rhythmic Transcriptome.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/bph.15410,10.1111/bph.15410,Sodium rutin extends lifespan and health span in mice including positive impacts on liver health.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/cns.70415,10.1111/cns.70415,miR‐484 in Hippocampal Astrocytes of Aged and Young Rats Targets CSF‐1 to Regulate Neural Progenitor/Stem Cell Proliferation and Differentiation Into Neurons,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/cpr.13337,10.1111/cpr.13337,PFKFB4 facilitates palbociclib resistance in oestrogen receptor‐positive breast cancer by enhancing stemness,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/pce.13330,10.1111/pce.13330,Genes for seed longevity in barley identified by genomic analysis on near isogenic lines.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/tpj.14125,10.1111/tpj.14125,Polycomb repressive complex 2 attenuates ABA‐induced senescence in Arabidopsis,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1111/tpj.71045,10.1111/tpj.71045,The NAC transcription factor BrrNAC082 positively mediates leaf senescence in Brassica rapa.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1126/sciadv.aaz6477,10.1126/sciadv.aaz6477,"EED-mediated histone methylation is critical for CNS myelination and remyelination by inhibiting WNT, BMP, and senescence pathways",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1126/sciadv.abj1604,10.1126/sciadv.abj1604,Exportin 1 modulates life span by regulating nucleolar dynamics via the autophagy protein LGG-1/GABARAP,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1126/sciadv.abo5482,10.1126/sciadv.abo5482,Rapamycin treatment during development extends life span and health span of male mice and Daphnia magna .,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1126/sciadv.adz4847,10.1126/sciadv.adz4847,Blocking nuclear receptor Nr4a3 unlocks the senescence barrier to promote direct cardiac reprogramming.,meets_full_text_eligibility,"The current report profiles RNA-seq, ATAC-seq and chromatin marks and directly perturbs Nr4a3 during senescence-limited cardiac reprogramming."
doi:10.1128/mcb.00522-16,10.1128/mcb.00522-16,The Chromatin-Associated Phf12 Protein Maintains Nucleolar Integrity and Prevents Premature Cellular Senescence.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1128/msystems.01487-24,10.1128/msystems.01487-24,Honeybees fed D-galactose exhibit aging signs with changes in gut microbiota and metabolism.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1136/heartjnl-2026-327950,10.1136/heartjnl-2026-327950,Abdominal adiposity and accelerated biological ageing in relation to general and cardiovascular ageing in Chinese adults,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1152/ajpgi.00290.2016,10.1152/ajpgi.00290.2016,Aging-associated changes in microRNA expression profile of internal anal sphincter smooth muscle: Role of microRNA-133a.,excluded_after_full_text_assessment,five_of_five_unanimous_decisive_criterion_failure
doi:10.1152/physiolgenomics.00119.2023,10.1152/physiolgenomics.00119.2023,Genetic drivers of age-related changes in urinary magnesium excretion.,excluded_after_full_text_assessment,"Previously published kidney RNA-seq/eQTL data are actively reanalyzed against current Mg QTL loci, so transcriptomics counts as current-report use. QTL/eQTL matching and correlations do not constitute a genetic-instrument causal design under the frozen causal table."
doi:10.1161/circulationaha.121.056286,10.1161/circulationaha.121.056286,Heteroplasmy of Wild-Type Mitochondrial DNA Variants in Mice Causes Metabolic Heart Disease With Pulmonary Hypertension and Frailty,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1161/circulationaha.121.056456,10.1161/circulationaha.121.056456,Epigenetic Age and the Risk of Incident Atrial Fibrillation.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1161/jaha.125.047447,10.1161/jaha.125.047447,Cardiomyocyte‐Specific Plakophilin‐2 Loss Is Sufficient to Induce Aging and Senescence of Nonmyocytes: Relevance to Arrhythmogenic Cardiomyopathy,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1167/iovs.67.4.30,10.1167/iovs.67.4.30,Modulation of Iron-Induced Glucose Metabolic Reprogramming Alleviates Retinal Pigment Epithelial Cell Senescence,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1172/jci.insight.192047,10.1172/jci.insight.192047,Inhibition of AhR improves cortical bone and skeletal muscle function via preservation of neuromuscular junctions,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1177/0022034520958374,10.1177/0022034520958374,Serine Metabolism Controls Dental Pulp Stem Cell Aging by Regulating the DNA Methylation of p16.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/1471-2164-15-927,10.1186/1471-2164-15-927,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s12864-026-12574-5,10.1186/s12864-026-12574-5,"KLHDC3 deficiency in mice reveals essential roles in development, survival, and adiposity via the DesCEND ubiquitin pathway.",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s12885-017-3472-5,10.1186/s12885-017-3472-5,Loss of DIP2C in RKO cells stimulates changes in DNA methylation and epithelial-mesenchymal transition,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s12916-023-03067-3,10.1186/s12916-023-03067-3,The effect of polyphenols on DNA methylation-assessed biological age attenuation: the DIRECT PLUS randomized controlled trial,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s12951-025-03612-7,10.1186/s12951-025-03612-7,Extracellular vesicles from ovarian cancer cells induce senescent lipid-laden macrophages to facilitate omental metastasis,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s12951-026-04362-w,10.1186/s12951-026-04362-w,A multifunctional ICAM1-directed MnO₂@ZIF8 nanoplatform with Tanshinone IIA synergistically reverses senescence and restores alveolar regeneration in septic lung injury,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s12964-020-00634-6,10.1186/s12964-020-00634-6,Yes-associated protein (YAP) induces a secretome phenotype and transcriptionally regulates plasminogen activator Inhibitor-1 (PAI-1) expression in hepatocarcinogenesis.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s12974-017-0928-0,10.1186/s12974-017-0928-0,"Progression of pathology in PINK1-deficient mouse brain from splicing via ubiquitination, ER stress, and mitophagy changes to neuroinflammation.",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13024-017-0212-x,10.1186/s13024-017-0212-x,Hexokinases link DJ-1 to the PINK1/parkin pathway.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13024-023-00628-1,10.1186/s13024-023-00628-1,Overexpression of human alpha-Synuclein leads to dysregulated microbiome/metabolites with ageing in a rat model of Parkinson disease,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13024-024-00746-4,10.1186/s13024-024-00746-4,Pathological characteristics of axons and alterations of proteomic and lipidomic profiles in midbrain dopaminergic neurodegeneration induced by WDR45-deficiency,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13024-025-00802-7,10.1186/s13024-025-00802-7,Cellular senescence induced by cholesterol accumulation is mediated by lysosomal ABCA1 in APOE4 and AD,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13046-023-02909-5,10.1186/s13046-023-02909-5,RSK3 switches cell fate: from stress-induced senescence to malignant progression,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13046-025-03420-9,10.1186/s13046-025-03420-9,PSMB10 maintains the stemness of chemotherapeutic drug-resistant leukemia cells by inhibiting senescence and cytotoxic T lymphocyte-mediated killing in a ubiquitinated degradation manner,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13046-026-03741-3,10.1186/s13046-026-03741-3,Extracellular vesicles from chemotherapy-induced senescent tumor cells reprogram hepatic phospholipid metabolism to promote pancreatic cancer liver metastasis.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13073-024-01322-7,10.1186/s13073-024-01322-7,Metabolome-wide Mendelian randomization for age at menarche and age at natural menopause,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13195-025-01861-0,10.1186/s13195-025-01861-0,Ap1s1 reduction in the aging brain heightens neuronal vulnerability to amyloid-β and oxidative stress in Alzheimer's pathogenesis.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13287-021-02455-x,10.1186/s13287-021-02455-x,Using a new HSPC senescence model in vitro to explore the mechanism of cellular memory in aging HSPCs.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13287-024-03916-9,10.1186/s13287-024-03916-9,Cytokine priming enhances the antifibrotic effects of human adipose derived mesenchymal stromal cells conditioned medium,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13287-025-04761-0,10.1186/s13287-025-04761-0,iPSCs derived sEVs ameliorate NK cell senescence by targeting CISH-STAT3,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13287-026-05112-3,10.1186/s13287-026-05112-3,SIRT6 enhances the therapeutic potential of extracellular vesicles in mitigating osteoarthritis in rat models,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13395-025-00406-1,10.1186/s13395-025-00406-1,Long-term DNA methylation changes induced by age and elevated CO<sub>2</sub> in skeletal muscle.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s13619-026-00279-9,10.1186/s13619-026-00279-9,MRG15 decline in aged/injured MuSCs hinders regeneration via differentiation defects.,excluded_after_full_text_assessment,five_of_five_unanimous_decisive_criterion_failure
doi:10.1186/s40168-019-0751-1,10.1186/s40168-019-0751-1,Antibiotic-modulated microbiome suppresses lethal inflammation and prolongs lifespan in Treg-deficient mice,meets_full_text_eligibility,"The frozen scope explicitly includes lifespan. The study administers antibiotics with water controls, profiles microbiota and fecal metabolomics, and measures survival in Treg-deficient mice. This is a direct administered animal perturbation, although the lifespan phenotype reflects lethal inflammatory disease."
doi:10.1186/s40168-023-01707-7,10.1186/s40168-023-01707-7,Uterine microbial communities and their potential role in the regulation of epithelium cell cycle and apoptosis in aged hens.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1186/s40643-024-00824-x,10.1186/s40643-024-00824-x,Stress-induced premature senescence in high five cell cultures: a principal factor in cell-density effects,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1210/jendso/bvae163.582,10.1210/jendso/bvae163.582,12607 Female Mice Exhibit Sex-specific Steatosis Patterns With Aging,nonarticle_conference_abstract_object,User decision: conference abstract only; do not include in full-text eligibility cohort.
doi:10.12122/j.issn.1673-4254.2023.08.10,10.12122/j.issn.1673-4254.2023.08.10,[Lipocalin 2 induces self-limited inhibition of osteoblast differentiation of mesenchymal stem cells].,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1242/bio.062326,10.1242/bio.062326,An ARVC-5 Drosophila knock-in model reveals new functions of Tmem43 in lipid homeostasis,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1371/journal.pgen.1002359,10.1371/journal.pgen.1002359,Activation of Bmp2-Smad1 signal and its regulation by coordinated alteration of H3K27 trimethylation in Ras-induced senescence.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1371/journal.pgen.1008835,10.1371/journal.pgen.1008835,Genetic and metabolomic architecture of variation in diet restriction-mediated lifespan extension in Drosophila,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1371/journal.pgen.1009083,10.1371/journal.pgen.1009083,Fine-tuning autophagy maximises lifespan and is associated with changes in mitochondrial gene expression in Drosophila.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1371/journal.pone.0236679,10.1371/journal.pone.0236679,Characterisation of protein isoforms encoded by the Drosophila Glycogen Synthase Kinase 3 gene shaggy.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1371/journal.pone.0262488,10.1371/journal.pone.0262488,Loss of the transcription repressor ZHX3 induces senescence-associated gene expression and mitochondrial-nucleolar activation.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.1371/journal.pone.0338326,10.1371/journal.pone.0338326,UTX/Top2β axis mediated spinal cord microvascular endothelial cells senescence exacerbates spinal cord injury,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.15252/embr.201541132,10.15252/embr.201541132,Life span extension by targeting a link between metabolism and histone acetylation in Drosophila.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.15252/embr.202152606,10.15252/embr.202152606,CEST‐2.2 overexpression alters lipid metabolism and extends longevity of mitochondrial mutants,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.18632/aging.102822,10.18632/aging.102822,Transcriptomic and metabolomic profiling of long-lived growth hormone releasing hormone knock-out mice: evidence for altered mitochondrial function and amino acid metabolism.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.18632/aging.202759,10.18632/aging.202759,Transcriptome and lipidome profile of human mesenchymal stem cells with reduced senescence and increased trilineage differentiation ability upon drug treatment.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.18632/aging.203857,10.18632/aging.203857,A comprehensive analysis of age-related metabolomics and transcriptomics reveals metabolic alterations in rat bone marrow mesenchymal stem cells.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.18632/aging.204251,10.18632/aging.204251,Systemic lipolysis promotes physiological fitness in Drosophila melanogaster .,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.18632/aging.205711,10.18632/aging.205711,"Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.18632/aging.206224,10.18632/aging.206224,Inhibition of the metalloprotease ADAM19 as a novel senomorphic strategy to ameliorate gut permeability and senescence markers by modulating senescence-associated secretory phenotype (SASP).,excluded_after_full_text_assessment,The published report explicitly attributes the GWAS to a recent publication and uses it as candidate-selection background. The current omics measurement is proteomics; targeted qRT-PCR does not create another omics layer.
doi:10.18632/aging.206306,10.18632/aging.206306,"Evaluating the nonlinear effects of sleep duration on biological aging across phenotypic, genomic, and epigenomic data.",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.18632/oncotarget.16766,10.18632/oncotarget.16766,Specific changes in mitochondrial lipidome alter mitochondrial proteome and increase the geroprotective efficiency of lithocholic acid in chronologically aging yeast.,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.20944/preprints202408.1619.v1,10.20944/preprints202408.1619.v1,Epigenetic Reprogramming of Aging: Reversing the Clock for Regenerative Medicine,meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
doi:10.21203/rs.3.rs-2391658/v1,10.21203/rs.3.rs-2391658/v1,"ADHD genetic burden associates with older epigenetic age: Mediating roles of education, behavioral and sociodemographic factors among older adults",meets_full_text_eligibility,five_of_five_same_positive_full_text_causal_basis
