record_id,doi,title,full_text_retrieval_status,original_model_decision,original_model_exclusion_code,amended_decision,amended_exclusion_code,amended_reason,route_changed_by_python_amendment,human_adjudication_applied,human_reviewer_id,human_decision,human_exclusion_code,human_rationale,supporting_section_ids,final_decision,final_exclusion_code,final_decision_source,final_decision_reason,prisma_disposition,protocol_disposition_code
doi:10.1095/biolreprod.114.117291,10.1095/biolreprod.114.117291,WORLD OF REPRODUCTIVE BIOLOGY: IVF--It's the Hormones,not_retrieved,,,,,,false,false,,,,,,not_assessed,none,retrieval_audit,No legal full target content found by any strategy,report_not_retrieved,EC7
doi:10.1095/biolreprod.114.117887,10.1095/biolreprod.114.117887,WORLD OF REPRODUCTIVE BIOLOGY: Mendel Meets Imprinting,not_retrieved,,,,,,false,false,,,,,,not_assessed,none,retrieval_audit,No legal full target content found by any strategy,report_not_retrieved,EC7
doi:10.1096/fj.202100317,10.1096/fj.202100317,"The 2020 FASEB virtual Catalyst Conference on Integrative Approach for Complex Diseases Prevention and Management and Beyond, December 16, 2020",retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1097/01.jcma.0001096048.54396.64,10.1097/01.jcma.0001096048.54396.64,Title Index,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1097/hjh.0b013e32834ee23c,10.1097/hjh.0b013e32834ee23c,Essential hypertension,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1097/md.0000000000047376,10.1097/md.0000000000047376,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1101/2025.06.19.660635,10.1101/2025.06.19.660635,Downregulation of LATS1/2 Drives Endothelial Senescence-Associated Stemness (SAS) and Atherothrombotic Lesion Formation,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1101/2025.10.29.685384,10.1101/2025.10.29.685384,The Age-Dependent Resident Myonuclear Multi-Omic Response to a Skeletal Muscle Hypertrophic Stimulus,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1104/pp.104.900273,10.1104/pp.104.900273,On the Inside,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1104/pp.110.161430,10.1104/pp.110.161430,Flavonoids and Isoflavonoids: From Plant Biology to Agriculture and Neuroscience,retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1104/pp.113.900456,10.1104/pp.113.900456,On the Inside,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1104/pp.17.00972,10.1104/pp.17.00972,On the Inside,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1111/1751-7915.12181,10.1111/1751-7915.12181,Silent clusters – speak up!,retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1111/acel.13497,10.1111/acel.13497,A trans-omic Mendelian randomization study of parental lifespan uncovers novel aging biology and therapeutic candidates for chronic diseases.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1111/acel.13852,10.1111/acel.13852,Dysregulated cellular redox status during hyperammonemia causes mitochondrial dysfunction and senescence by inhibiting sirtuin‐mediated deacetylation,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1111/acel.70064,10.1111/acel.70064,Aged Gut Microbiota Contributes to Cognitive Impairment and Hippocampal Synapse Loss in Mice,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1111/acel.70103,10.1111/acel.70103,Multi-Omics Analysis Reveals Biomarkers That Contribute to Biological Age Rejuvenation in Response to Single-Blinded Randomized Placebo-Controlled Therapeutic Plasma Exchange.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1111/acel.70328,10.1111/acel.70328,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1111/acel.70498,10.1111/acel.70498,Multi-Omics Reveals Mechanisms of Metabolic Rejuvenation in Aged Mice and Pre-Frail Older Men by Losartan.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1111/acel.70564,10.1111/acel.70564,Sex-Specific Regulation of the Turandot Gene Family Modulates Temperature-Dependent Lifespan in Drosophila melanogaster.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1111/bjd.21182,10.1111/bjd.21182,P60: Merkel cell cancer: the need to standardize care,retrieved,exclude,EC3,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC3,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1111/exd.12771,10.1111/exd.12771,All is balanced: inter‐ α ‐trypsin inhibitors as unseen extracellular matrix proteins in epidermal morphology and differentiation,retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1111/gbb.12646,10.1111/gbb.12646,Sex differences in mechanisms of disease,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1111/jcmm.71017,10.1111/jcmm.71017,dock11 Knockdown in Zebrafish Disrupts Embryogenesis: Insights Into the Genetic Causes of Early Pregnancy Loss,retrieved,manual_review,none,exclude,EC4,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC4,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC4
doi:10.1111/jdi.12150,10.1111/jdi.12150,Epigenetics: Reprogrammable interface of the genome and environments,retrieved,manual_review,none,exclude,EC4,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC4,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC4
doi:10.1111/nbu.12575,10.1111/nbu.12575,Vitamin D: One hundred years on,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1113/jp283190,10.1113/jp283190,Maternal obesity: influencing the heart right from the start,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1113/jp287235,10.1113/jp287235,Epigenome–proteome integration in aged skeletal muscle after exercise training,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1126/sciadv.adu2294,10.1126/sciadv.adu2294,Multiomic identification of senescent stem cell populations critical for osteoarthritis progression and therapy in subchondral bones.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1126/science.aau4732,10.1126/science.aau4732,Effects of microbiota-directed foods in gnotobiotic animals and undernourished children,retrieved,exclude,EC3,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC3,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1128/msystems.01665-24,10.1128/msystems.01665-24,Microbiota-derived indole acetic acid extends lifespan through the AhR-Sirt2 pathway in Drosophila,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1155/s1110724302207032,10.1155/s1110724302207032,All We Are Saying Is Give Plants a Chance!,retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1158/1538-7445.am2025-sy02-01,10.1158/1538-7445.am2025-sy02-01,Abstract SY02-01: Inflammatory memory and selective advantage in human clonal hematopoiesis,retrieved,exclude,EC3,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC3,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1161/circresaha.125.327427,10.1161/circresaha.125.327427,LATS1/2-CD38 Metabolic Rewiring Links Senescence to Intraplaque Thrombosis.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1165/rcmb.2019-0156ed,10.1165/rcmb.2019-0156ed,RNA Sequencing: A Potentiator of Discovery-based Research,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1165/rcmb.2021-0238ed,10.1165/rcmb.2021-0238ed,Integrated 'Omics in Idiopathic Pulmonary Fibrosis: Where Do We Go from Here?,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.1172/jci.insight.154089,10.1172/jci.insight.154089,Metabolic reprogramming during hyperammonemia targets mitochondrial function and postmitotic senescence.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1172/jci.insight.174007,10.1172/jci.insight.174007,Targeted Bmal1 restoration in muscle prolongs lifespan with systemic health effects in aging model.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1186/gm394,10.1186/gm394,Pharmacogenomics: a key component of personalized therapy,retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1186/s11658-026-00879-y,10.1186/s11658-026-00879-y,HK2-driven histone H3K18 lactylation promotes stromal cell senescence and decidualization deficiency in URSA via CUX1-mediated SASP factor transcription,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1186/s12964-026-02985-y,10.1186/s12964-026-02985-y,"Multi-omics and experimental evidence in human chondrocytes identify caspase-8 as a non-apoptotic regulator of inflammatory, senescent, and fibrotic signaling in osteoarthritis",retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1186/s12967-026-07766-2,10.1186/s12967-026-07766-2,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1186/s12974-025-03588-z,10.1186/s12974-025-03588-z,Profilin 1 controls a microglial cytoskeleton checkpoint to prevent senescence and premature synaptic decline.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1186/s13020-025-01154-6,10.1186/s13020-025-01154-6,Multi-omics reveals mechanism of Qi-Po-Sheng-Mai granule in reducing atrial fibrillation susceptibility in aged rats.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1186/s13027-022-00435-1,10.1186/s13027-022-00435-1,"Abstracts from “Chronic viral infection and cancer, openings for vaccines” virtual symposium of the TechVac network",retrieved,exclude,EC3,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC3,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.1186/s13287-023-03415-3,10.1186/s13287-023-03415-3,Anti-aging mechanism of different age donor-matched adipose-derived stem cells,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1186/s40364-023-00458-9,10.1186/s40364-023-00458-9,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.1212/nxg.0000000000000100,10.1212/nxg.0000000000000100,"19th Workshop of the International Stroke Genetics Consortium, April 28–29, 2016, Boston, Massachusetts, USA",retrieved,manual_review,none,manual_review,none,full_text_causal_route_disagreement_or_unresolved,false,true,user_adjudicator,exclude,EC1,"Workshop proceedings; aging metabolomics, GWAS, and Mendelian-randomization evidence came from different embedded abstracts and cannot be combined as one study.",chunk:0006;chunk:0007;chunk:0008,exclude,EC1,human_adjudication,"Workshop proceedings; aging metabolomics, GWAS, and Mendelian-randomization evidence came from different embedded abstracts and cannot be combined as one study.",excluded_after_full_text_assessment,EC1
doi:10.14336/ad.2026.0356,10.14336/ad.2026.0356,Integrating AI and Causal Genetics to Prioritize Therapeutic Targets for Aging and Age-Related Diseases.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.20892/j.issn.2095-3941.2025.0691,10.20892/j.issn.2095-3941.2025.0691,Integrative multi-omic analysis identified ERBB2 mutations and senescence-driven immune suppression as dual therapeutic targets in LAR triple-negative breast cancer,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.21037/tcr-2026-1-0264,10.21037/tcr-2026-1-0264,A senescence-based machine learning model prognosticates and personalizes therapy in cervical cancer,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.21203/rs.3.rs-1264931/v1,10.21203/rs.3.rs-1264931/v1,Multi-omics analysis reveals a non-canonical regulatory pattern of UPL3 on carbon metabolism related cell senescence,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.2147/jir.s525168,10.2147/jir.s525168,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.2147/jir.s545622,10.2147/jir.s545622,Retinoic Acid-Loaded Cartilage Organoids Attenuate Chondrocyte Senescence in Osteoarthritis,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.2215/cjn.14931218,10.2215/cjn.14931218,Assessing Clinical Relevance of Uremic Toxins,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.26508/lsa.202201492,10.26508/lsa.202201492,Ubiquitome profiling reveals a regulatory pattern of UPL3 with UBP12 on metabolic-leaf senescence,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.26599/fshw.2026.9251125,10.26599/fshw.2026.9251125,Unraveling the Key Pathways through Cordycepin Prolongs Lifespan in C. elegans by Integrating Multi-omics Approaches,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.3389/fendo.2025.1661666,10.3389/fendo.2025.1661666,Investigating the causal role of cellular senescence-related genes in preeclampsia: a multi-omics Mendelian randomization study with differential expression analysis,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.3389/fimmu.2026.1718849,10.3389/fimmu.2026.1718849,UNC93B1 promotes pancreatic cancer progression through modulation of cGAS–STING signaling,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.3389/fimmu.2026.1762222,10.3389/fimmu.2026.1762222,Machine learning-driven multi-omics integration uncovers a senescence associated molecular axis in HCC.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.3389/fnmol.2026.1834102,10.3389/fnmol.2026.1834102,The H3K9me2-FOXG1-microRNA axis reduces cochlear hair cells damage by modulating autophagy in age-related hearing loss,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.3389/fphar.2024.1446300,10.3389/fphar.2024.1446300,CDKN1A as a target of senescence in heart failure: insights from a multiomics study,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.3389/fpls.2025.1550190,10.3389/fpls.2025.1550190,A micropeptide regulates seed desiccation,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.3390/microorganisms13061379,10.3390/microorganisms13061379,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.3390/plants14152388,10.3390/plants14152388,Integrated Transcriptomic and Metabolomic Analysis Reveals Nitrogen-Mediated Delay of Premature Leaf Senescence in Red Raspberry Leaves,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.34067/kid.0000000000000347,10.34067/kid.0000000000000347,Prognostic Value of Oxylipins for the Development of ESKD,retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.3892/or.2026.9080,10.3892/or.2026.9080,NR4A1 mediates chemotherapy‑induced senescence via the PI3K/AKT pathway in gastric cancer cells.,retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.4081/ejtm.2026.14960,10.4081/ejtm.2026.14960,"Abstract | 009 | Lecture - FES in mice, rats and men: adaptation and recovery in aging rodent muscle",retrieved,assessed,none,assessed,none,five_of_five_same_positive_full_text_causal_basis,false,false,,,,,,assessed,none,ai_five_run_route,five_of_five_same_positive_full_text_causal_basis,meets_full_text_eligibility,none
doi:10.4103/1673-5374.217328,10.4103/1673-5374.217328,Can we treat neurodegenerative diseases by preventing an age-related decline in microRNA expression?,retrieved,manual_review,none,exclude,EC4,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC4,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC4
doi:10.4103/1673-5374.228719,10.4103/1673-5374.228719,"Metabolism, neurodegeneration and epigenetics: Emerging role of Sirtuins",retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.4103/1673-5374.230283,10.4103/1673-5374.230283,Epigenetic interventions for brain rejuvenation: anchoring age-related transposons,retrieved,manual_review,none,manual_review,none,full_text_scope_route_disagreement_or_unresolved,false,true,user_adjudicator,exclude,EC1,"Narrative discussion of aging-related methylation, chromatin, miR-29/p53, and proposed interventions; it reports no current primary experiment or integrated omics datasets.",chunk:0000;chunk:0003,exclude,EC1,human_adjudication,"Narrative discussion of aging-related methylation, chromatin, miR-29/p53, and proposed interventions; it reports no current primary experiment or integrated omics datasets.",excluded_after_full_text_assessment,EC1
doi:10.4103/1673-5374.249223,10.4103/1673-5374.249223,Induced pluripotent stem cells from Huntington’s disease patients: a promising approach to define and correct disease-related alterations,retrieved,exclude,EC3,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC3,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.4103/1673-5374.335807,10.4103/1673-5374.335807,Non-canonical role of the ATR pathway in axon regeneration as a mechanosensitive brake,retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.4103/nrr.nrr-d-24-00646,10.4103/nrr.nrr-d-24-00646,Complementary roles of glial cells in generating region-specific neuroinflammatory responses and phagocytosis in Parkinson’s disease,retrieved,exclude,EC3,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC3,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
doi:10.4103/nrr.nrr-d-25-00422,10.4103/nrr.nrr-d-25-00422,Shuttle and stabilize: H1.2-FUS complex in amyotrophic lateral sclerosis pathogenesis,retrieved,manual_review,none,exclude,EC4,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC4,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC4
doi:10.5281/zenodo.18644752,10.5281/zenodo.18644752,Proactive Healthcare - Fighting the affects of aging (Closed-Loop Biological Restoration & Multi-Omics Optimization Platform),retrieved,exclude,EC1,exclude,EC1,five_of_five_unanimous_decisive_criterion_failure,false,false,,,,,,exclude,EC1,ai_five_run_route,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC1
doi:10.5281/zenodo.20257527,10.5281/zenodo.20257527,"ITU and Genomics: A Single-Axiom View of DNA, Human Genome Project, CRISPR Gene Editing, AlphaFold, AI Drug Discovery, Population Genetics, Coalescent Theory, and Ancient DNA — Block B 5/?, Pass-1 Final Tier 1",retrieved,manual_review,none,exclude,EC3,five_of_five_unanimous_decisive_criterion_failure,true,false,,,,,,exclude,EC3,deterministic_python_amendment,five_of_five_unanimous_decisive_criterion_failure,excluded_after_full_text_assessment,EC3
