record_id,source,title,abstract,year,document_type,doi,source_record_id,retrieval_stratum
doi:10.3390/clinpract15120233,pubmed,Operationalizing Chronic Inflammation: An Endotype-to-Care Framework for Precision and Equity.,"Background/Objectives: Chronic inflammation arises from self-reinforcing immune-metabolic circuits encompassing pattern-recognition signaling, inflammasome activation, cytokine networks, immunometabolic reprogramming, barrier-microbiome disruption, cellular senescence, and neuro-immune-endocrine crosstalk. This review synthesizes these mechanistic axes across diseases and introduces an operational endotype-to-care framework designed to translate mechanistic insights into precision-based, scalable, and equitable interventions. Methods: A narrative, mechanism-focused review was performed, integrating recent literature on immune-metabolic circuits, including pattern-recognition receptors, inflammasome pathways, cytokine modules, metabolic reprogramming, barrier-microbiome dynamics, senescence, and neuro-immune-endocrine signaling. Validated, low-cost screening biomarkers (hs-CRP, NLR, fibrinogen) were mapped to phenotype-guided endotyping panels and corresponding therapeutic modules, with explicit monitoring targets. Results: We present a stepwise, pragmatic pathway progressing from broad inflammatory screening to phenotype-specific endotyping (e.g., IL-6/TNF for metaflammation; ISG/IFN for autoimmunity; IL-23/17 for neutrophilic disease; IL-1β/NLRP3 or urate for crystal-driven inflammation; permeability markers for barrier-dysbiosis). Each module is paired with targeted interventions and prespecified treat-to-target outcomes: for example, achieving a reduction in hs-CRP (e.g., ~40%) within 8-12 weeks is used here as a pragmatic operational benchmark rather than a validated clinical threshold. Where feasible, cytokine and multi-omic panels further refine classification and prognostication. A tiered implementation model (essential, expanded, comprehensive) ensures adaptability and equity across clinical resource levels. Conclusions: Distinct from prior narrative reviews, this framework defines numeric triage thresholds, minimal endotype panels, and objective monitoring criteria that make chronic inflammation management operationalizable in real-world settings. It embeds principles of precision, equity, and stewardship, supporting iterative, evidence-driven implementation across diverse healthcare environments.",2025,Journal Article; Review,10.3390/clinpract15120233,41440484,explicit_only|other_intervention|long|aging_anchor|causal_anchor
doi:10.1186/s12967-026-08334-4,springernature,Single-cell T-cell landscape in atherosclerosis: implications for targeted therapy and beyond,"Background Atherosclerosis (AS) progression is profoundly influenced by dynamic T-cell heterogeneity and functional plasticity. Main body This review consolidates the latest insights derived from single-cell transcriptomic technologies, which are transforming our understanding of the role of the immune system in plaque pathogenesis. Recent evidence revealed previously unrecognized T-cell subsets within murine and human atherosclerotic lesions, distinguished by unique transcriptional profiles and adaptability driven by their microenvironment. Spatial mapping techniques have revealed compartment-specific distributions of T cells across vascular layers, whereas temporal analyses have highlighted age-related changes in the balance between effector and regulatory functions. Notably, single-cell resolution delineated transitional states between cytotoxic and regulatory lineages, suggesting that local inflammatory signals play a crucial role in determining T-cell fate. Despite these advancements, challenges remain in fully understanding T-cell lineage commitment, plasticity, and interactions with vascular niches. The integration of emerging multiomics approaches and spatial transcriptomics holds promise for addressing these challenges, providing a roadmap for novel therapeutic strategies. This includes not only the development of targeted immunotherapies but also the identification of key molecular targets for drug intervention and precision diagnostics, ultimately broadening the horizon for clinical applications in atherosclerosis. Conclusions This review synthesizes single-cell RNA sequencing-driven discoveries in AS immunology, highlighting the heterogeneity and plasticity of plaque T-cell subsets. These insights lay the groundwork for developing targeted immunotherapies and identifying novel molecular targets and diagnostic biomarkers, ultimately advancing precision medicine for AS patients. Graphical Abstract T-cell subsets in atherosclerosis in the context of single-cell RNA sequencing (scRNA-seq). Based on scRNA-seq technology and integrating mouse aortic and human plaque and peripheral blood immunoprofiles, the heterogeneity and functional characteristics of T-cell subsets in atherosclerosis have been revealed by using strategies such as differential gene expression, trajectory analysis, and cellular interactions, and have partially explained the issues of T-cell origins, gender differences, and mechanisms of clinical associations. The screening of key genes or cell populations provides precise intervention targets for targeted immunotherapy.",2026,ReviewPaper; Review,10.1186/s12967-026-08334-4,doi:10.1186/s12967-026-08334-4,explicit_only|other_intervention|long|aging_boundary|causal_anchor
doi:10.1101/2023.07.04.547622,europepmc,Effects of Copy Number Variations on Longevity in Late-Onset Alzheimer’s Disease Patients: Insights from a Causality Network Analysis,"Alzheimer’s disease (AD), particularly late-onset Alzheimer’s disease (LOAD), is a prevalent form of dementia that significantly affects patients’ cognitive and behavioral capacities and longevity. Although approximately 70 genetic risk factors linked with AD have been identified, their influence on patient longevity remains unclear. Further, recent studies have associated copy number variations (CNVs) with the longevity of healthy individuals and immune-related pathways in AD patients. This study aims to investigate the role of CNVs on the longevity of AD patients by integrating multi-omics data from the Religious Orders Study/Memory and Aging Project (ROSMAP) cohort through causality network inference. Our comprehensive analysis led to the construction of a CNV-gene-age of death (AOD) causality network. We successfully identified three key CNVs (DEL5006, mCNV14192, and DUP42180) and seven AD-longevity causal genes ( PLGRKT, TLR1, PLAU, CALB2, SYTL2, OTOF, and NT5DC1 ) impacting AD patient longevity, independent of disease severity. This outcome emphasizes the potential role of plasminogen activation and chemotaxis in longevity. We propose several hypotheses regarding the role of identified CNVs and the plasminogen system on patient longevity. However, experimental validation is required to further corroborate these findings and uncover precise mechanisms. Despite these limitations, our study offers promising insights into the genetic influence on AD patient longevity and contributes to paving the way for potential therapeutic interventions.",2023,Preprint,10.1101/2023.07.04.547622,PPR:PPR686151,explicit_only|other_intervention|medium|aging_anchor|causal_anchor
doi:10.1186/s40001-026-04887-8,springernature,Hydrocephalus beyond cerebrospinal fluid obstruction: systems biology mechanisms and AI-enabled multimodal imaging for precision diagnosis and management,"Research paradigms in hydrocephalus are undergoing a profound shift—from a singular emphasis on CSF flow disturbance to a multi-mechanistic, network-interaction model. This review systematically integrates cutting-edge advances from fundamental biology to clinical diagnosis and therapy. Mechanistically, we delineate an interconnected pathological network encompassing neuroinflammation (e.g., the TLR4/NF-κB axis), glymphatic system dysfunction, cilia–ependymal dysregulation, and genetic susceptibility. This broad perspective underscores hydrocephalus as a systemic disorder rather than a purely hydrodynamic abnormality. Technologically, we highlight innovations driven by artificial intelligence (AI) and multimodal neuroimaging—including 4D flow MRI, DTI, and radiomics. These tools enable automated ventricular segmentation, quantitative fluid-dynamic profiling, and robust predictions of surgical outcomes. Consequently, they establish the technical foundation for a ""data-driven"" paradigm in diagnostics and therapeutics. Therapeutically, we discuss the expanding repertoire of interventions, extending beyond conventional shunt surgery to refined microsurgical techniques, targeted pharmacotherapies, and stem cell–based strategies. Finally, we argue that future progress will depend on integrating multicentre datasets with multi-omics technologies. Establishing this coordinated “mechanism–technology–clinic” framework will accelerate hydrocephalus management toward truly personalized precision medicine. Graphical Abstract",2026,ReviewPaper; Review,10.1186/s40001-026-04887-8,doi:10.1186/s40001-026-04887-8,explicit_only|other_intervention|medium|aging_boundary|causal_anchor
doi:10.3390/diseases14030085,pubmed,Tracking the Metabolites of Health and Disease Using Artificial Intelligence.,"Using AI to analyze metabolite profiles provides critical insights into health, aging, and disease. Metabolomic signatures reveal how lifestyle and therapy impact organ function and cancer progression. This review highlights emerging toolkits for high-throughput data analysis, emphasizing their integration with other omics. Advanced AI approaches facilitate metabolic pathway mapping and accelerate biomarker discovery. By combining AI with multi-omics, researchers can optimize interventions and enhance precision medicine. This article serves as a resource demonstrating AI's potential in diagnostics and drug discovery.",2026,Journal Article; Review,10.3390/diseases14030085,41891986,explicit_only|other_intervention|thin|aging_anchor|causal_anchor
doi:10.1053/j.gastro.2024.12.031,semantic_scholar,Mechanistic implications of the Mediterranean diet in patients with newly diagnosed Crohn's disease- multi-omic results from a prospective cohort.,"BACKGROUND To decipher the mechanisms underlying the protective role of the Mediterranean diet (MED) in Crohn's disease (CD), we explored the implications of adherence to MED on CD course, inflammatory markers, microbial and metabolite composition. METHODS Patients with newly diagnosed CD were recruited and followed prospectively. MED adherence was assessed by repeated food frequency questionnaires (FFQ), using a predefined IBDMED score, alongside validated MED adherence screeners. Crohn's disease activity index (CDAI), C-reactive protein (CRP), fecal calprotectin and microbial composition (16S-rRNA-sequencing) were assessed each visit. Baseline serum and fecal samples were analyzed for targeted quantitative metabolomics. RESULTS Consecutive patients: 271 (52% males, average age- 31±12 years, B1 phenotype- 75%). FFQ collected: 636 (range 1-5 FFQ per patient). Adherence to MED was associated with a non-complicated CD course, and inversely correlated with CDAI, fecal calprotectin, CRP and microbial dysbiosis index (all P < .05). Increasing adherence to MED over time correlated with reduced CDAI and inflammatory markers (P < .05). Adherence to MED correlated with a microbial cluster of commensals and short-chain fatty acid producers including Faecalibacterium, and with plant metabolites, vitamin derivatives and amino acids. Conversely, adherence to MED inversely correlated with a cluster of oral genera, Escherichia coli and Ruminococcus gnavus, known CD-associated species, and with tryptophan metabolites, ceramides and primary bile acids (FDR < .2). CONCLUSION Adherence to MED is associated with beneficial clinical outcomes and decreased inflammatory markers. These may be driven by lower levels of primary bile-acids and microbial dysbiosis and a beneficial microbial and metabolite composition. Randomized controlled trials are needed to evaluate the role of MED in CD management.",2025,JournalArticle,10.1053/j.gastro.2024.12.031,ea50419719aae3ea571a62691c556dd65785d301,explicit_only|randomized_or_quasi_intervention|long|aging_boundary|causal_anchor
doi:10.1186/s13073-026-01608-y,pubmed,Succinate supplementation ameliorates musculoskeletal defects caused by PLOD3 mutations in a BCARD syndrome model.,"BACKGROUND: BCARD syndrome is a rare complex connective tissue disorder associated with variants in the PLOD3 gene, presenting with musculoskeletal, vascular, and sensory deficits. The role of PLOD3 in post-translational modifications of collagens has been established. However, limited treatment options exist to correct connective tissue deficits linked to PLOD3, largely due to sparse knowledge of cellular and molecular mechanisms driving phenotypic changes. METHODS: To explain the mechanisms of PLOD3 genotype-phenotype associations, we have used clinical data, molecular assays in patient-derived fibroblasts, perturbation experiments in zebrafish models, cellular and molecular experiments, and unbiased genome- and transcriptome-wide approaches. RESULTS: We show that wild-type human PLOD3 mRNA partially rescued musculoskeletal, vascular, and brain phenotypes in zebrafish plod3 mutants, while clinically identified variants had only a limited effect, validating the pathogenicity of the variants and the high conservation of PLOD3 function across vertebrates. We found that, at the molecular level, organ systems selectively upregulated the PERK pathway of the Unfolded Protein Response and subsequently activated autophagy as an adaptive response to an extracellular matrix (ECM) protein backlog; however, autophagy inhibitors did not rescue the plod3 mutant phenotypes. Bulk RNA-seq analysis of plod3 mutants revealed downregulation of genes in metabolic pathways, including the electron transport chain and the tricarboxylic acid (TCA) cycle, consistent with structural defects in electron micrographs of mitochondria. Search of Drug Repurposing Data Portals identified a dietary supplement, succinate, to be associated with PLOD3 and 25 additional genes, involved in the TCA cycle and collagen synthetic pathways. We showed that treatment with succinate ameliorated BCARD features, i.e., musculoskeletal defects, and restored reduced expression of TCA cycle genes in the zebrafish model. CONCLUSIONS: Our data indicate that the interaction between ECM synthesis and mitochondrial energy metabolism offers an entry point for novel therapies to prevent complex connective tissue decline in BCARD and, potentially, in other rare and common musculoskeletal disorders and conditions such as aging, cancer, or injury. Moreover, the genetic models developed here, and succinate, should be valuable tools in future studies of the underlying mechanisms of the BCARD extensive medical phenome.",2026,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",10.1186/s13073-026-01608-y,41827019,layer_pair_only|direct_perturbation|long|aging_anchor|causal_anchor
doi:10.1038/s41568-026-00935-x,springernature,Beyond sex determination: the Y chromosome in male cancers,"This Review by Abdel-Hafiz et al. describes the current and emerging evidence that loss of the Y chromosome is linked to susceptibility, progression and poor outcomes in multiple cancer types, as well as its potential use as a biomarker for prognosis and precision therapy. Loss of the Y chromosome (LOY) is the most prevalent somatic genomic alteration in males and can be detected in both blood and other tissues. Age, environmental exposures, mitotic errors and genetic predisposition converge to drive LOY, often via clonal expansion. Emerging evidence has linked LOY to susceptibility, progression and poor outcomes in multiple cancer types. Here we summarize Y-chromosome evolution, structure and gene content, which is essential for male development, transcriptional regulation, chromatin remodelling, and immune and androgen signalling. We highlight the associations of Y-encoded genes with cancer, spanning increased risk in haematological malignancies to context-dependent prognostic impact of LOY in solid tumours. We discuss functional studies, from CRISPR-induced LOY in cell lines and mouse models to bioinformatic analyses of human cohorts, demonstrating the direct effects of LOY on immune surveillance, DNA repair, metabolism and tumour immune microenvironment remodelling. Collectively, these findings indicate that LOY has context-dependent roles in cancer, but whether LOY is a causal, cooperative or passenger event remains unresolved. Advances in bulk and single-cell sequencing, together with LOY scoring algorithms and non-invasive sampling of blood, urine and buccal cells, now enable precise quantification and longitudinal monitoring, offering new opportunities to relate LOY dynamics to disease risk and progression. Finally, we discuss the implications of LOY as a biomarker for cancer risk and precision therapy, including immunotherapy response and treatment stratification.",2026,ReviewPaper; Review Article,10.1038/s41568-026-00935-x,doi:10.1038/s41568-026-00935-x,layer_pair_only|direct_perturbation|long|aging_boundary|causal_anchor
doi:10.1101/2025.09.18.677241,europepmc,Revive-Flow: A Foundation Model for Blood DNAm Aging,"Epigenetic clocks can predict biological age but cannot prescribe the interventions needed to reverse it. Here, we introduce REjuVenatIon Via Epigenetic Flow (Revive-Flow), a flow-matching model trained on a broad compendium of epigenetic blood studies to transport methylomes forward and backward in time. First, we learn the continuous vector field of aging as an Ordinary Differential Equation (ODE) within a stable, low-dimensional linear space. Then, the learned ODE’s dynamics are integrated backward in time to define a natural, biologically-plausible rejuvenation trajectory. This path serves as a guide for a convex optimization problem that identifies the minimal, targeted CpG-level perturbation required to rejuvenate a sample. On a completely unseen test set comprising over 800 individuals from the European Prospective Investigation into Cancer and Nutrition (EPIC-Italy) cohort, Revive achieves 0.4 years rejuvenated per commanded year ( R 2 ≈ 0.99), with a smooth sparsity-effect trade-off. Extensive validation confirms the effect preserves inferred cell-type composition and targets biologically plausible loci enriched in genomic regions and pathways central to aging biology.",2025,Preprint,10.1101/2025.09.18.677241,PPR:PPR1090539,layer_pair_only|direct_perturbation|medium|aging_anchor|causal_anchor
doi:10.1172/jci196094,pubmed,SHMT2 deficiency disrupts transcriptional regulation through homocysteine-mediated suppression of histone lactylation in Huntington's disease models.,"Huntington's disease (HD) is a fatal neurodegenerative disorder characterized by progressive motor dysfunction, cognitive decline, and striatal neuron degeneration, primarily affecting medium spiny neurons (MSNs). Despite extensive research, the underlying metabolic vulnerabilities contributing to HD pathogenesis remain poorly understood. In this study, we employed RNA-seq and metabolomics analyses to identify marked dysregulation of 1-carbon metabolism in HD. We validated that SHMT2, a key mitochondrial enzyme in the mitochondrial 1-carbon pathway, was substantially downregulated in HD patient-derived iPSC-differentiated human striatal organoids (hSOs) and YAC128 mice. Functionally, pharmacologic inhibition or genetic deletion of SHMT2 exacerbated mutant huntingtin aggregation, induced MSN degeneration in hSOs, and impaired motor function in WT mice. Conversely, SHMT2 overexpression attenuated MSN degeneration in HD-hSOs and improved motor performance in YAC128 mice. Mechanistically, SHMT2 deficiency led to accumulation of homocysteine, which interacted with AARS1 and suppressed histone lactylation, thereby perturbing transcriptional regulation and associating with neurodegenerative phenotypes. Finally, we demonstrated that the HD clinical drug haloperidol modulated SHMT2 expression and restored histone lactylation, providing a pharmacologic tool to probe SHMT2-dependent metabolic and epigenetic regulation in HD models. These findings highlight a metabolic-epigenetic axis as a promising therapeutic target for HD.",2026,Journal Article,10.1172/jci196094,41805887,layer_pair_only|direct_perturbation|medium|aging_boundary|causal_anchor
doi:10.1111/acel.70351,europepmc,"The Right Person, the Right Treatment, at the Right Time in Alzheimer's Disease: Insights From the 2025 Brain Aging Symposium.","On October 22nd, 2025, Brain Aging Symposium took place at Harvard Medical School bringing together leading researchers from academia and partner organizations to discuss recent advances in measuring and monitoring human brain aging trajectories, with a particular focus on Alzheimer's disease (AD). A central theme emerged: achieving ""the right treatment for the right person and the right time"" through precision medicine approaches. Key advances included the unprecedented validation of plasma-based biomarkers, particularly brain-derived p-Tau217 that can identify seeding AD pathology with remarkable specificity, making large-scale screening newly feasible. Integrating multi-level ""omic"" modalities, spanning genetic information, molecular biomarkers of nutrition, lipid and protein signatures, neuroimaging measures, cognitive assessments, and lifestyle factors, enhances disease risk modeling and trajectory prediction beyond the capacity of any single marker. Early findings highlight critical roles for nutritional and lipid metabolism, and myelin integrity in brain aging, with cell and sex-specific vulnerabilities identified in response to nutrition, social isolation, and metabolic stress. Computational approaches that combine single-cell genomics, epigenomics, and artificial intelligence have been shown to accelerate causal discovery and therapeutic development. However, significant challenges remain: current biomarkers explain only half the variance in cognitive decline, racial and ethnic differences in biomarker levels lack mechanistic understanding, and scalable tools for comprehensive brain aging assessment are needed. The symposium underscored that preventing AD will require intervening during the preclinical asymptomatic phase. These multimodal screening platforms, coupled with mechanistically driven therapeutics, reduction in modifiable risk factors, including nutrition, vascular health, and social determinants of health, could profoundly impact the field.",2026,Editorial,10.1111/acel.70351,MED:41466363,layer_pair_only|formal_directed_model|long|aging_anchor|causal_anchor
doi:10.1016/j.ijbiomac.2025.149976,pubmed,Rbbp7-mediated deacetylation of Acsl4 promotes ovarian aging by enhancing ferroptosis.,"The ovarian aging can lead to infertility, increase risk of diabetes, heart disease, and other serious problems. Ferroptosis is involved in the aging of various tissues. However, the mechanism underlying the role of ferroptosis in natural ovarian aging remains unclear. Here, we revealed the role of ferroptosis in ovarian aging and explore the intervention strategies for ovarian aging. Transcriptome data suggested that ferroptosis may be involved in ovarian aging. Through iron ion detection, Prussian blue staining, immunohistochemistry (IHC) staining and western blot (WB), we further confirmed that ferroptosis occurs in aging ovaries. Meanwhile, Acyl-CoA synthetase long-chain family member 4 (Acsl4) is highly expressed in senescent ovaries. We also found that the ferroptosis inhibitor Deferoxamine (DFO), Ferrostatin-1 (Fer-1) or the Acsl4 inhibitor Rosiglitazone (Rosi) inhibited ovarian aging and granulosa cell damage in vivo and in vitro. Further mechanistic studies have shown that Myeloid ectopic viral integration site 2 (Meis2) could cooperate with specificity protein 1 (SP1) to promote transcription of Acsl4 gene. Acetyl-proteomic analysis demonstrated that the acetylation level of K401 residue in Acsl4 (Acsl4-K401) was significantly reduced, and retinoblastoma binding protein 7 (Rbbp7) was identified via immunoprecipitation-mass spectrometry (IP-MS) as a direct mediator of Acsl4 deacetylation. Deacetylation of Acsl4-K401 can increase enzyme activity by promoting ATP binding. In conclusion, the increased expression level and the decreased acetylation level of Acsl4 protein promote ferroptosis, which in turn induces ovarian aging. Inhibiting ferroptosis or Acsl4 can alleviate ovarian aging. Our research has revealed a new mechanism of ovarian aging and provided potential new targets for alleviating it.",2025,Journal Article,10.1016/j.ijbiomac.2025.149976,41478474,layer_pair_only|formal_mediation|long|aging_anchor|causal_anchor
doi:10.1080/2162402x.2018.1490854,semantic_scholar,Tumor mutational burden is a determinant of immune-mediated survival in breast cancer,"ABSTRACT Mounting evidence supports a role for the immune system in breast cancer outcomes. The ability to distinguish highly immunogenic tumors susceptible to anti-tumor immunity from weakly immunogenic or inherently immune-resistant tumors would guide development of therapeutic strategies in breast cancer. Genomic, transcriptomic and clinical data from The Cancer Genome Atlas (TCGA) and Molecular Taxonomy of Breast Cancer International Consortium (METABRIC) breast cancer cohorts were used to examine statistical associations between tumor mutational burden (TMB) and the survival of patients whose tumors were assigned to previously-described prognostic immune subclasses reflecting favorable, weak or poor immune-infiltrate dispositions (FID, WID or PID, respectively). Tumor immune subclasses were associated with survival in patients with high TMB (TMB-Hi, P < 0.001) but not in those with low TMB (TMB-Lo, P = 0.44). This statistical relationship was confirmed in the METABRIC cohort (TMB-Hi, P = 0.047; TMB-Lo, P = 0.39), and also found to hold true in the more-indolent Luminal A tumor subtype (TMB-Hi, P = 0.011; TMB-Lo, P = 0.91). In TMB-Hi tumors, the FID subclass was associated with prolonged survival independent of tumor stage, molecular subtype, age and treatment. Copy number analysis revealed the reproducible, preferential amplification of chromosome 1q immune-regulatory genes in the PID immune subclass. These findings demonstrate a previously unappreciated role for TMB as a determinant of immune-mediated survival of breast cancer patients and identify candidate immune-regulatory mechanisms associated with immunologically cold tumors. Immune subtyping of breast cancers may offer opportunities for therapeutic stratification.",2018,JournalArticle,10.1080/2162402x.2018.1490854,c8a124014f05171613380dc81d5e8c8190134b24,layer_pair_only|formal_mediation|long|aging_boundary|causal_anchor
doi:10.1093/nar/gks1155,openalex,Human Ageing Genomic Resources: Integrated databases and tools for the biology and genetics of ageing,"The Human Ageing Genomic Resources (HAGR, http://genomics.senescence.info) is a freely available online collection of research databases and tools for the biology and genetics of ageing. HAGR features now several databases with high-quality manually curated data: (i) GenAge, a database of genes associated with ageing in humans and model organisms; (ii) AnAge, an extensive collection of longevity records and complementary traits for >4000 vertebrate species; and (iii) GenDR, a newly incorporated database, containing both gene mutations that interfere with dietary restriction-mediated lifespan extension and consistent gene expression changes induced by dietary restriction. Since its creation about 10 years ago, major efforts have been undertaken to maintain the quality of data in HAGR, while further continuing to develop, improve and extend it. This article briefly describes the content of HAGR and details the major updates since its previous publications, in terms of both structure and content. The completely redesigned interface, more intuitive and more integrative of HAGR resources, is also presented. Altogether, we hope that through its improvements, the current version of HAGR will continue to provide users with the most comprehensive and accessible resources available today in the field of biogerontology.",2012,article,10.1093/nar/gks1155,https://openalex.org/W2123703699,layer_pair_only|formal_mediation|medium|aging_anchor|causal_anchor
doi:10.1186/s43162-026-00676-1,springernature,Future prospective novel biomarkers for diagnosis of pre-diabetes and insulin resistance: review article,"Background Prediabetes represents an intermediate metabolic state with high risk of progression to Type 2 Diabetes Mellitus. Conventional diagnostic tools such as fasting glucose and HbA1c lack sensitivity for early insulin resistance detection. Objective This review aims to evaluate emerging biomarkers for early detection of insulin resistance and prediabetes in Type 2 Diabetes Mellitus. Methods A narrative review was conducted using published literature on metabolic, genetic, epigenetic, proteomic, and microRNA biomarkers. Studies were identified through major scientific databases and evaluated for diagnostic performance and clinical relevance. Results Emerging biomarkers demonstrate improved sensitivity for early metabolic dysfunction compared to conventional markers. Metabolic indices (e.g., TyG, 1, 5-AG), proteomic markers (e.g., LAMA2), genetic and epigenetic signatures (TCF7L2, DNA methylation), and microRNAs (miR-126-3p) show promising diagnostic potential for early disease detection. Conclusion Integrating novel biomarkers with conventional diagnostic tools may improve early identification of prediabetes and insulin resistance, enabling timely intervention and personalized management strategies.",2026,ReviewPaper; Review,10.1186/s43162-026-00676-1,doi:10.1186/s43162-026-00676-1,layer_pair_only|formal_mediation|medium|aging_boundary|causal_anchor
doi:10.1016/j.coi.2019.02.005,semantic_scholar,Understanding the immunology of the Zostavax shingles vaccine.,"Zostavax is a live-attenuated varicella zoster virus (VZV) vaccine recommended for use in adults >50 years of age to prevent shingles. The main risk factor for the development of shingles is age, which correlates with decreasing cell-mediated immunity. These data suggest a predominant role of T cell immunity in controlling VZV latency. However, other components of the immune system may also contribute. In this review, we will discuss how the immune system responds to Zostavax, focusing on recent studies examining innate immunity, transcriptomics, metabolomics, cellular, and humoral immunity.",2019,Review; JournalArticle,10.1016/j.coi.2019.02.005,b4abd2fb450edd26b376765acbbf6b5b4119492a,layer_pair_only|formal_mediation|thin|aging_boundary|causal_anchor
doi:10.1101/2025.11.26.25341007,europepmc,Dissecting Genetic and Environmental Determinants of Plasma Molecular Signatures and Their Link to Type 2 Diabetes Risk,"Background Type 2 diabetes (T2D) is a heterogeneous disease shaped by both genetic, environmental, cultural, and socioeconomic factors, with well-documented disparities in incidence across populations. The molecular pathways underlying these disparities, however, remain poorly understood. Plasma metabolites and proteins integrate both genetic and environmental influences on type 2 diabetes (T2D) risk, providing insight into disease mechanisms. We aimed to quantify the variance in these molecular profiles explained by environmental and genetic ancestry domains and to apply causal inference approaches to identify environmentally and genetic ancestry influenced pathways contributing to T2D risk. Methods We analyzed plasma proteomic and metabolomic profiles from 3,360 MESA participants (51.6% female), and in 1,333 participants from the Women’s Health Initiative. To characterize the sources of variance in plasma proteomic and metabolomic profiles, we performed variance decomposition partitioning into four domains: biological (age, sex, BMI), genetic ancestry (principal components), lifestyle (smoking, alcohol intake, diet), and social determinants (self-reported race and ethnicity, income, education). To assess causal pathways towards T2D risk, we applied two-sample Mendelian Randomization to disentangle environmental and genetic contributors to T2D risk. Results The largest share of variance in proteomic and metabolomic profiles was explained by biological and lifestyle factors, while race and ethnicity and genetic ancestry accounted for smaller but non-redundant contributions. Genetic ancestry was primarily associated with lipid and apolipoprotein variation, whereas race and ethnicity and socioeconomic factors were associated with immune and inflammatory signatures. Environmentally influenced metabolites (e.g., diacylglycerols, phosphatidylethanolamines, lysophosphatidylcholines) and vascular–inflammatory proteins were consistently linked to higher T2D risk, while genetic ancestry influenced triglycerides and IGFBP3 reflected inherited risk pathways. Mediation analyses showed that selected lipids and proteins (e.g., IGFBP2, HGF, SSC4D) explained 10–25% of racial/ethnic disparities in T2D. Mendelian randomization identified causal roles for seven lipid species and IGFBP3 in T2D risk. Conclusions Our results reveal both genetic and non-genetic sources of variation in proteomic and metabolomic profiles, uncovering environmental and genetic pathways contributing to T2D risk. These findings advance precision medicine by identifying modifiable molecular mediators of disparities and potential causal targets for prevention.",2025,Preprint,10.1101/2025.11.26.25341007,PPR:PPR1127261,layer_pair_only|genetic_instrument|long|aging_boundary|causal_anchor
doi:10.1038/s41467-022-31085-x,semantic_scholar,A proteogenomic signature of age-related macular degeneration in blood,"Age-related macular degeneration (AMD) is one of the most common causes of visual impairment in the elderly, with a complex and still poorly understood etiology. Whole-genome association studies have discovered 34 genomic regions associated with AMD. However, the genes and cognate proteins that mediate the risk, are largely unknown. In the current study, we integrate levels of 4782 human serum proteins with all genetic risk loci for AMD in a large population-based study of the elderly, revealing many proteins and pathways linked to the disease. Serum proteins are also found to reflect AMD severity independent of genetics and predict progression from early to advanced AMD after five years in this population. A two-sample Mendelian randomization study identifies several proteins that are causally related to the disease and are directionally consistent with the observational estimates. In this work, we present a robust and unique framework for elucidating the pathobiology of AMD. Age related macular degeneration is a common cause of visual impairment in the elderly, but the etiology is not fully understood. Here, the authors use genetic data, serum proteomics, and AMD phenotypic data from a large Icelandic cohort to discover proteins altered in, causally related to AMD or signifying progression of advanced AMD.",2021,JournalArticle,10.1038/s41467-022-31085-x,bf4526cbcc127ec16e2b75f6ea78328eeaf65929,layer_pair_only|genetic_instrument|medium|aging_boundary|causal_anchor
doi:10.1017/s1041610210001067,semantic_scholar,The Sydney Memory and Ageing Study (MAS): methodology and baseline medical and neuropsychiatric characteristics of an elderly epidemiological non-demented cohort of Australians aged 70–90 years,"ABSTRACT Background: The Sydney Memory and Ageing Study (Sydney MAS) was initiated in 2005 to examine the clinical characteristics and prevalence of mild cognitive impairment (MCI) and related syndromes, and to determine the rate of change in cognitive function over time. Methods: Non-demented community-dwelling individuals (N = 1037) aged 70–90 were recruited from two areas of Sydney, following a random approach to 8914 individuals on the electoral roll. They underwent detailed neuropsychiatric and medical assessments and donated a blood sample for clinical chemistry, proteomics and genomics. A knowledgeable informant was also interviewed. Structural MRI scans were performed on 554 individuals, and subgroups participated in studies of falls and balance, metabolic and inflammatory markers, functional MRI and prospective memory. The cohort is to be followed up with brief telephone reviews annually, and detailed assessments biannually. Results: This is a generally well-functioning cohort mostly living in private homes and rating their health as being better than average, although vascular risk factors are common. Most (95.5%) participants or their informants identified a cognitive difficulty, and 43.5% had impairment on at least one neuropsychological test. MCI criteria were met by 34.8%; with19.3% qualifying for amnestic MCI, whereas 15.5% had non-amnestic MCI; 1.6% had impairment on neuropsychological test performance but no subjective complaints; and 5.8% could not be classified. The rate of MCI was 30.9% in the youngest (70–75) and 39.1% in the oldest (85–90) age bands. Rates of depression and anxiety were 7.1% and 6.9% respectively. Conclusions: Cognitive complaints are common in the elderly, and nearly one in three meet criteria for MCI. Longitudinal follow-up of this cohort will delineate the progression of complaints and objective cognitive impairment, and the determinants of such change.",2010,JournalArticle; Review,10.1017/s1041610210001067,6910fb9a0f55737b01579ed32f453f412d93d948,layer_pair_only|other_causal_or_boundary|long|aging_anchor|causal_boundary
