record_id,doi,title,baseline_decision,final_decision,final_exclusion_code,decision_reason,pending_reason,prisma_disposition,decision_source,scope_valid_repeats,causal_valid_repeats,human_adjudication_applied,record_audit
doi:10.1038/s41598-018-28606-4,10.1038/s41598-018-28606-4,Ectopic expression of a Brassica rapa AINTEGUMENTA gene (BrANT-1) increases organ size and stomatal density in Arabidopsis.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_10a7ddea1f6f3f89.json
doi:10.1038/s41598-022-07397-9,10.1038/s41598-022-07397-9,Reduced ech-6 expression attenuates fat-induced lifespan shortening in C. elegans.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_271839fdf88a252d.json
doi:10.1038/s41598-023-42231-w,10.1038/s41598-023-42231-w,Yoga maintains Th17/Treg cell homeostasis and reduces the rate of T cell aging in rheumatoid arthritis: a randomized controlled trial.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_2a1ce30f1c5eb5d9.json
doi:10.1038/s41598-024-72281-7,10.1038/s41598-024-72281-7,Proteomic Mendelian randomization to identify protein biomarkers of telomere length.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_0c72f8dcf1780c93.json
doi:10.1038/s41598-025-11459-z,10.1038/s41598-025-11459-z,Poneratoxin as a key tool for investigating the relationship between sodium channel hypersensitivity and impaired nerve cell function,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_5c89a1871adc1e5e.json
doi:10.1038/s41598-025-96038-y,10.1038/s41598-025-96038-y,Cathepsin D inhibits AGEs-induced phenotypic transformation in vascular smooth muscle cells.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_75975abd48227a9a.json
doi:10.1038/s41598-026-51208-4,10.1038/s41598-026-51208-4,DNA hypermethylation of FGFR2 drives fibrosis in the aging kidney.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_018d2cb7051084bd.json
doi:10.1038/s42003-020-01227-2,10.1038/s42003-020-01227-2,Nrf2 contributes to the weight gain of mice during space travel.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_af900838b356b476.json
doi:10.1038/s42003-024-06248-9,10.1038/s42003-024-06248-9,Palmitic acid induces lipid droplet accumulation and senescence in nucleus pulposus cells via ER-stress pathway.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_95f436f706bdd1e3.json
doi:10.1038/s43587-021-00159-8,10.1038/s43587-021-00159-8,Mendelian randomization of genetically independent aging phenotypes identifies LPA and VCAM1 as biological targets for human aging,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_078182c0b3e1a0a9.json
doi:10.1038/s43587-023-00455-5,10.1038/s43587-023-00455-5,Multivariate genome-wide analysis of aging-related traits identifies novel loci and new drug targets for healthy aging,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_290a69378ef88934.json
doi:10.1038/s43587-023-00538-3,10.1038/s43587-023-00538-3,Longitudinal modeling of human neuronal aging reveals the contribution of the RCAN1-TFEB pathway to Huntington's disease neurodegeneration.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b3f4f25b217b5eb8.json
doi:10.1038/s43587-026-01069-3,10.1038/s43587-026-01069-3,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_0fa714d71e37f884.json
doi:10.1038/s43856-025-00942-3,10.1038/s43856-025-00942-3,Protection against APOE4-associated phenotypes with the longevity-promoting intervention 17α-estradiol in middle-aged male mice,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_c77759c94ea9e54e.json
doi:10.1038/s44319-025-00416-6,10.1038/s44319-025-00416-6,Developmental mitochondrial complex I activity determines lifespan.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_0c97bd5217cbe21e.json
doi:10.1073/pnas.1818348116,10.1073/pnas.1818348116,Cellular senescence in progenitor cells contributes to diminished remyelination potential in progressive multiple sclerosis,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_4e8682e7f2541ff3.json
doi:10.1073/pnas.2102895118,10.1073/pnas.2102895118,Identification of a KLF5-dependent program and drug development for skeletal muscle atrophy.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_d1fae5cafb7fc75b.json
doi:10.1089/ten.tea.2010.0085,10.1089/ten.tea.2010.0085,Sox11 is expressed in early progenitor human multipotent stromal cells and decreases with extensive expansion of the cells.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_0cef50233f817e51.json
doi:10.1093/ehjcvp/pvae038,10.1093/ehjcvp/pvae038,Utilizing genetics and proteomics to assess the role of antihypertensive drugs in human longevity and the underlying pathways: a Mendelian randomization study,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_7a5d21491b03b56c.json
doi:10.1093/eurheartj/ehaf1063,10.1093/eurheartj/ehaf1063,Endothelial ZBTB16: a molecular shield against cardiac aging,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_ef07166c55144338.json
doi:10.1093/eurheartj/ehag191,10.1093/eurheartj/ehag191,Senescence-associated metabolic alterations aggravate calcific aortic valve disease,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b177897bb41edd68.json
doi:10.1093/genetics/iyad073,10.1093/genetics/iyad073,Expression of retrotransposons contributes to aging in Drosophila.,manual_review,assessed,none,Single-nucleus whole-genome sequencing and RNA-seq are analyzed. TE-specific shRNA reductions are applied and lifespan is measured.,,meets_full_text_eligibility,assistant_curated_source_evidence_pending_expert_confirmation,3,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_05.json
doi:10.1093/gerona/glaf072,10.1093/gerona/glaf072,The Age-dependent Influence of the Infrapatellar Fat Pad on Chondrocyte Extracellular Matrix Production.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b03fdbf8d4e06fbf.json
doi:10.1093/hmg/ddab168,10.1093/hmg/ddab168,Coordinated pyruvate kinase activity is crucial for metabolic adaptation and cell survival during mitochondrial dysfunction,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_bccdea1805863cb8.json
doi:10.1093/hmg/ddt365,10.1093/hmg/ddt365,Epigenetic regulation of COL15A1 in smooth muscle cell replicative aging and atherosclerosis.,manual_review,assessed,none,"The current report performs an epigenome-wide DNA-methylation screen and gene-expression analyses in replicative aging, with demethylation/target perturbation experiments supporting a direct-perturbation anchor.",,meets_full_text_eligibility,assistant_curated_source_evidence_pending_expert_confirmation,4,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_06.json
doi:10.1093/hmg/ddu520,10.1093/hmg/ddu520,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_49bcfeb5c64bc39d.json
doi:10.1093/nar/gkae1176,10.1093/nar/gkae1176,Downregulation of MLF1 safeguards cardiomyocytes against senescence-associated chromatin opening.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_65145860b183d949.json
doi:10.1093/nar/gkae426,10.1093/nar/gkae426,The p21CIP1-CDK4-DREAM axis is a master regulator of genotoxic stress-induced cellular senescence.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b6662ca2d96fd38b.json
doi:10.1093/nar/gkw802,10.1093/nar/gkw802,The lncRNA HOTAIR impacts on mesenchymal stem cells via triple helix formation.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_7152e3b03173f6d2.json
doi:10.1093/narmme/ugaf031,10.1093/narmme/ugaf031,Active chromatin marks and up-regulation of FOXC1 in uterine epithelial cells demarcate the onset of reproductive decline in aging females.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_0ec09630f685b070.json
doi:10.1093/toxsci/kfv243,10.1093/toxsci/kfv243,"An 8-Month Systems Toxicology Inhalation/Cessation Study in Apoe−/− Mice to Investigate Cardiovascular and Respiratory Exposure Effects of a Candidate Modified Risk Tobacco Product, THS 2.2, Compared With Conventional Cigarettes",manual_review,exclude,EC3,"The stated objectives and endpoints are tobacco-exposure CVD/COPD, atherosclerosis, inflammation and emphysema. Senescence appears among impacted biological-process annotations and is not established as a substantive aging outcome, mechanism or intervention target.",,excluded_after_full_text_assessment,assistant_curated_source_evidence_pending_expert_confirmation,5,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_07.json
doi:10.1096/fj.202501262rr,10.1096/fj.202501262rr,ZNF384 ‐Driven Fibulin‐1 Exacerbates Vascular Stiffness via TGF ‐β/Smad3‐Mediated Senescence and Fibrosis,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b483d1e1430b2144.json
doi:10.1101/153205,10.1101/153205,Doubling healthy lifespan using drug synergy,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_5181347474af809c.json
doi:10.1101/2020.02.19.954578,10.1101/2020.02.19.954578,Integrated analysis of the aging brain transcriptome and proteome in tauopathy,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_0feb2b4db79302c9.json
doi:10.1101/2020.05.11.088625,10.1101/2020.05.11.088625,Titan mice are a unique bred mammalian model to study obesity and aspects of metabolic syndrome,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_f03294b485a1a874.json
doi:10.1101/2020.06.29.133702,10.1101/2020.06.29.133702,Genome-wide association studies identify 137 loci for DNA methylation biomarkers of ageing,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_93ea5948ae504eb7.json
doi:10.1101/2020.11.02.364760,10.1101/2020.11.02.364760,Reduced ech-6 Expression Attenuates Fat-induced Premature Aging in C. elegans,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_fb0881b39ee2d29b.json
doi:10.1101/2020.12.15.422949,10.1101/2020.12.15.422949,Microbiome and Metabolome driven differentiation of TGF-β producing Tregs leads to Senescence and HIV latency,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_af12a1ba0a143020.json
doi:10.1101/2020.12.23.424226,10.1101/2020.12.23.424226,Overexpression of human alpha-Synuclein leads to dysregulated microbiome/metabolites with ageing in a rat model of Parkinson disease,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_46c17cd53d0c4ad2.json
doi:10.1101/2021.01.22.427837,10.1101/2021.01.22.427837,Genetically independent phenotype analysis identifies LPA and VCAM1 as drug targets for human ageing,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_a4416cae98229219.json
doi:10.1101/2021.10.26.465828,10.1101/2021.10.26.465828,Glucose intolerance in aging is mediated by the Gpcpd1-GPC metabolic axis,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_148694c37eb80623.json
doi:10.1101/2022.01.06.22268846,10.1101/2022.01.06.22268846,"Genome-wide analyses of 200,453 individuals yields new insights into the causes and consequences of clonal hematopoiesis",manual_review,assessed,none,The report explicitly performs Mendelian-randomization analyses using germline variants as instruments in addition to GWAS/TWAS/epigenomic analyses of age-related clonal hematopoiesis.,,meets_full_text_eligibility,assistant_curated_source_evidence_pending_expert_confirmation,5,3,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_08.json
doi:10.1101/2022.10.09.511462,10.1101/2022.10.09.511462,Loss of cytoskeletal proteostasis links dysregulation of cell size and mechanotransduction in mesenchymal stem cell senescence,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_f3a566ed8df722c4.json
doi:10.1101/2022.11.14.516438,10.1101/2022.11.14.516438,Expression of retrotransposons contributes to aging in Drosophila,manual_review,assessed,none,The preprint analyzes WGS and RNA-seq and applies TE-specific knockdown with lifespan outcomes.,,meets_full_text_eligibility,assistant_curated_source_evidence_pending_expert_confirmation,4,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_09.json
doi:10.1101/2023.01.26.525799,10.1101/2023.01.26.525799,"Genetic perturbation of mitochondrial function reveals functional role for specific mitonuclear genes, metabolites and pathways that regulate lifespan",manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,v1.6.3_targeted_automatic_five_run_route,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.3_easy_auto/records/record_cc2261f6b114bdbb.json
doi:10.1101/2023.06.21.545894,10.1101/2023.06.21.545894,Developmental mitochondrial Complex I activity determines lifespan,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_16d093289b4ed867.json
doi:10.1101/2023.07.09.548232,10.1101/2023.07.09.548232,Systems biology and machine learning approaches identify metabolites that influence dietary lifespan and healthspan responses across flies and humans,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,v1.6.2_targeted_automatic_five_run_route,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.2_medium_auto/records/record_0b57602f165d7d6a.json
doi:10.1101/2023.08.15.553416,10.1101/2023.08.15.553416,An eQTL-based Approach Reveals Candidate Regulators of LINE-1 RNA Levels in Lymphoblastoid Cells,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_8d4feae0d58dc2e2.json
doi:10.1101/2023.11.20.567963,10.1101/2023.11.20.567963,Linked regulation of genome integrity and senescence-associated inflammation by p53.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_1131ab0c82417be0.json
doi:10.1101/2023.11.22.568379,10.1101/2023.11.22.568379,"Loss of cardiac PFKFB2 drives Metabolic, Functional, and Electrophysiological Remodeling in the Heart",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_efb8b5b8372656d2.json
doi:10.1101/2024.01.16.575677,10.1101/2024.01.16.575677,Neuronal polyunsaturated fatty acids are protective in FTD/ALS,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_a6800197ff5482f0.json
doi:10.1101/2024.02.29.582831,10.1101/2024.02.29.582831,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_3fe3f10f2e0fe190.json
doi:10.1101/2024.03.29.586905,10.1101/2024.03.29.586905,Tumour-derived extracellular vesicles within the therapy-induced senescent secretome distinctly suppress breast cancer via DKK1-mediated inflammatory response,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_253529dca62dae86.json
doi:10.1101/2024.04.04.588128,10.1101/2024.04.04.588128,"Proteasome hyperactivation rewires the proteome enhancing stress resistance, proteostasis, lipid metabolism and ERAD in C. elegans",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_889fad1509b703ed.json
doi:10.1101/2024.04.25.591125,10.1101/2024.04.25.591125,Sex-Specific Deflection of Age-Related DNA Methylation and Gene Expression in Mouse Heart by Perinatal Toxicant Exposures,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_191ec96e6c966a10.json
doi:10.1101/2024.05.03.592475,10.1101/2024.05.03.592475,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_f7cb8281e1606e0d.json
doi:10.1101/2024.07.13.24310153,10.1101/2024.07.13.24310153,"Proteome-wide Mendelian randomization study implicates inflammaging biomarkers in retinal vasculature, cardiometabolic diseases and longevity",manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_1c9ffe989cc9e136.json
doi:10.1101/2024.07.26.605278,10.1101/2024.07.26.605278,Polyamines sustain epithelial regeneration in aged intestines by modulating protein homeostasis,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_cb44f6217d2f8bdc.json
doi:10.1101/2024.07.30.605752,10.1101/2024.07.30.605752,Ganoderma lucidum alleviates kidney aging by modulating gut microbiota,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_acbbf5b8960cd25e.json
doi:10.1101/2024.09.12.612207,10.1101/2024.09.12.612207,Protective variant in PLCγ2 mitigates Alzheimer’s disease-associated pathologies via enhancing beneficial microglia functions,manual_review,assessed,none,"The study uses a PLCγ2-P522R knock-in model and global transcriptomics/proteomics in adult microglia. It measures phenotypes explicitly interpreted as suppression of microglial ageing-related deterioration, giving aging an analytic/mechanistic role beyond AD background.",,meets_full_text_eligibility,assistant_curated_source_evidence_pending_expert_confirmation,5,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_10.json
doi:10.1101/2024.11.01.621468,10.1101/2024.11.01.621468,TET2-mediated epigenetic modification promotes stress senescence of pancreatic β cells in type 2 diabetes mellitus,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_8c64d84356e70025.json
doi:10.1101/2024.12.04.24318451,10.1101/2024.12.04.24318451,A 2-year calorie restriction intervention reduces glycomic biological age biomarkers.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_7c5ebfb8606a7b87.json
doi:10.1101/2024.12.16.628718,10.1101/2024.12.16.628718,Inhibition of the metalloprotease ADAM19 as a Novel Senomorphic Strategy to Ameliorate gut permeability and senescence markers by modulating senescence-associated secretory phenotype (SASP),manual_review,exclude,EC4,"The current report states that the GWAS was reported in a recent publication and uses it as background for candidate selection. Its current omics analysis is conditioned-media proteomics, so one qualifying layer remains.",,excluded_after_full_text_assessment,assistant_curated_source_evidence_pending_expert_confirmation,5,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_11.json
doi:10.1101/2025.01.10.632413,10.1101/2025.01.10.632413,Bypassing cisplatin resistance in Nrf2 hyperactivated head and neck cancer through effective PI3Kinase targeting,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_f422be2e72f25d59.json
doi:10.1101/2025.02.28.640731,10.1101/2025.02.28.640731,Mutation of an insulin-sensitive Drosophila insulin-like receptor mutant requires methionine metabolism reprogramming to extend lifespan,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_08812fb54656b531.json
doi:10.1101/2025.03.18.25324169,10.1101/2025.03.18.25324169,Obesity- and age-dependent genetic regulation of the plasma proteome in children and adolescents,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_9e0773a6dc66bb46.json
doi:10.1101/2025.05.04.652093,10.1101/2025.05.04.652093,Spatiotemporal profiling reveals the impact of caloric restriction on mammalian brain aging,exclude,exclude,EC4,five_of_five_unanimous_decisive_criterion_failure,,excluded_after_full_text_assessment,offline_revalidated_baseline,5,0,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b9e73ace14043687.json
doi:10.1101/2025.05.16.654624,10.1101/2025.05.16.654624,Dietary glutamine supplementation alleviates age-related cardiac dysfunction by reducing elevated H3K27me3,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_80ff9236ff16f003.json
doi:10.1101/2025.06.17.660160,10.1101/2025.06.17.660160,Broad epigenetic shifts in the aging Drosophila retina contribute to its altered rhythmic transcriptome,manual_review,assessed,none,"The report analyzes D10/D50 RNA-seq, ATAC-seq and histone-mark CUT&RUN and applies H3K4 methyltransferase RNAi perturbations compared with aging phenotypes.",,meets_full_text_eligibility,assistant_curated_source_evidence_pending_expert_confirmation,3,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_12.json
doi:10.1101/2025.07.08.663737,10.1101/2025.07.08.663737,Gut Microbiota Succession and Metabolic Pathway Remodeling in the Progression of Type 2 Diabetes Mellitus in Adult Rats,manual_review,exclude,EC3,"Rats entered at 8 weeks and the experiment ended at about 21 weeks. This is a young-adult maturation/T2DM progression window, about 14% of an average three-year laboratory-rat lifespan, rather than an aging-life-stage study.",,excluded_after_full_text_assessment,assistant_curated_age_fraction_pending_expert_confirmation,4,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_13.json
doi:10.1101/2025.07.10.25331263,10.1101/2025.07.10.25331263,"Multi-organ MRI digitizes biological aging clocks across proteomics, metabolomics, and genetics",manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_eacdc16485518055.json
doi:10.1101/2025.07.29.666777,10.1101/2025.07.29.666777,Molecular Mechanisms of Cardiomyocyte Aging.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_a2da831a2691e414.json
doi:10.1101/2025.08.08.25333313,10.1101/2025.08.08.25333313,Sleep chart of biological aging clocks across organs and omics,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_db5bcfe90be67e77.json
doi:10.1101/2025.09.17.676776,10.1101/2025.09.17.676776,"Nucleosome stability safeguards cell identity, stress resilience and healthy aging.",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_c98e3e13f95c380b.json
