group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
151,154,2653,doi,Longevity extension in rats via improved redox homeostasis with high carbohydrate diet intervention from weaning to adulthood: a comprehensive multi-omics study.,Longevity extension in rats via improved redox homeostasis with high carbohydrate diet intervention from weaning to adulthood: a comprehensive multi-omics study.
152,155,1531,doi,"Multimodal analysis of dysregulated heme metabolism, hypoxic signaling, and stress erythropoiesis in Down syndrome.","Multimodal analysis of dysregulated heme metabolism, hypoxic signaling, and stress erythropoiesis in Down syndrome."
153,993,156,doi,Multi-omics Analysis Reveals Biomarkers that Contribute to Biological Age Rejuvenation in Response to Therapeutic Plasma Exchange,Multi-omics Analysis Reveals Biomarkers that Contribute to Biological Age Rejuvenation in Response to Therapeutic Plasma Exchange
153,993,2667,transitive_exact_match,Multi-omics Analysis Reveals Biomarkers that Contribute to Biological Age Rejuvenation in Response to Therapeutic Plasma Exchange,Multi-omics Analysis Reveals Biomarkers that Contribute to Biological Age Rejuvenation in Response to Therapeutic Plasma Exchange
154,157,994,doi,Integrating Machine Learning with Multi-Omics Technologies in Geroscience: Towards Personalized Medicine.,Integrating Machine Learning with Multi-Omics Technologies in Geroscience: Towards Personalized Medicine
154,157,1533,doi,Integrating Machine Learning with Multi-Omics Technologies in Geroscience: Towards Personalized Medicine.,Integrating Machine Learning with Multi-Omics Technologies in Geroscience: Towards Personalized Medicine.
154,157,2019,doi,Integrating Machine Learning with Multi-Omics Technologies in Geroscience: Towards Personalized Medicine.,Integrating Machine Learning with Multi-Omics Technologies in Geroscience: Towards Personalized Medicine
154,157,2674,doi,Integrating Machine Learning with Multi-Omics Technologies in Geroscience: Towards Personalized Medicine.,Integrating Machine Learning with Multi-Omics Technologies in Geroscience: Towards Personalized Medicine
155,158,1534,doi,"Major Psychiatric Disorders, Substance Use Behaviors, and Longevity.","Major Psychiatric Disorders, Substance Use Behaviors, and Longevity."
156,2678,159,doi,Learning meaningful representation of single-neuron morphology via large-scale pre-training,Learning meaningful representation of single-neuron morphology via large-scale pre-training.
156,2678,1535,transitive_exact_match,Learning meaningful representation of single-neuron morphology via large-scale pre-training,Learning meaningful representation of single-neuron morphology via large-scale pre-training.
157,1536,160,doi,SIRT6 loss causes intervertebral disc degeneration in mice by promoting senescence and SASP status.,SIRT6 loss causes intervertebral disc degeneration in mice by promoting senescence and SASP status
158,161,2681,doi,Age-associated transcriptomic and epigenetic alterations in mouse hippocampus,Age-associated transcriptomic and epigenetic alterations in mouse hippocampus
159,162,1537,doi,"Ageing, proteostasis, and the gut: Insights into neurological health and disease.","Ageing, proteostasis, and the gut: Insights into neurological health and disease."
159,162,2677,doi,"Ageing, proteostasis, and the gut: Insights into neurological health and disease.","Ageing, Proteostasis, and the Gut: Insights into Neurological Health and Disease."
160,163,996,doi,Longitudinal Multi-omic Immune Profiling Reveals Age-Related Immune Cell Dynamics in Healthy Adults,Longitudinal Multi-omic Immune Profiling Reveals Age-Related Immune Cell Dynamics in Healthy Adults
160,163,1538,doi,Longitudinal Multi-omic Immune Profiling Reveals Age-Related Immune Cell Dynamics in Healthy Adults,Longitudinal Multi-omic Immune Profiling Reveals Age-Related Immune Cell Dynamics in Healthy Adults.
160,163,2683,doi,Longitudinal Multi-omic Immune Profiling Reveals Age-Related Immune Cell Dynamics in Healthy Adults,Longitudinal Multi-omic Immune Profiling Reveals Age-Related Immune Cell Dynamics in Healthy Adults
161,164,1539,doi,Exploring the Interconnection between Metabolic Dysfunction and Gut Microbiome Dysbiosis in Osteoarthritis: A Narrative Review.,Exploring the Interconnection between Metabolic Dysfunction and Gut Microbiome Dysbiosis in Osteoarthritis: A Narrative Review.
161,164,2686,doi,Exploring the Interconnection between Metabolic Dysfunction and Gut Microbiome Dysbiosis in Osteoarthritis: A Narrative Review.,Exploring the Interconnection between Metabolic Dysfunction and Gut Microbiome Dysbiosis in Osteoarthritis: A Narrative Review
162,165,1540,doi,Systemic dysregulation and molecular insights into poor influenza vaccine response in the aging population.,Systemic dysregulation and molecular insights into poor influenza vaccine response in the aging population.
162,165,2689,doi,Systemic dysregulation and molecular insights into poor influenza vaccine response in the aging population.,Systemic dysregulation and molecular insights into poor influenza vaccine response in the aging population
163,166,1541,doi,Targeted Bmal1 restoration in muscle prolongs lifespan with systemic health effects in aging model.,Targeted Bmal1 restoration in muscle prolongs lifespan with systemic health effects in aging model.
164,999,167,doi,A genetic study to identify pathogenic mechanisms and drug targets for benign prostatic hyperplasia: a multi-omics Mendelian randomization study,A genetic study to identify pathogenic mechanisms and drug targets for benign prostatic hyperplasia: a multi-omics Mendelian randomization study.
164,999,1542,transitive_exact_match,A genetic study to identify pathogenic mechanisms and drug targets for benign prostatic hyperplasia: a multi-omics Mendelian randomization study,A genetic study to identify pathogenic mechanisms and drug targets for benign prostatic hyperplasia: a multi-omics Mendelian randomization study.
164,999,2028,transitive_exact_match,A genetic study to identify pathogenic mechanisms and drug targets for benign prostatic hyperplasia: a multi-omics Mendelian randomization study,A genetic study to identify pathogenic mechanisms and drug targets for benign prostatic hyperplasia: a multi-omics Mendelian randomization study
164,999,2698,transitive_exact_match,A genetic study to identify pathogenic mechanisms and drug targets for benign prostatic hyperplasia: a multi-omics Mendelian randomization study,A genetic study to identify pathogenic mechanisms and drug targets for benign prostatic hyperplasia: a multi-omics Mendelian randomization study
165,168,688,transitive_exact_match,Association between indoor PM<sub>2.5</sub> components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms.,Association between indoor PM2. 5 components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms
165,168,1002,doi,Association between indoor PM<sub>2.5</sub> components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms.,Association between indoor PM2.5 components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms
165,168,1543,doi,Association between indoor PM<sub>2.5</sub> components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms.,Association between indoor PM 2.5 components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms.
165,168,2034,doi,Association between indoor PM<sub>2.5</sub> components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms.,Association between indoor PM2.5 components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms
165,168,2690,doi,Association between indoor PM<sub>2.5</sub> components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms.,Association between indoor PM2.5 components and accelerated biological aging in schizophrenia patients: Evidence from multi-omics mechanisms.
166,4062,169,doi,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes.
166,4062,1544,transitive_exact_match,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes.
166,4062,2701,transitive_exact_match,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes
167,170,1545,doi,Ouabain Ameliorates Alzheimer's Disease-Associated Neuropathology and Cognitive Impairment in FAD 4T Mice.,Ouabain Ameliorates Alzheimer's Disease-Associated Neuropathology and Cognitive Impairment in FAD 4T Mice.
167,170,2696,doi,Ouabain Ameliorates Alzheimer's Disease-Associated Neuropathology and Cognitive Impairment in FAD 4T Mice.,Ouabain Ameliorates Alzheimer’s Disease-Associated Neuropathology and Cognitive Impairment in FAD4T Mice
168,171,1546,doi,"Causal and mediating effects of lipid and facial aging: association study integrating GWAS, eQTL, mQTL, and pQTL data.","Causal and mediating effects of lipid and facial aging: association study integrating GWAS, eQTL, mQTL, and pQTL data."
168,171,2702,doi,"Causal and mediating effects of lipid and facial aging: association study integrating GWAS, eQTL, mQTL, and pQTL data.","Causal and mediating effects of lipid and facial aging: association study integrating GWAS, eQTL, mQTL, and pQTL data"
169,1547,172,doi,Multidimensional Epigenetic Clocks Demonstrate Accelerated Aging Across Physiological Systems in Schizophrenia: A Meta-Analysis.,Multidimensional Epigenetic Clocks Reveal Physiological System-Specific Aging in Schizophrenia
170,173,1007,doi,Multiomic profiling reveals timing of menopause predicts prefrontal cortex aging and cognitive function.,Multiomic profiling reveals timing of menopause predicts prefrontal cortex aging and cognitive function
170,173,1548,doi,Multiomic profiling reveals timing of menopause predicts prefrontal cortex aging and cognitive function.,Multiomic profiling reveals timing of menopause predicts prefrontal cortex aging and cognitive function.
170,173,2051,doi,Multiomic profiling reveals timing of menopause predicts prefrontal cortex aging and cognitive function.,Multiomic profiling reveals timing of menopause predicts prefrontal cortex aging and cognitive function
170,173,2719,doi,Multiomic profiling reveals timing of menopause predicts prefrontal cortex aging and cognitive function.,Multiomic profiling reveals timing of menopause predicts prefrontal cortex aging and cognitive function
171,1009,174,doi,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study.
171,1009,679,transitive_exact_match,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study
171,1009,1549,transitive_exact_match,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study.
171,1009,2030,transitive_exact_match,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study
171,1009,2727,transitive_exact_match,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study
171,1009,4071,transitive_exact_match,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study,Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study
172,175,1012,doi,Investigating the causal relationship between inflammation and multiple types of hearing loss: a multi-omics approach combining Mendelian randomization and molecular docking.,Investigating the causal relationship between inflammation and multiple types of hearing loss: a multi-omics approach combining Mendelian randomization and molecular docking
172,175,1550,doi,Investigating the causal relationship between inflammation and multiple types of hearing loss: a multi-omics approach combining Mendelian randomization and molecular docking.,Investigating the causal relationship between inflammation and multiple types of hearing loss: a multi-omics approach combining Mendelian randomization and molecular docking.
172,175,2008,doi,Investigating the causal relationship between inflammation and multiple types of hearing loss: a multi-omics approach combining Mendelian randomization and molecular docking.,Investigating the causal relationship between inflammation and multiple types of hearing loss: a multi-omics approach combining Mendelian randomization and molecular docking
172,175,2734,doi,Investigating the causal relationship between inflammation and multiple types of hearing loss: a multi-omics approach combining Mendelian randomization and molecular docking.,Investigating the causal relationship between inflammation and multiple types of hearing loss: a multi-omics approach combining Mendelian randomization and molecular docking
173,176,1551,doi,[Recent advances in organ-system-specific biological age].,[Recent advances in organ-system-specific biological age].
173,176,2751,doi,[Recent advances in organ-system-specific biological age].,[Recent advances in organ-system-specific biological age].
174,4128,177,doi,The CALERIE Genomic Data Resource,The CALERIE Genomic Data Resource.
174,4128,1552,transitive_exact_match,The CALERIE Genomic Data Resource,The CALERIE Genomic Data Resource.
174,4128,2752,transitive_exact_match,The CALERIE Genomic Data Resource,The CALERIE Genomic Data Resource
175,178,708,doi,Multi-omic analysis of biological aging biomarkers in long-term calorie restriction and endurance exercise practitioners: A cross-sectional study.,Multi‐omic analysis of biological aging biomarkers in long‐term calorie restriction and endurance exercise practitioners: A cross‐sectional study
175,178,1020,doi,Multi-omic analysis of biological aging biomarkers in long-term calorie restriction and endurance exercise practitioners: A cross-sectional study.,Multi‐omic analysis of biological aging biomarkers in long‐term calorie restriction and endurance exercise practitioners: A cross‐sectional study
175,178,1554,doi,Multi-omic analysis of biological aging biomarkers in long-term calorie restriction and endurance exercise practitioners: A cross-sectional study.,Multi-omic analysis of biological aging biomarkers in long-term calorie restriction and endurance exercise practitioners: A cross-sectional study.
175,178,2063,doi,Multi-omic analysis of biological aging biomarkers in long-term calorie restriction and endurance exercise practitioners: A cross-sectional study.,Multi-omic analysis of biological aging biomarkers in long-term calorie restriction and endurance exercise practitioners: A cross-sectional study
175,178,2755,doi,Multi-omic analysis of biological aging biomarkers in long-term calorie restriction and endurance exercise practitioners: A cross-sectional study.,Multi‐omic analysis of biological aging biomarkers in long‐term calorie restriction and endurance exercise practitioners: A cross‐sectional study
176,180,1555,doi,The glial UDP-glycosyltransferase Ugt35b regulates longevity by maintaining lipid homeostasis in Drosophila.,The glial UDP-glycosyltransferase Ugt35b regulates longevity by maintaining lipid homeostasis in Drosophila.
177,181,676,doi,Multi-omics analysis reveals the genetic aging landscape of Parkinson's disease.,Multi-omics analysis reveals the genetic aging landscape of Parkinson's disease
177,181,1023,doi,Multi-omics analysis reveals the genetic aging landscape of Parkinson's disease.,Multi-omics analysis reveals the genetic aging landscape of Parkinson’s disease
177,181,1556,doi,Multi-omics analysis reveals the genetic aging landscape of Parkinson's disease.,Multi-omics analysis reveals the genetic aging landscape of Parkinson's disease.
177,181,2033,doi,Multi-omics analysis reveals the genetic aging landscape of Parkinson's disease.,Multi-omics analysis reveals the genetic aging landscape of Parkinson’s disease
177,181,2737,doi,Multi-omics analysis reveals the genetic aging landscape of Parkinson's disease.,Multi-omics analysis reveals the genetic aging landscape of Parkinson’s disease
177,181,4090,doi,Multi-omics analysis reveals the genetic aging landscape of Parkinson's disease.,Multi-omics analysis reveals the genetic aging landscape of Parkinson’s disease
178,1047,182,title_year,Divergent roles of functional foods on anthropometric indices and gut microbiota in overweight and obese individuals: In silico approaches and multi-omics insights,Divergent roles of functional foods on anthropometric indices and gut microbiota in overweight and obese individuals: In silico approaches and multi-omics insights
178,1047,2052,doi,Divergent roles of functional foods on anthropometric indices and gut microbiota in overweight and obese individuals: In silico approaches and multi-omics insights,Divergent roles of functional foods on anthropometric indices and gut microbiota in overweight and obese individuals: In silico approaches and multi-omics insights
179,183,1557,doi,Review of Associations of Diabetes and Insulin Resistance With Brain Health in Three Harmonised Cohort Studies of Ageing and Dementia.,Review of Associations of Diabetes and Insulin Resistance With Brain Health in Three Harmonised Cohort Studies of Ageing and Dementia.
179,183,2763,doi,Review of Associations of Diabetes and Insulin Resistance With Brain Health in Three Harmonised Cohort Studies of Ageing and Dementia.,Review of Associations of Diabetes and Insulin Resistance With Brain Health in Three Harmonised Cohort Studies of Ageing and Dementia
180,184,1558,doi,Extracellular Vesicles in the Aging Male Reproductive System: Progresses and Perspectives.,Extracellular Vesicles in the Aging Male Reproductive System: Progresses and Perspectives.
180,184,2189,doi,Extracellular Vesicles in the Aging Male Reproductive System: Progresses and Perspectives.,Extracellular Vesicles in the Aging Male Reproductive System: Progresses and Perspectives.
180,184,4100,doi,Extracellular Vesicles in the Aging Male Reproductive System: Progresses and Perspectives.,Extracellular Vesicles in the Aging Male Reproductive System: Progresses and Perspectives
181,185,1559,doi,Single-cell mapping of regulatory DNA:Protein interactions,Single-cell mapping of regulatory DNA:Protein interactions.
182,186,1561,doi,Sarcopenia and Cardiogeriatrics: The Links Between Skeletal Muscle Decline and Cardiovascular Aging.,Sarcopenia and Cardiogeriatrics: The Links Between Skeletal Muscle Decline and Cardiovascular Aging.
182,186,2764,doi,Sarcopenia and Cardiogeriatrics: The Links Between Skeletal Muscle Decline and Cardiovascular Aging.,Sarcopenia and Cardiogeriatrics: The Links Between Skeletal Muscle Decline and Cardiovascular Aging
183,187,1562,doi,Characterizing biomarkers of ageing in Singaporeans: the ABIOS observational study protocol.,Characterizing biomarkers of ageing in Singaporeans: the ABIOS observational study protocol.
183,187,2771,doi,Characterizing biomarkers of ageing in Singaporeans: the ABIOS observational study protocol.,Characterizing biomarkers of ageing in Singaporeans: the ABIOS observational study protocol
184,188,1563,doi,A practical guide to FAIR data management in the age of multi-OMICS and AI.,A practical guide to FAIR data management in the age of multi-OMICS and AI.
184,188,2009,doi,A practical guide to FAIR data management in the age of multi-OMICS and AI.,A practical guide to FAIR data management in the age of multi-OMICS and AI
184,188,2773,doi,A practical guide to FAIR data management in the age of multi-OMICS and AI.,A practical guide to FAIR data management in the age of multi-OMICS and AI
185,2759,189,doi,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.
185,2759,731,transitive_exact_match,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study
185,2759,1052,transitive_exact_match,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study
185,2759,1564,transitive_exact_match,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.
185,2759,2064,transitive_exact_match,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study
186,190,1053,doi,Potential biomarkers for predicting the risk of thyroid cancer in immunosenescence: a population-based and externally validated multi omics study.,Potential biomarkers for predicting the risk of thyroid cancer in immunosenescence: a population-based and externally validated multi omics study
186,190,1565,doi,Potential biomarkers for predicting the risk of thyroid cancer in immunosenescence: a population-based and externally validated multi omics study.,Potential biomarkers for predicting the risk of thyroid cancer in immunosenescence: a population-based and externally validated multi omics study.
186,190,2010,doi,Potential biomarkers for predicting the risk of thyroid cancer in immunosenescence: a population-based and externally validated multi omics study.,Potential biomarkers for predicting the risk of thyroid cancer in immunosenescence: a population-based and externally validated multi omics study
186,190,2774,doi,Potential biomarkers for predicting the risk of thyroid cancer in immunosenescence: a population-based and externally validated multi omics study.,Potential biomarkers for predicting the risk of thyroid cancer in immunosenescence: a population-based and externally validated multi omics study
187,191,1566,doi,Epigenetic mechanisms regulating CD8+ T cell senescence in aging humans,Epigenetic mechanisms regulating CD8+ T cell senescence in aging humans.
187,191,2776,doi,Epigenetic mechanisms regulating CD8+ T cell senescence in aging humans,Epigenetic mechanisms regulating CD8+ T cell senescence in aging humans
188,192,1021,doi,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer’s disease
188,192,1574,doi,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.
188,192,2059,doi,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer’s disease
188,192,2756,doi,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.
189,193,1568,doi,Estrogen receptor-α ablation reverses muscle fibrosis and inguinal hernias.,Estrogen receptor-α ablation reverses muscle fibrosis and inguinal hernias.
189,193,2786,doi,Estrogen receptor-α ablation reverses muscle fibrosis and inguinal hernias.,Estrogen receptor-α ablation reverses muscle fibrosis and inguinal hernias
190,4134,194,doi,Multiomics identify the gene expression signature of the spinal cord during aging process,Multiomics identify the gene expression signature of the spinal cord during aging process.
190,4134,1056,transitive_exact_match,Multiomics identify the gene expression signature of the spinal cord during aging process,Multiomics identify the gene expression signature of the spinal cord during aging process
190,4134,1570,transitive_exact_match,Multiomics identify the gene expression signature of the spinal cord during aging process,Multiomics identify the gene expression signature of the spinal cord during aging process.
190,4134,2104,transitive_exact_match,Multiomics identify the gene expression signature of the spinal cord during aging process,Multiomics identify the gene expression signature of the spinal cord during aging process
190,4134,2789,transitive_exact_match,Multiomics identify the gene expression signature of the spinal cord during aging process,Multiomics identify the gene expression signature of the spinal cord during aging process
191,1057,195,doi,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks","Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks"
191,1057,287,transitive_exact_match,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks","Refining the generation, interpretation and application of multi-organ, multi-omics biological aging clocks."
191,1057,697,transitive_exact_match,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks","Refining the generation, interpretation and application of multi-organ, multi-omics biological aging clocks"
191,1057,1119,transitive_exact_match,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks","Refining the generation, interpretation and application of multi-organ, multi-omics biological aging clocks"
191,1057,1659,transitive_exact_match,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks","Refining the generation, interpretation and application of multi-organ, multi-omics biological aging clocks."
191,1057,2083,transitive_exact_match,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks","Refining the generation, interpretation and application of multi-organ, multi-omics biological aging clocks"
191,1057,2788,transitive_exact_match,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks",Multi-omics and Multi-organ Aging Clocks Digitize Human Aging
191,1057,2983,transitive_exact_match,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks","Refining the generation, interpretation and application of multi-organ, multi-omics biological aging clocks"
191,1057,4266,transitive_exact_match,"Refining the generation, interpretation, and application of multi-organ, multi-omics biological aging clocks","Refining the generation, interpretation and application of multi-organ, multi-omics biological aging clocks"
192,1058,196,doi,Non-causal association between α-klotho and human lifespan: evidence from multi-omics insights,Non-causal association between α-klotho and human lifespan: evidence from multi-omics insights
192,1058,2790,transitive_exact_match,Non-causal association between α-klotho and human lifespan: evidence from multi-omics insights,Non-causal association between Î±-klotho and human lifespan: evidence from multi-omics insights
193,197,1571,doi,"The Korean medicine for aging cohort (KoMAC) study: A protocol for a prospective, multicenter cohort study on healthy aging in the population entering old age in South Korea.","The Korean medicine for aging cohort (KoMAC) study: A protocol for a prospective, multicenter cohort study on healthy aging in the population entering old age in South Korea."
193,197,2791,doi,"The Korean medicine for aging cohort (KoMAC) study: A protocol for a prospective, multicenter cohort study on healthy aging in the population entering old age in South Korea.","The Korean medicine for aging cohort (KoMAC) study: A protocol for a prospective, multicenter cohort study on healthy aging in the population entering old age in South Korea"
194,198,1059,doi,Identification of CKAP2 as a Potential Target for Prevention of Gastric Cancer Progression: A Multi-Omics Study.,Identification of CKAP2 as a Potential Target for Prevention of Gastric Cancer Progression: A Multi-Omics Study
194,198,1572,doi,Identification of CKAP2 as a Potential Target for Prevention of Gastric Cancer Progression: A Multi-Omics Study.,Identification of CKAP2 as a Potential Target for Prevention of Gastric Cancer Progression: A Multi-Omics Study.
194,198,2055,doi,Identification of CKAP2 as a Potential Target for Prevention of Gastric Cancer Progression: A Multi-Omics Study.,Identification of CKAP2 as a Potential Target for Prevention of Gastric Cancer Progression: A Multi-Omics Study
194,198,2781,doi,Identification of CKAP2 as a Potential Target for Prevention of Gastric Cancer Progression: A Multi-Omics Study.,Identification of CKAP2 as a Potential Target for Prevention of Gastric Cancer Progression: A Multi-Omics Study
196,200,1573,doi,Dihydromyricetin regulates the miR-155-5p/SIRT1/VDAC1 pathway to promote liver regeneration and improve alcohol-induced liver injury.,Dihydromyricetin regulates the miR-155-5p/SIRT1/VDAC1 pathway to promote liver regeneration and improve alcohol-induced liver injury.
197,201,1575,doi,Time-restricted feeding mitigates Alzheimer's disease-associated cognitive impairments via a <i>B. pseudolongum</i>-propionic acid-FFAR3 axis.,Time-restricted feeding mitigates Alzheimer's disease-associated cognitive impairments via a B. pseudolongum -propionic acid-FFAR3 axis.
198,202,2796,doi,Epigenetic and Transcriptomic Alterations Precede Amyloidosis in the Hippocampus of the Alzheimer’s Disease App NL-G-F Knock in Mouse Model,Epigenetic and Transcriptomic Alterations Precede Amyloidosis in the Hippocampus of the Alzheimer’s Disease AppNL-G-F Knock in Mouse Model
199,203,2806,doi,"Integrating genomic, transcriptomic and epigenetic data to identify phenotypically impactful driver pathways in glioblastoma","Integrating genomic, transcriptomic and epigenetic data to identify phenotypically impactful driver pathways in glioblastoma"
200,204,1576,doi,"CAD manipulates tumor intrinsic DHO/UBE4B/NF-κB pathway and fuels macrophage cross-talk, promoting HCC metastasis.","CAD manipulates tumor intrinsic DHO/UBE4B/NF-κB pathway and fuels macrophage cross-talk, promoting HCC metastasis."
201,205,707,title_year,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies.,Towards precision aging biology: Single-Cell multi-omics and advanced AI-Driven strategies
201,205,1027,doi,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies.,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies
201,205,1577,doi,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies.,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies.
201,205,2122,doi,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies.,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies
201,205,2813,doi,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies.,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies
202,206,1578,doi,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases.,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases.
202,206,2817,doi,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases.,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases
203,207,1579,doi,High-dimensional mediation analysis reveals the mediating role of physical activity patterns in genetic pathways leading to AD-like brain atrophy.,High-dimensional mediation analysis reveals the mediating role of physical activity patterns in genetic pathways leading to AD-like brain atrophy.
203,207,2822,doi,High-dimensional mediation analysis reveals the mediating role of physical activity patterns in genetic pathways leading to AD-like brain atrophy.,High-dimensional mediation analysis reveals the mediating role of physical activity patterns in genetic pathways leading to AD-like brain atrophy
204,208,1580,doi,Biophysical and Biochemical Roles of Shear Stress on Endothelium: A Revisit and New Insights.,Biophysical and Biochemical Roles of Shear Stress on Endothelium: A Revisit and New Insights.
204,208,2825,doi,Biophysical and Biochemical Roles of Shear Stress on Endothelium: A Revisit and New Insights.,Biophysical and Biochemical Roles of Shear Stress on Endothelium: A Revisit and New Insights
205,2878,209,title_year,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk
205,2878,229,doi,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk.
205,2878,1600,transitive_exact_match,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk.
205,2878,2826,transitive_exact_match,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk
205,2878,4190,transitive_exact_match,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk
206,1077,210,doi,Comparative Analysis of Primary Sarcopenia and End‐Stage Renal Disease–Related Muscle Wasting Using Multi‐Omics Approaches,Comparative Analysis of Primary Sarcopenia and End-Stage Renal Disease-Related Muscle Wasting Using Multi-Omics Approaches.
