record_id,doi,title,abstract_chars,within_new_maximum
doi:10.1097/md.0000000000033154,10.1097/md.0000000000033154,"Proceedings of the 26th Annual Meeting of the Portuguese Society of Human Genetics (SPGH – Sociedade Portuguesa de Genética Humana) Coimbra, 17–19 November 2022",23249,False
doi:10.1097/ms9.0000000000005037,10.1097/ms9.0000000000005037,AI-driven predictive modeling of sarcopenia progression in limbic-predominant age-related TDP-43 encephalopathy: a novel biomarker fusion approach,5601,True
doi:10.1097/pn9.0000000000000059,10.1097/pn9.0000000000000059,Nutritional care is the first-line therapy for many conditions,22290,False
doi:10.1097/shk.0000000000001819,10.1097/shk.0000000000001819,"What's New in Shock, July 2021?",17606,True
doi:10.1097/shk.0b013e3182597cab,10.1097/shk.0b013e3182597cab,Seventh Congress of the International Federation of Shock Societies Thirty-Fifth Annual Conference on Shock,22412,False
doi:10.1101/105288,10.1101/105288,“Integrative genomics study of microglial transcriptome reveals effect of DLG4 (PSD95) on white matter in preterm infants”,6710,True
doi:10.1101/2023.12.16.571594,10.1101/2023.12.16.571594,"Within-subject changes in methylome profile identify individual signatures of early-life adversity, with a potential to predict neuropsychiatric outcome",5587,True
doi:10.1101/2025.06.19.660635,10.1101/2025.06.19.660635,Downregulation of LATS1/2 Drives Endothelial Senescence-Associated Stemness (SAS) and Atherothrombotic Lesion Formation,5081,True
doi:10.1104/pp.104.042531,10.1104/pp.104.042531,Stress-Induced Cell Reprogramming. A Role for Global Genome Regulation?,22543,False
doi:10.1104/pp.104.900230,10.1104/pp.104.900230,On the Inside,10334,True
doi:10.1104/pp.104.900273,10.1104/pp.104.900273,On the Inside,11974,True
doi:10.1104/pp.110.161430,10.1104/pp.110.161430,Flavonoids and Isoflavonoids: From Plant Biology to Agriculture and Neuroscience,16492,True
doi:10.1104/pp.110.900319,10.1104/pp.110.900319,On the Inside,11243,True
doi:10.1104/pp.111.188052,10.1104/pp.111.188052,"Nucleoli: Composition, Function, and Dynamics",23002,False
doi:10.1104/pp.112.199869,10.1104/pp.112.199869,Ubiquitin on the Move: The Ubiquitin Modification System Plays Diverse Roles in the Regulation of Endoplasmic Reticulum- and Plasma Membrane-Localized Proteins,22216,False
doi:10.1104/pp.113.900456,10.1104/pp.113.900456,On the Inside,11346,True
doi:10.1104/pp.17.00972,10.1104/pp.17.00972,On the Inside,10718,True
doi:10.1111/1751-7915.12181,10.1111/1751-7915.12181,Silent clusters – speak up!,6658,True
doi:10.1111/all.15581,10.1111/all.15581,Single‐cell analysis of allergic diseases,5597,True
doi:10.1111/apha.12348,10.1111/apha.12348,Is muscle hypertrophy following resistance exercise regulated by truncated splice variants of PGC-1 α ?,9406,True
doi:10.1111/apha.13372,10.1111/apha.13372,Therapeutic potential for miR‐133a/b to prevent Zinc Finger Homeobox 3 loss of function‐dependent Atrial Fibrillation,7556,True
doi:10.1111/bjd.21181,10.1111/bjd.21181,P59: Basal cell carcinoma exhibits novel cancer immune evasion via ectodomain shed CD200,5765,True
doi:10.1111/bjd.21182,10.1111/bjd.21182,P60: Merkel cell cancer: the need to standardize care,5765,True
doi:10.1111/bjh.70172,10.1111/bjh.70172,UHRF2 as a genetic correlate of hospitalization in sickle cell disease,13194,True
doi:10.1111/ddg.12403,10.1111/ddg.12403,From skin to other cell types of the body,11887,True
doi:10.1111/eva.12616,10.1111/eva.12616,"Fourth International Biannual Evolution and Cancer Conference (Resistance, resilience, and robustness: Can we target cancer's evolutionary and ecological nature?)",23413,False
doi:10.1111/exd.12771,10.1111/exd.12771,All is balanced: inter‐ α ‐trypsin inhibitors as unseen extracellular matrix proteins in epidermal morphology and differentiation,6582,True
doi:10.1111/gbb.12646,10.1111/gbb.12646,Sex differences in mechanisms of disease,6551,True
doi:10.1111/ijd.17874,10.1111/ijd.17874,Photophagy: Unveiling a Novel Cellular Mechanism in UVB ‐Induced Skin Aging and Resilience,12193,True
doi:10.1111/imr.13311,10.1111/imr.13311,Inborn errors of immunity illuminate mechanisms of human immunology and pave the road to precision medicine,21816,False
doi:10.1111/imr.13423,10.1111/imr.13423,Introduction,21774,False
doi:10.1111/j.1349-7006.2005.00034.x,10.1111/j.1349-7006.2005.00034.x,"Cancer and epigenetics – basic research and clinical implications: Joint Meeting of the Fourteenth International Symposium of the Hiroshima Cancer Seminar and the Eighth Meeting of the Tottori Bioscience Promotion Foundation, October 2004",21056,False
doi:10.1111/j.1399-3054.2006.00706.x,10.1111/j.1399-3054.2006.00706.x,Focus: Plant sciences in Korea,20121,False
doi:10.1111/j.1440-1746.2012.07142.x,10.1111/j.1440-1746.2012.07142.x,Lessons from Lumiracoxib: Are cyclooxygenase‐2 inhibitors less hepatotoxic than non‐selective non‐steroidal anti‐inflammatory drugs?,7278,True
doi:10.1111/j.1440-1843.2009.01702.x,10.1111/j.1440-1843.2009.01702.x,"Year‐in‐review 2009: Asthma, COPD and airway biology",24270,False
doi:10.1111/j.1469-8137.2007.02106.x,10.1111/j.1469-8137.2007.02106.x,Transcriptional or post‐transcriptional regulation – how does a plant know when to senesce?,10005,True
doi:10.1111/j.1474-9726.2005.00143.x,10.1111/j.1474-9726.2005.00143.x,Drosophila longevity is not affected by heterochromatin‐mediated gene silencing,8239,True
doi:10.1111/j.1567-1364.2007.00222.x,10.1111/j.1567-1364.2007.00222.x,"Conspiracy of yeast killers: The fifth international meeting on yeast apoptosis in Prague, Czech Republic, 3â7 September, 2006",16209,True
doi:10.1111/j.1600-0625.2006.00456.x,10.1111/j.1600-0625.2006.00456.x,Notes from the Arbeitsgemeinschaft Dermatologische Forschung (ADF),10203,True
doi:10.1111/j.1601-183x.2006.00222.x,10.1111/j.1601-183x.2006.00222.x,From genes to neurons to brain,15581,True
doi:10.1111/j.1751-7915.2009.00090_16.x,10.1111/j.1751-7915.2009.00090_16.x,Measurements versus understanding: the (metabol)omics dilemma,6828,True
doi:10.1111/j.1751-7915.2009.00090_18.x,10.1111/j.1751-7915.2009.00090_18.x,Human biome biotechnology and the personalization of odour profiles*,9405,True
doi:10.1111/j.1751-7915.2009.00159.x,10.1111/j.1751-7915.2009.00159.x,Probiotics genomics,17434,True
doi:10.1111/jcmm.14657,10.1111/jcmm.14657,Effect of oxidative stress and 3‐hydroxytyrosol on DNA methylation levels of miR‐9 promoters,11195,True
doi:10.1111/jcmm.71017,10.1111/jcmm.71017,dock11 Knockdown in Zebrafish Disrupts Embryogenesis: Insights Into the Genetic Causes of Early Pregnancy Loss,7625,True
doi:10.1111/jdi.12150,10.1111/jdi.12150,Epigenetics: Reprogrammable interface of the genome and environments,6735,True
doi:10.1111/jgh.16182,10.1111/jgh.16182,Is this the end of colonoscopy screening for colorectal cancer? An Asia‐Pacific perspective,15729,True
doi:10.1111/jocd.16780,10.1111/jocd.16780,Epigenetic Modifications and the Role of Medical Lasers in Enhancing Skin Regeneration,14323,True
doi:10.1111/jocd.70150,10.1111/jocd.70150,Navigating the Intersection of Lasers and the Skin Microbiome: A New Frontier in Esthetic Dermatology,22872,False
doi:10.1111/nbu.12575,10.1111/nbu.12575,Vitamin D: One hundred years on,19269,True
doi:10.1111/resp.13285,10.1111/resp.13285,Year in review 2017: Chronic obstructive pulmonary disease and asthma,20658,False
doi:10.1111/resp.13782,10.1111/resp.13782,Contemporary Concise Review 2019: Chronic obstructive pulmonary disease,14718,True
doi:10.1111/tra.12697,10.1111/tra.12697,Looking back to traffic forward: A tribute to Thomas Kreis (1952‐1998) and his inspiration,8017,True
doi:10.1111/trf.18129,10.1111/trf.18129,A monthly roundup of key articles in other journals,13471,True
doi:10.1113/jp280366,10.1113/jp280366,Exercise: it's only a matter of time,11358,True
doi:10.1113/jp282134,10.1113/jp282134,Circadian control of skeletal muscle adaptations to exercise,8827,True
doi:10.1113/jp283190,10.1113/jp283190,Maternal obesity: influencing the heart right from the start,7778,True
doi:10.1113/jp285654,10.1113/jp285654,Extracellular vesicles in organ and systems function in health and disease,22995,False
doi:10.1113/jp287235,10.1113/jp287235,Epigenome–proteome integration in aged skeletal muscle after exercise training,10706,True
doi:10.1126/science.aau4732,10.1126/science.aau4732,Effects of microbiota-directed foods in gnotobiotic animals and undernourished children,6204,True
doi:10.1126/science.abd0875,10.1126/science.abd0875,QSER1 Protects DNA Methylation Valleys from De Novo Methylation,6002,True
doi:10.1126/science.abm2948,10.1126/science.abm2948,Natural history–guided omics reveals plant defensive chemistry against leafhopper pests,6279,True
doi:10.1126/science.abn5647,10.1126/science.abn5647,Enhanced T Cell Effector Activity by Targeting Mediator Kinase Module,6905,True
doi:10.1126/science.add1236,10.1126/science.add1236,ApoE isoform and microbiota-dependent progression of neurodegeneration in a mouse model of tauopathy,5979,True
doi:10.1136/bmjopen-2025-112826,10.1136/bmjopen-2025-112826,"Efficacy of bumetanide for cognitive improvement in children and adolescents with Down syndrome: study protocol of a randomised, double-blind, placebo-controlled trial",5036,True
doi:10.1155/2010/398926,10.1155/2010/398926,Lipid Mediators in Skin Inflammation: Updates and Current Views,6463,True
doi:10.1155/2014/263189,10.1155/2014/263189,Computational and Bioinformatics Techniques for Immunology,8121,True
doi:10.1155/2014/893068,10.1155/2014/893068,Emerging Biomarkers in Renal Damage,5174,True
doi:10.1155/2015/275631,10.1155/2015/275631,Recent Advances and Future Perspective in Microbiota and Probiotics,7802,True
doi:10.1155/2016/9415645,10.1155/2016/9415645,Genomics and Metabolomics in Obesity and Type 2 Diabetes,7172,True
doi:10.1155/s1110724302207032,10.1155/s1110724302207032,All We Are Saying Is Give Plants a Chance!,9213,True
doi:10.1158/0008-5472.4667.75.22,10.1158/0008-5472.4667.75.22,Highlights from Recent Cancer Literature,7152,True
doi:10.1158/0008-5472.7159.74.24,10.1158/0008-5472.7159.74.24,Highlights from Recent Cancer Literature,6941,True
doi:10.1158/0008-5472.can-04-1991,10.1158/0008-5472.can-04-1991,Highlights of the National Cancer Institute Workshop on Mitochondrial Function and Cancer,22999,False
doi:10.1158/1535-7163.mct-17-1244,10.1158/1535-7163.mct-17-1244,Refining Radiation for the Next Century,13974,True
doi:10.1158/1538-7445.am2025-sy02-01,10.1158/1538-7445.am2025-sy02-01,Abstract SY02-01: Inflammatory memory and selective advantage in human clonal hematopoiesis,8154,True
doi:10.1158/1557-3265.sabcs24-p4-08-16,10.1158/1557-3265.sabcs24-p4-08-16,Abstract P4-08-16: Modulating Gut Microbiota to enhance the efficacy of Immunotherapy in Triple Negative Breast Cancer (TNBC),6147,True
doi:10.1158/2159-8290.cd-12-12-iti,10.1158/2159-8290.cd-12-12-iti,In This Issue,7712,True
doi:10.1158/2159-8290.cd-13-2-iti,10.1158/2159-8290.cd-13-2-iti,In This Issue,8324,True
doi:10.1158/2159-8290.cd-16-3-iti,10.1158/2159-8290.cd-16-3-iti,Highlighted Research Articles,6327,True
doi:10.1161/circresaha.118.313940,10.1161/circresaha.118.313940,Introduction to Cardiovascular Aging Compendium.,5816,True
doi:10.1165/rcmb.2019-0156ed,10.1165/rcmb.2019-0156ed,RNA Sequencing: A Potentiator of Discovery-based Research,6077,True
doi:10.1165/rcmb.2021-0238ed,10.1165/rcmb.2021-0238ed,Integrated 'Omics in Idiopathic Pulmonary Fibrosis: Where Do We Go from Here?,5759,True
doi:10.1176/appi.pn.2019.1b6,10.1176/appi.pn.2019.1b6,AJP Editors Select 2018 Favorites,6785,True
doi:10.1176/appi.pn.2024.01.1.23,10.1176/appi.pn.2024.01.1.23,"Special Report: Positive Psychiatry Shines Light on Patients’ Strengths, Wisdom",24206,False
doi:10.1176/appi.pn.2024.03.3.19,10.1176/appi.pn.2024.03.3.19,Special Report: Lifestyle Psychiatry Emphasizes Behaviors Supporting Mental Health,23751,False
doi:10.1177/0148607113508783,10.1177/0148607113508783,American Society for Parenteral and Enteral Nutrition Research Agenda,22892,False
doi:10.1182/blood-2018-154,10.1182/blood-2018-154,"Phase II Trial of Combination of Elotuzumab, Lenalidomide, and Dexamethasone in High-Risk Smoldering Multiple Myeloma",6668,True
doi:10.1182/blood-2018-99-116280,10.1182/blood-2018-99-116280,"A Phase II Study of the Efficacy and Safety of Lenalidomide, Subcutaneous Bortezomib and Dexamethasone (RVD) Combination Therapy for Patients with Newly Diagnosed Multiple Myeloma: Promising Activity and Manageable Toxicity, Including in High Risk Disease",5919,True
doi:10.1182/blood-2019-129411,10.1182/blood-2019-129411,Phase I Trial Using CD19/CD22 Bispecific CAR T Cells in Pediatric and Adult Acute Lymphoblastic Leukemia (ALL),6282,True
doi:10.1182/blood-2021-148332,10.1182/blood-2021-148332,Clinical and Biological Effects of Combined CD27 and CD20 Antibody Therapy in Relapsed/Refractory B-Cell Lymphoma: The Riva Trial,7834,True
doi:10.1182/blood-2021-149173,10.1182/blood-2021-149173,Myeloid Sarcoma Reveals a Unique Tumor Micro-Environment and Differential Prognosis Based on Transplant Status and Type of Treatment Received,5415,True
doi:10.1182/blood-2021-150684,10.1182/blood-2021-150684,Daratumumab Versus Lenalidomide Maintenance Therapy for Multiple Myeloma: A Randomized Pilot Study Comparing Patient-Reported Health Related Quality of Life Measures,6875,True
doi:10.1182/blood-2021-152684,10.1182/blood-2021-152684,Aging-Associated Epigenetic Reprogramming Alters the Germinal Center Reaction and Targets Pathways Related to Lymphomagenesis,5136,True
doi:10.1182/blood-2021-153550,10.1182/blood-2021-153550,Single-Cell Transcriptomics Study of Human Hematopoietic Progenitors Reveals Alterations Associated with Aging and Myeloid Malignancies,5633,True
doi:10.1182/blood-2021-154521,10.1182/blood-2021-154521,Establishing a Novel Pipeline That Combines in-Silico Prediction with in-Vitro and Ex-Vivo Validation to Discover Secondary Drug Combinations Against Relapsed and/or Refractory Multiple Myeloma,5525,True
doi:10.1186/gb4148,10.1186/gb4148,Progress in genomics according to bingo: 2013 edition,8041,True
doi:10.1186/gm394,10.1186/gm394,Pharmacogenomics: a key component of personalized therapy,7430,True
doi:10.1186/s12864-016-2858-0,10.1186/s12864-016-2858-0,"Abstracts from the 3rd International Genomic Medicine Conference (3rd IGMC 2015) : Jeddah, Kingdom of Saudi Arabia. 30 November - 3 December 2015.",33892,False
doi:10.1186/s13027-022-00435-1,10.1186/s13027-022-00435-1,"Abstracts from “Chronic viral infection and cancer, openings for vaccines” virtual symposium of the TechVac network",10000,True
doi:10.1210/en.2014-1624,10.1210/en.2014-1624,Expression of the Vitamin D Receptor in Skeletal Muscle: Are We There Yet?,18060,True
doi:10.1210/en.2017-00611,10.1210/en.2017-00611,High-Fat Diet and Pregnancy: Are You Ready To Take Risks for Your Offspring?,10922,True
doi:10.1210/jc.2007-2078,10.1210/jc.2007-2078,"Phenomics, Lamin A/C, and Metabolic Disease",12941,True
doi:10.1212/nxg.0000000000000100,10.1212/nxg.0000000000000100,"19th Workshop of the International Stroke Genetics Consortium, April 28–29, 2016, Boston, Massachusetts, USA",10000,True
doi:10.1242/dev.205306,10.1242/dev.205306,In preprints: cell type-specific gene regulation through the lens of echinoderms,10905,True
doi:10.1289/ehp12012,10.1289/ehp12012,"Invited Perspective: PFOS–Pick Fiber, Oust Sulfonate",7173,True
doi:10.13005/ojc/400635,10.13005/ojc/400635,"Plant Mediated Synthesis Cu-Ag-Ru Trimetallic Nanoparticles Using Andrographis Paniculata extract: Antibacterial, Anticancer and Photocatalytic Activities",8991,True
doi:10.1373/clinchem.2012.187047,10.1373/clinchem.2012.187047,"Reflection on the Discovery of Carcinoembryonic Antigen, Prostate-Specific Antigen, and Cancer Antigens CA125 and CA19-9",22049,False
doi:10.1373/clinchem.2016.266114,10.1373/clinchem.2016.266114,Genomics-Inspired Biomarkers and Diagnostics—Where Are They?,11331,True
doi:10.1373/clinchem.2017.273672,10.1373/clinchem.2017.273672,Wellness Initiatives: Benefits and Limitations,20804,False
doi:10.1373/clinchem.2017.274084,10.1373/clinchem.2017.274084,Dietary Fat: Friend or Foe?,23268,False
doi:10.1373/clinchem.2018.287284,10.1373/clinchem.2018.287284,The Microbiome and Men's Health,23851,False
doi:10.1373/clinchem.2018.291062,10.1373/clinchem.2018.291062,A Blueprint for Systems Biology,6608,True
doi:10.1513/annalsats.201508-521mg,10.1513/annalsats.201508-521mg,Nasal Microbiome Composition Is Associated with Chitotriosidase (Chit1) Activity in Adult Hutterites.,5503,True
doi:10.1525/bio.2013.63.3.11,10.1525/bio.2013.63.3.11,Defining Epigenetics in Deterministic Terms,19856,True
doi:10.1534/genetics.116.187864,10.1534/genetics.116.187864,The Sustained Impact of Model Organisms—in Genetics and Epigenetics,11177,True
doi:10.1634/theoncologist.2016-ma-1,10.1634/theoncologist.2016-ma-1,"Chabner Colloquium: Answering the Big Questions in Cancer Research & 2016 STO Annual Meeting (Boston, MA: November 11-12, 2016)",10000,True
doi:10.1634/theoncologist.2019-ma-1,10.1634/theoncologist.2019-ma-1,10th Chabner Colloquium: Answering the Big Questions in Cancer Research,7456,True
doi:10.1681/asn.2014111157,10.1681/asn.2014111157,Gut Feeling in AKI,10279,True
doi:10.17605/osf.io/gt3sj,10.17605/osf.io/gt3sj,Keyora Astaxanthin Series,9834,True
doi:10.17912/micropub.biology.000288,10.17912/micropub.biology.000288,Caspar SUMOylation regulates Drosophila lifespan,8238,True
doi:10.18174/266223,10.18174/266223,High fat challenges and detection of early perturbations in endothelial health : the use of a comprehensive phenotyping approach,5317,True
doi:10.18174/288708,10.18174/288708,Insertional mutagenesis in the vascular wilt pathogen Verticillium dahliae,5311,True
doi:10.18632/aging.100466,10.18632/aging.100466,To the heart of the problem. mIGF-1: local effort for global impact,6321,True
doi:10.18632/aging.100774,10.18632/aging.100774,Age cutoff in lymphoma diagnosis,6475,True
doi:10.18632/oncoscience.154,10.18632/oncoscience.154,Oncogene-induced NAD+ depletion in tumorigenesis,6853,True
doi:10.2106/jbjs.23.01003,10.2106/jbjs.23.01003,What’s New in Musculoskeletal Basic Science,20963,False
doi:10.2106/jbjs.24.01086,10.2106/jbjs.24.01086,What’s New in Musculoskeletal Basic Science,21487,False
doi:10.2164/jandrol.05125,10.2164/jandrol.05125,Synopsis: 2005 Annual Meeting of the American Society of Andrology,23577,False
doi:10.2215/cjn.14931218,10.2215/cjn.14931218,Assessing Clinical Relevance of Uremic Toxins,9302,True
doi:10.2217/epi-2016-0099,10.2217/epi-2016-0099,Can we Identify Meaningful Epigenetic Effects on Human Brain Function and Related Risk for Mental Illness?,20701,False
doi:10.2217/epi-2023-0112,10.2217/epi-2023-0112,The Epigenetic Landscape: How Environmental Cues Shape Gene Expression,5116,True
doi:10.31635/ccschem.019.20180034,10.31635/ccschem.019.20180034,Amyloid β and Tumorigenesis: Amyloid β-Induced Telomere Dysfunction in Tumor Cells,26392,False
doi:10.3201/eid1104.041142,10.3201/eid1104.041142,Workshop on Carbohydrate Moieties as Vaccine Candidates,7113,True
doi:10.3389/fcimb.2012.00144,10.3389/fcimb.2012.00144,Human gut microbiota: onset and shaping through life stages and perturbations,9315,True
doi:10.3389/fcvm.2014.00002,10.3389/fcvm.2014.00002,The Grand Challenge of Cardiovascular Epidemiology: Turning the Tide,9650,True
doi:10.3389/fendo.2025.1651141,10.3389/fendo.2025.1651141,Specialty grand challenge: existing issues and emerging frontiers in renal endocrinology,16819,True
doi:10.3389/fgene.2024.1421955,10.3389/fgene.2024.1421955,Data report on gene expression after hepatic portal vein ligation (PVL) in rats,16447,True
doi:10.3389/fimmu.2026.1718849,10.3389/fimmu.2026.1718849,UNC93B1 promotes pancreatic cancer progression through modulation of cGAS–STING signaling,5765,True
doi:10.3389/fimmu.2026.1780328,10.3389/fimmu.2026.1780328,Targeting the miR-32533/CREB5 axis: a promising immunomodulatory and therapeutic strategy for Alzheimer’s disease,13423,True
doi:10.3389/fimmu.2026.1822628,10.3389/fimmu.2026.1822628,Denosumab in osteoarthritis: from mechanism to clinical translation,17793,True
doi:10.3389/fmicb.2011.00063,10.3389/fmicb.2011.00063,Genomic Analyses of Clonal Isolates Provide Clues to the Evolution of Streptococcus pneumoniae,6987,True
doi:10.3389/fnagi.2025.1675694,10.3389/fnagi.2025.1675694,"Regulatory mechanisms of neuro inflammation from a gender perspective: interactions among astrocytes, sex hormones, and the gut-brain axis",17085,True
doi:10.3389/fneph.2025.1719673,10.3389/fneph.2025.1719673,"Charting the future of cardiorenal medicine: a vision for integration, innovation, and impact",14700,True
doi:10.3389/fnmol.2025.1716805,10.3389/fnmol.2025.1716805,Astrocyte epigenetics as a priority area in neuroscience research,16372,True
doi:10.3389/fnmol.2026.1745086,10.3389/fnmol.2026.1745086,Peroxisomes and the nervous system: progress and challenges in neuroinflammation and cell-specific functions,8072,True
doi:10.3389/fnut.2025.1603165,10.3389/fnut.2025.1603165,The role of intermittent fasting in the treatment of cognitive dysfunction in type 2 diabetes mellitus,14560,True
doi:10.3389/fnut.2026.1773391,10.3389/fnut.2026.1773391,The therapeutic potential of gypenosides for age-related macular degeneration,14707,True
doi:10.3389/fped.2013.00013,10.3389/fped.2013.00013,Neonatology Specialty Grand Challenge,6223,True
doi:10.3389/fphys.2010.00127,10.3389/fphys.2010.00127,Exciting Challenges Ahead for Integrative Physiology,8881,True
doi:10.3389/fpls.2015.00284,10.3389/fpls.2015.00284,Regulation of mRNA translation controls seed germination and is critical for seedling vigor,7331,True
doi:10.3389/fpls.2025.1550190,10.3389/fpls.2025.1550190,A micropeptide regulates seed desiccation,18450,True
doi:10.3389/fpls.2025.1616650,10.3389/fpls.2025.1616650,Small signaling peptides define leaf longevity,18659,True
doi:10.3389/fpls.2026.1782656,10.3389/fpls.2026.1782656,Transcriptomic and metabolomic data of Populus deltoides ‘Shalinyang’ response to feeding of Anoplophora glabripennis adults,15075,True
doi:10.3389/fragi.2025.1658952,10.3389/fragi.2025.1658952,"The human biological clock and aging—a comprehensive approach integrating reductionism, holism, and geromedicine for proactive healthspan strategies",14730,True
doi:10.3389/ijph.2026.1609910,10.3389/ijph.2026.1609910,"Beyond ethanol: wine, biological aging, and the Mediterranean context",7736,True
doi:10.34067/kid.0000000000000347,10.34067/kid.0000000000000347,Prognostic Value of Oxylipins for the Development of ESKD,6054,True
doi:10.3724/j.pibb.2025.0287,10.3724/j.pibb.2025.0287,The Mechanism of Exerkines on The Comorbidity of Sarcopenia and Cognitive Impairment,5970,True
doi:10.4081/ejtm.2026.14960,10.4081/ejtm.2026.14960,"Abstract | 009 | Lecture - FES in mice, rats and men: adaptation and recovery in aging rodent muscle",7688,True
doi:10.4103/0301-4738.115786,10.4103/0301-4738.115786,Recent trends in Glaucoma management,5017,True
doi:10.4103/0366-6999.158375,10.4103/0366-6999.158375,Sirtuins Function as the Modulators in Aging-related Diseases in Common or Respectively,22669,False
doi:10.4103/1673-5374.217328,10.4103/1673-5374.217328,Can we treat neurodegenerative diseases by preventing an age-related decline in microRNA expression?,18641,True
doi:10.4103/1673-5374.228719,10.4103/1673-5374.228719,"Metabolism, neurodegeneration and epigenetics: Emerging role of Sirtuins",11369,True
doi:10.4103/1673-5374.230283,10.4103/1673-5374.230283,Epigenetic interventions for brain rejuvenation: anchoring age-related transposons,13983,True
doi:10.4103/1673-5374.249223,10.4103/1673-5374.249223,Induced pluripotent stem cells from Huntington’s disease patients: a promising approach to define and correct disease-related alterations,13964,True
doi:10.4103/1673-5374.286960,10.4103/1673-5374.286960,Mending the broken in amyotrophic lateral sclerosis: DNA damage and repair in motor neuron degeneration,12617,True
doi:10.4103/1673-5374.286963,10.4103/1673-5374.286963,Fused in sarcoma-amyotrophic lateral sclerosis as a novel member of DNA single strand break diseases with pure neurological phenotypes,16760,True
doi:10.4103/1673-5374.293142,10.4103/1673-5374.293142,The important functional role of TDP-43 plays in amyotrophic lateral sclerosis-frontotemporal dementia,12206,True
doi:10.4103/1673-5374.297074,10.4103/1673-5374.297074,A crate of Pandora: do amyloids from bacteria promote Alzheimer’s disease?,12382,True
doi:10.4103/1673-5374.335807,10.4103/1673-5374.335807,Non-canonical role of the ATR pathway in axon regeneration as a mechanosensitive brake,10395,True
doi:10.4103/1673-5374.343893,10.4103/1673-5374.343893,Myelin lipid deficiency: a new key driver of Alzheimer’s disease,8781,True
doi:10.4103/1673-5374.371359,10.4103/1673-5374.371359,Enrichment of novel Tau isoform with altered biochemical properties in Alzheimer’s disease,13977,True
doi:10.4103/1673-5374.373687,10.4103/1673-5374.373687,Implication of gut microbiome in age-related macular degeneration,15172,True
doi:10.4103/abhs.abhs_26_24,10.4103/abhs.abhs_26_24,"The 10th Emirati-German Congress in Medicine and Dental Medicine 5–6 February, 2024 University of Sharjah, United Arab Emirates",20165,False
doi:10.4103/gmit.gmit-d-25-00197,10.4103/gmit.gmit-d-25-00197,Enhancing In Vitro Fertilization Outcomes in Advanced Maternal Age,19204,True
doi:10.4103/hm.hm-d-23-00013,10.4103/hm.hm-d-23-00013,Addressing Clinician Burnout: A Unifying Systems Medicine Model with Meditation as a Heart-Mind Intervention,21724,False
doi:10.4103/ijd.ijd_562_21,10.4103/ijd.ijd_562_21,Neem in Dermatology: Shedding Light on the Traditional Panacea,15155,True
doi:10.4103/ijp.ijp_376_25,10.4103/ijp.ijp_376_25,Potential application of the wolly mouse in future research,13750,True
doi:10.4103/jpcs.jpcs_77_23,10.4103/jpcs.jpcs_77_23,Cardiovascular Research Convergence 2023,21440,False
doi:10.4103/mgmj.mgmj_120_23,10.4103/mgmj.mgmj_120_23,"Healthy aging, living longer, or living forever",17150,True
doi:10.4103/njpt.njpt_75_25,10.4103/njpt.njpt_75_25,NAPTICON-2025 – SYSTEMATIC REVIEWS AND META-ANALYSIS,26029,False
doi:10.4103/nrr.nrr-d-24-00442,10.4103/nrr.nrr-d-24-00442,Brain endothelial cyclic GMP-AMP synthase (cGAS)–stimulator of interferon genes (STING) signaling pathway in aging and neurodegeneration,19267,True
doi:10.4103/nrr.nrr-d-24-00646,10.4103/nrr.nrr-d-24-00646,Complementary roles of glial cells in generating region-specific neuroinflammatory responses and phagocytosis in Parkinson’s disease,12368,True
doi:10.4103/nrr.nrr-d-25-00422,10.4103/nrr.nrr-d-25-00422,Shuttle and stabilize: H1.2-FUS complex in amyotrophic lateral sclerosis pathogenesis,12994,True
doi:10.4161/cc.24986,10.4161/cc.24986,"Chromatin remodeling, BRCA1, SAHF and cellular senescence",5950,True
doi:10.4161/cc.25705,10.4161/cc.25705,Unpicking neurodegeneration in a dish with human pluripotent stem cells,5962,True
doi:10.5281/zenodo.18644752,10.5281/zenodo.18644752,Proactive Healthcare - Fighting the affects of aging (Closed-Loop Biological Restoration & Multi-Omics Optimization Platform),8079,True
doi:10.5281/zenodo.20257527,10.5281/zenodo.20257527,"ITU and Genomics: A Single-Axiom View of DNA, Human Genome Project, CRISPR Gene Editing, AlphaFold, AI Drug Discovery, Population Genetics, Coalescent Theory, and Ancient DNA — Block B 5/?, Pass-1 Final Tier 1",5558,True
doi:10.6092/unina/fedoa/10084,10.6092/unina/fedoa/10084,A proteomic approach for the identification of novel direct targets of microRNA-494 and of novel mediators of cellular senescence,5953,True
doi:10.69750/dmls.02.010.0160,10.69750/dmls.02.010.0160,Harnessing CRISPR Technology for Next-Generation Therapeutics in Genetic Disorders,8944,True
doi:10.69750/dmls.03.04.0200,10.69750/dmls.03.04.0200,The Failure of Translational Neuroscience: Why Promising Mechanisms Rarely Become Therapies,8723,True
doi:10.7245/0026-2005-46.1.1,10.7245/0026-2005-46.1.1,"Annual Meetings of the Michigan Academy, Central Michigan University, March 9, 2018",21489,False
doi:10.7326/m16-0271,10.7326/m16-0271,Effect of Fecal Microbiota Transplantation on Recurrence in Multiply Recurrent Clostridium difficile Infection,10000,True
doi:10.7936/zw5q-8j61,10.7936/zw5q-8j61,Investigating Biological Mechanisms of Radiation Resistance in Advanced Stage Cervical Cancer,5185,True
no-doi:1c9a2deccbd12c2ecfb1584b,,Poster Session A,66745,False
