record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1111/acel.70310,europepmc,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.,"Major depressive disorder (MDD) is linked to a higher risk of premature aging, but the mechanisms underlying this association remain unclear. Using data from two population cohorts (UK Biobank and Finnish Twin Cohort), we evaluate the relationship between systemic and organ-specific proteomic and epigenetic aging acceleration and MDD. A lifetime history of MDD was associated with accelerated proteomic aging at both systemic and organ-specific levels-including the brain-in both cohorts, with stronger associations than those observed with systemic epigenetic aging. Systemic and brain-specific proteomic aging acceleration were linked to higher risks of incident MDD and a greater risk of Alzheimer's disease, related dementia, and mortality among individuals with MDD in the UK Biobank. Evidence of depressive episode remission attenuated the association between MDD and systemic and brain-specific proteomic aging acceleration. Finally, Mendelian randomization analyses revealed a causal effect of MDD on systemic and brain-specific proteomic aging acceleration. Our results suggest a strong bidirectional association between MDD and biological aging acceleration. Biological aging acceleration, assessed by proteomic systemic and organ-specific clocks, can serve as a novel therapeutic target for treating MDD and for mitigating the long-term risks of adverse health outcomes associated with this condition.",2026,research-article; Journal Article,10.1111/acel.70310,genetic_instrument
doi:10.1111/acel.70418,europepmc,Host Oxidative Response Capacity Determines Longevity Outcomes of Microbial Interventions.,"Microbial communities profoundly influence host aging, yet how natural genetic variation determines microbiota-driven longevity remains unclear. By screening root-derived bacterial isolates across genetically diverse Caenorhabditis elegans strains, we identified striking phenotypic heterogeneity, ranging from lifespan extension to accelerated aging. Combining classical genetic analysis, quantitative trait locus (QTL) mapping and CRISPR-Cas9 allelic recapitulation, we identify skn-1 (Nrf2) and gsy-1 (glycogen synthase) as key host determinants. We demonstrate that strains with mutations or specific natural variants in these loci exhibit a compromised redox buffering capacity, leading to systemic oxidative stress, loss of tissue integrity, and premature death upon microbial challenge. Conversely, robust hosts utilize the same microbial signals to promote longevity. Notably, lifespan defects in susceptible individuals were rescued by antioxidant supplementation. These findings establish redox homeostasis as a central axis in host-microbe-aging interactions and provide a mechanistic framework for precision microbiome interventions tailored to host genetic backgrounds.",2026,research-article; Journal Article,10.1111/acel.70418,direct_perturbation
doi:10.1111/acel.70498,europepmc,Multi-Omics Reveals Mechanisms of Metabolic Rejuvenation in Aged Mice and Pre-Frail Older Men by Losartan.,"Aging is associated with significant alterations in systemic metabolism across species. We employed targeted metabolomics to investigate the effects of losartan, an angiotensin II receptor blocker, on the serum metabolome of aged mice and pre-frail older men. Losartan treatment resulted in a shift in serum metabolome aging signature to a more youthful state. This rejuvenation effect appears to be contingent on the presence of functional angiotensin II receptors, with receptor knockout mice showing no rejuvenation effect with treatment. Additionally, we observed a similar rejuvenation effect of losartan in the cardiac proteome of aged mice, with the most pronounced changes occurring in proteins involved in oxidative phosphorylation. While our study did not encompass a full lifespan analysis, in alignment with previous reports of lifespan extension in other models, we noted a statistically significant improvement in survival among geriatric mice treated with losartan. In parallel, we analyzed serum metabolomics data from pre-frail older men from a phase 2 randomized placebo-controlled trial of losartan, which indicated a dose-dependent metabolic rejuvenation effect. Correlation network analysis revealed divergent aging effects between species, with mice exhibiting broad decreases in metabolite concentrations and humans showing increases, particularly across lipid species. Principal component analysis further highlighted a global shift in metabolite levels, potentially linked to changes in lipoprotein metabolism, plasma volume, and amino acid metabolism with age. In summary, our results suggest that losartan can partially reverse age-related metabolomic changes in both male mice and humans, with distinct species-specific responses.",2026,research-article; Journal Article,10.1111/acel.70498,direct_perturbation
doi:10.1111/acel.70564,europepmc,Sex-Specific Regulation of the Turandot Gene Family Modulates Temperature-Dependent Lifespan in Drosophila melanogaster.,"Ambient temperature is a primordial determinant of longevity across the animal kingdom, yet the molecular transducers that couple thermal cues to aging rates remain elusive. Here, we interrogate the transcriptomic and metabolomic landscapes of Drosophila melanogaster to decode the mechanisms of temperature-dependent lifespan extension. We find that thermal stress drives a profound remodeling of the transcriptome that surprisingly outpaces metabolic adaptation. Through this multi-omics integration, we identify the Turandot (tot) gene family as a significant factor in the thermal longevity response. Intriguingly, tot genes are not merely passive responders to temperature; rather, they actively regulate lifespan. We demonstrate that RNAi-mediated knockdown of tot expression is sufficient to extend longevity across a range of temperatures, uncoupling the survival benefit from the thermal environment. Furthermore, this extension exhibits distinct sexual dimorphism, suggesting a sex-specific strategy in stress-response allocation. These findings establish the Turandot family as a novel, genetically separable regulator of aging, challenging the view that temperature-mediated longevity is solely a passive thermodynamic consequence.",2026,research-article; Journal Article,10.1111/acel.70564,direct_perturbation
doi:10.1111/acel.70581,europepmc,Urate-Related Genetic Risk Modulates the Anti-Aging Effects of Exogenous Nucleotides: Multi-Omics Evidence From Older Adults.,"Nucleotides-essential substrates for DNA repair, energy metabolism, and redox regulation-are emerging as nutritional modulators of biological aging. Yet, individual responses to exogenous nucleotide (NTs) supplementation remain poorly understood. Given that urate metabolism governs systemic oxidative balance, this study investigated whether genetic variability in urate regulation modifies the anti-aging effects of NTs. In this secondary analysis of the TALENTs randomized controlled trial (121 adults aged 60-70 years; 19-week intervention; NCT05243108), participants were stratified by urate polygenic risk score (UA-PRS) to evaluate genotype-dependent responses in DNA methylation age (DNAmAge) and leukocyte telomere length (LTL). A significant UA-PRS × intervention interaction was observed for ΔDNAmAge (p = 0.0114) and ΔLTL (p = 0.0271). NTs supplementation reduced DNAmAge in the High-PRS group (β = -5.10, p = 0.00013) and preserved telomere length in the Low-PRS group (β = 0.31, p = 0.0043). Multi-omics analyzes revealed that NTs modulated glucose-transport and pentose phosphate pathways in High-PRS individuals, while enhancing immune regulation and reducing GDF15 and IL-1β levels in Low-PRS individuals. These findings suggest that genetic variation in urate metabolism determines whether NTs are preferentially utilized for redox and epigenetic maintenance or for immune and inflammatory regulation, supporting a precision-nutrition model for delaying biological aging.",2026,research-article; Randomized Controlled Trial; Journal Article,10.1111/acel.70581,randomized_intervention
doi:10.1111/jcpe.14040,europepmc,Association between biological ageing and periodontitis: Evidence from a cross-sectional survey and multi-omics Mendelian randomization analysis.,"Aim To investigate the relationship and potential causality between biological ageing and periodontitis. Materials and methods We obtained the National Health and Nutrition Examination Survey (NHANES) and genome-wide association study (GWAS) summary statistics as well as single-cell sequencing data. Multivariate regression analysis based on cross-sectional data, Mendelian randomization (MR) and multi-omics integration analysis were employed to explore the causal association and potential molecular mechanisms between biological ageing and periodontitis. Additionally, two-step MR mediation analysis explored the risk factors in biological ageing-mediated periodontitis. Results We analysed data from 3189 participants in the NHANES data and found that higher biological age was associated with increased risk of periodontitis. MR analyses revealed causal associations between biological age measures and periodontitis risk. Frailty (odds ratio [OR] = 2.08, 95% confidence interval [CI]: 1.04-4.18, p = .039) and GrimAge acceleration (OR = 1.16, 95% CI: 1.01-1.32, p = .033) were causally associated with periodontitis risk, and these results were validated in a large-scale meta-periodontitis GWAS dataset. Additionally, the risk effects of body mass index, waist circumference and lifetime smoking on periodontitis were partially mediated by frailty and GrimAge acceleration. Conclusions Evidence from cross-sectional survey and MR analysis suggests that biological ageing increases the risk of periodontitis. Additionally, improving the associated risk factors can help prevent both ageing and periodontitis.",2024,"Research Support, Non-U.S. Gov't; Journal Article",10.1111/jcpe.14040,genetic_instrument
doi:10.1136/heartjnl-2026-327950,pubmed,Abdominal adiposity and accelerated biological ageing in relation to general and cardiovascular ageing in Chinese adults.,"Abdominal adiposity may contribute to both general and cardiovascular ageing, yet the extent to which accelerated biological age (BA) at distinct molecular levels mediates these effects has not been fully elucidated. Three BA measures were constructed using metabolomics (MetaboAge, n=4391), clinical biomarkers (Klemera-Doubal method BA; KDM-BA, n=12 369) and DNA methylation (DNAm PhenoAge, n=980) within the prospective China Kadoorie Biobank and their predictive accuracy for all-cause mortality were evaluated. We explored the potential causal effects of abdominal adiposity, measured by waist-to-hip ratio (WHR) and WHR adjusted for body mass index (WHRadjBMI), on BA acceleration using observational study and Mendelian randomisation. We further investigated the extent to which BA accelerations mediated the effects of abdominal adiposity on cardiovascular ageing (assessed by atherosclerotic cardiovascular disease (ASCVD) incidence and mortality) and general ageing (assessed by all-cause mortality and frailty index). Both MetaboAge and KDM-BA improved prediction for all-cause mortality beyond chronological age (area under the receiver operating characteristic curve (AUROC) difference: MetaboAge=0.040, KDM-BA=0.012, p<0.001). In observational analyses, abdominal adiposity was associated with accelerated ageing across all three BA clocks, with effect estimates ranging from 0.055 (95% CI 0.038 to 0.073) for the association between WHR and KDM-BA acceleration to 0.107 (0.044 to 0.170) for the association between WHRadjBMI and DNAm PhenoAge acceleration. These associations remained significant in Mendelian randomisation analyses. Mediation analyses revealed that acceleration of MetaboAge and KDM-BA partially explained the effects of abdominal adiposity on cardiovascular ageing (%mediated: 6.0%-25.3%), while all three BA clocks accelerations mediated associations with general ageing assessed by all-cause mortality (%mediated: 17.6%-60.6%), with MetaboAge contributing the largest proportion of mediation. Additionally, KDM-BA acceleration mediated the association between abdominal adiposity and frailty index. Abdominal adiposity is associated with ageing acceleration across multiple biological domains, especially via metabolic alterations captured by MetaboAge. Our findings demonstrated that targeting abdominal adiposity-related metabolic dysfunction may mitigate age-related conditions.",2026,Journal Article,10.1136/heartjnl-2026-327950,genetic_instrument
doi:10.1161/jaha.125.047447,europepmc,Cardiomyocyte-Specific Plakophilin-2 Loss Is Sufficient to Induce Aging and Senescence of Nonmyocytes: Relevance to Arrhythmogenic Cardiomyopathy.,"Background Pathogenic variants in PKP2 are the most common cause of familial arrhythmogenic right ventricular cardiomyopathy. This study tests whether plakophilin-2 (PKP2) deficiency only in cardiomyocytes is sufficient to provoke premature aging and proinflammatory senescence in nonmyocyte, cardiac resident cells. Methods We studied mice with cardiomyocyte-specific, tamoxifen-activated loss of PKP2 (cardiomyocyte-specific conditional knockout of plakophilin-2) using conventional and multiplex imaging, cytokine arrays, epigenetic clocks, spatial transcriptomics, expansion and structured illumination microscopy, and correlative data analysis. We examined nonmyocytes and cardiomyocytes for premature aging and senescence. Results We observed senescence-associated heterochromatin foci in nonmyocytes, predominantly in cells positive for α-smooth muscle actin staining. Cytokines in media of nonmyocyte cells were consistent with senescence-associated secretory phenotype. Epigenetic clocks identified premature aging. Multiplex immunohistochemistry showed nonmyocyte cells in niches, intermingled with cardiomyocytes. Spatial transcriptomics showed overrepresentation of senescence-associated secretory phenotype-related transcripts, predominantly in myocyte-rich areas of the left ventricle. Senescence-associated heterochromatin foci and increased epigenetic age were not found in cardiomyocytes from cardiomyocyte-specific conditional knockout of plakophilin-2 hearts, although we observed structural features associated with premature aging. Cross-reference analysis showed correlation between the cardiomyocyte-specific conditional knockout of plakophilin-2 cardiac proteome and that of mice 5 or 6 times their chronological age, as well as transcriptional signatures of neurodegenerative diseases. Conclusions Loss of PKP2 expression only in adult cardiac myocytes is sufficient to induce proinflammatory senescence in nonmyocytes, and overall premature cardiac aging. This is the first study to intersect cellular senescence and premature aging with desmosomal arrhythmogenic cardiomyopathies. We speculate that cell-agnostic molecular signatures, biomarkers, and pharmacology of senescence and of neurodegenerative diseases may be relevant to diagnose or treat PKP2 arrhythmogenic right ventricular cardiomyopathy.",2026,research-article; Journal Article,10.1161/jaha.125.047447,direct_perturbation
doi:10.1186/1471-2164-15-927,semantic_scholar,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster,"Phenotypic plasticity allows organisms to respond rapidly to changing environmental circumstances, and understanding its genomic basis can yield insights regarding the underlying genes and genetic networks affecting complex phenotypes. Female Drosophila melanogaster undergo dramatic physiological changes mediated by seminal fluid components transferred upon mating, including decreased longevity. Their physiological and behavioral effects have been well characterized, but little is known about resulting changes in regulation of gene expression or the extent to which mating-induced changes in gene expression are the same as those occurring during aging. We assessed genome-wide mRNA, microRNA, and three common histone modifications implicated in gene activation for young and aged virgin and mated female D. melanogaster in a factorial design. We identified phenotypically plastic transcripts and epigenetic modifications associated with mating and aging. We used these data to derive phenotypically plastic regulatory networks associated with mating of young flies, and aging of virgin and mated flies. Many of the mRNAs, microRNAs and epigenetic modifications associated with mating of young flies also occur with age in virgin flies, which may reflect mating-induced accelerated aging. We functionally tested the plastic regulatory networks by overexpressing environmentally sensitive microRNAs. Overexpression resulted in altered expression of ~70% of candidate target genes, and in all cases affected oviposition. Our results implicate microRNAs as mediators of phenotypic plasticity associated with mating and provide a comprehensive documentation of the genomic and epigenomic changes that accompany mating- and aging-induced physiological changes in female D. melanogaster.",2014,JournalArticle,10.1186/1471-2164-15-927,direct_perturbation
doi:10.1186/s11658-026-00879-y,pubmed,HK2-driven histone H3K18 lactylation promotes stromal cell senescence and decidualization deficiency in URSA via CUX1-mediated SASP factor transcription.,"Unexplained recurrent spontaneous abortion (URSA) is characterized by defective endometrial stromal cell decidualization, with cellular senescence emerging as a key contributor. However, the metabolic-epigenetic mechanisms linking glycolysis to senescence-driven decidualization failure remain unclear. This study elucidates how hexokinase 2 (HK2)-mediated glycolytic reprogramming promotes histone lactylation-dependent stromal senescence and decidualization impairment in URSA. We employed multi-omics profiling (RNA-seq, metabolomics, and CUT&Tag) of primary stromal cells from patients with URSA and controls to map the histone H3K18 lactylation (H3K18la)-cut-like homeobox 1 (CUX1)-senescence-associated secretory phenotype (SASP) axis. Subsequently, this axis was validated both in vitro decidualization models and URSA murine models. Decidual tissues from patients with URSA exhibited stromal cell senescence and impaired decidualization. Mechanistically, HK2-driven glycolysis elevated lactate production, which in turn promoted H3K18la at the CUX1 promoter. CUX1 then directly activated the transcription of key SASP factors, thereby propagating the senescence state. Critically, CUX1 depletion or glycolysis inhibition rescued these senescence and decidualization deficiency in vitro. Furthermore, CUX1 knockdown in the URSA murine model reduced stromal senescence and improved decidualization. Our findings define a novel HK2-H3K18la-CUX1-SASP signaling axis that drives URSA pathogenesis by linking metabolic reprogramming with epigenetic regulation. This work highlights CUX1 as a potential therapeutic target for correcting decidualization deficiency in URSA.",2026,Journal Article,10.1186/s11658-026-00879-y,direct_perturbation
doi:10.1186/s12864-025-12016-8,europepmc,Decoding the genetic architecture of women reproductive aging: multi-omic integration identifies novel loci and mechanistic pathways for precision intervention.,"Currently, little is understood about the genetic architecture underlying Genome-wide association study (GWAS)-related traits that influence the reproductive ageing of women. To address this knowledge gap, we estimated causal single nucleotide polymorphisms (SNPs) independent of variation in the reproductive of women via genomic structural equation modelling and multiple post-GWAS methodologies. This approach led to the identification of 99 genome-wide significant loci. Next, we employed various transcriptome-wide association methods to analyse highly correlated susceptibility gene signal loci and their associated regulatory elements in relation to a GWAS of reproductive ageing in women. These analyses were integrated at the tissue, cellular, and genomic element levels. Additionally, we evaluated the significant correlations between 1,200 identified susceptibility factors and the GWAS signals relevant to the reproductive ageing of women. The polygenic scores obtained through summary statistics were further used to clarify the risk evidence of different chromosomes based on structural equations and their relationship with the reproductive ageing of women. Through the analysis of a GWAS that did not directly measure phenotypes, our study provides for the first time a comprehensive characterization of the genetic structure of the reproductive ageing of women.",2025,research-article; Journal Article,10.1186/s12864-025-12016-8,sem
doi:10.1186/s12864-026-12546-9,pubmed,Transcriptome analysis reveals KRAS as a crucial regulator of ovarian follicle development in Wuding chickens.,"BACKGROUND: This study investigated the molecular basis of follicular development and egg production in Wuding chickens, an indigenous Chinese breed known for exceptional meat quality and nutrient-rich eggs, but suboptimal egg-laying performance, by comparing them with high-yielding Jingfen No.1 chickens. RESULTS: High-throughput transcriptome sequencing of ovarian tissues identified 6,790 differentially expressed genes (DEGs). Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analyses revealed these DEGs were significantly implicated in reproductive pathways, including steroid biosynthesis, cell cycle, MAPK signaling, calcium signaling, oocyte meiosis, and progesterone-mediated oocyte maturation. A protein–protein interaction (PPI) network highlighted Kirsten rat sarcoma viral oncogene (KRAS) as a crucial hub gene. Further functional experiments focused on the role of KRAS in chicken ovarian granulosa cells (GCs). Overexpression of KRAS significantly enhanced the production of progesterone (P4) and estradiol (E2) and upregulated the expression of steroidogenic genes (e.g., STAR, CYP19A1, HSD3B1, PTGS2). KRAS also promoted GC proliferation by increasing cell viability, stimulating DNA synthesis, and upregulating proliferation markers (AKT1, mTOR, JAK2, STAT3, PCNA). Additionally, KRAS facilitated cell cycle progression by reducing the G0/G1 phase population and increasing the S phase, alongside upregulating cell cycle regulators (CCND1, CCND2, CCNE2, CDK2). Importantly, KRAS inhibited GC apoptosis by increasing antiapoptotic genes (BCL2, TGF-β) and decreasing proapoptotic genes (Caspase 3, BAX). Finally, KRAS delayed cellular senescence by reducing SA-β-gal activity and reciprocally regulating P21 (downregulation) and SIRT1 (upregulation). CONCLUSIONS: Collectively, these findings demonstrate that KRAS is a pivotal regulator of follicular development in Wuding chickens, influencing GC proliferation, apoptosis, steroid hormone synthesis, and senescence. This research provides valuable insights for genetic improvement programs aimed at enhancing egg production in indigenous chicken breeds.",2026,Journal Article,10.1186/s12864-026-12546-9,direct_perturbation
doi:10.1186/s12933-026-03220-1,europepmc,Unraveling 'F' factor: towards a genetic-clinical framework for the musculoskeletal-heart crosstalk in metabolic aging.,"Background The rising co-occurrence of cardiometabolic diseases and musculoskeletal degeneration poses a critical challenge to healthy aging, yet the shared biological mechanisms underlying this multimorbidity remain poorly defined. This study aimed to establish an integrative clinical-genetic framework to elucidate the common frailty factor, the 'F' factor, that captures the systemic vulnerability linking cardiometabolic multimorbidity (CMM) and musculoskeletal aging. Methods Utilizing the prospective China Health and Retirement Longitudinal Study (CHARLS) cohort, we developed and validated novel Frailty-Integrated Indices for CMM risk prediction, evaluated with machine learning models interpreted via SHapley Additive exPlanations (SHAP). Independently, we applied genomic structural equation modeling (Genomic-SEM) to integrate genome-wide association data from six traits-coronary artery disease, type 2 diabetes, hypertension, bone mineral density, frailty, and telomere length-to model a shared latent genetic factor ('F' factor). This was followed by multivariate GWAS, fine-mapping, transcriptome-wide association study (TWAS), gene-based analysis, and functional annotation to prioritize causal genes, pathways, and cell types. Results Clinically, several Frailty-Integrated Indices significantly improved CMM risk prediction, with the optimal model achieving an AUC of 0.727. Genetically, we modeled a significant shared latent genetic factor ('F' factor), pinpointing novel risk loci and implicating key genes such as APOE and SLC22A3. These genes were enriched in pathways including cellular senescence and cholesterol metabolism and showed specific expression patterns in developmental brain stages and across multi-organ endothelial cells. Conclusion Our findings provide converging evidence for Musculoskeletal‑Heart crosstalk of metabolic aging and inferred the 'F' factor as a genetic correlate of a transdiagnostic state, which links genetic predisposition to metabolic dysregulation, and systemic functional decline. This work provides a multi-level biological characterization of multimorbidity liability, informing early-risk detection and preventive strategies for complex aging-related comorbidities.",2026,Journal Article,10.1186/s12933-026-03220-1,sem
doi:10.1186/s12964-026-02985-y,europepmc,"Multi-omics and experimental evidence in human chondrocytes identify caspase-8 as a non-apoptotic regulator of inflammatory, senescent, and fibrotic signaling in osteoarthritis.","Background Osteoarthritis (OA) is characterized by chronic inflammation, cellular senescence, and progressive cartilage remodeling, yet effective disease-modifying therapeutic targets remain limited. Caspase-8 has classically been regarded as a key initiator of the extrinsic apoptotic pathway; however, accumulating evidence suggests that it exerts broad non-apoptotic regulatory functions in a highly context- and cellular state-dependent manner. Here, we systematically investigated the role of caspase-8 in OA pathogenesis and its therapeutic potential. Methods We integrated bulk RNAseq, single-cell RNAseq, and spatial transcriptomics databases, in vitro genetic knockdown, inhibitor titration, caspase activity assays and functional assays, quantitative proteomics, in silico protein-protein docking analysis and population-level causal inference using two-sample Mendelian randomization (MR) and SMR/HEIDI analyses to construct and validate a caspase-8-centered regulatory network in human OA chondrocytes. Results Across two independent transcriptomic cohorts (GSE168505 and GSE246425), the Death-Inducing Signaling Complex (DISC)-caspase-8 axis and a caspase-8 activation signature were significantly upregulated in osteoarthritic cartilage and in senescent (late passage) OA chondrocytes, and were strongly associated with inflammatory and senescence-related programs. Additional analyses of aging, murine destabilization of the medial meniscus (DMM), and spatial transcriptomic datasets (GSE287861, GSE26475, and GSE254844) highlighted context-dependent CASP8 patterns, including senescence- but not inflammation-associated CASP8 elevation in naturally aged cartilage, no consistent CASP8 expression or activation-score increase after DMM surgery, and regionally heterogeneous CASP8 distribution across cartilage zones. Single-cell RNA sequencing (GSE255460) localized these signatures to OA-expanded inflammatory and fibrocartilage-like chondrocyte subpopulations, in which high CASP8 gene expression defined a distinct transcriptional state characterized by suppression of hyaline cartilage matrix and metabolic programs, together with enrichment of TNFα/interferon and TGF-β-associated inflammatory-fibrotic signaling. CASP8-high chondrocytes also displayed altered inferred ligand-receptor communication, particularly involving extracellular matrix-, adhesion-, and growth factor-related interactions. Stratification by caspase-8 activation potential recapitulated these transcriptional features and revealed induction of senescence-associated secretory phenotype (SASP) programs across multiple chondrocyte lineages. Functionally, pharmacological inhibition of caspase-8 with Z-IETD-FMK improved metabolic activity, reduced cellular senescence and MMP-13 secretion without inducing apoptosis, and partially restored proliferation and migration in OA chondrocytes under inflammatory conditions, with less effects in non-OA cells and no effects in siRNA mediated CASP8 knocked down cells. Quantitative proteomics demonstrated that caspase-8 inhibition attenuated inflammatory, senescence, and canonical NF-κB signaling without suppressing apoptosis, while reshaping proteostasis-chromatin regulatory networks and dampening fibrocartilage-like matrix remodeling. In silico protein-protein docking further showed favorable predicted binding affinities between caspase-8 and selected proteomically altered candidates, such as TGF-β3 and MMP13. Finally, MR and SMR/HEIDI analyses supported CASP8 as a causal risk regulator for knee OA, influenced by multi-tissue expression and epigenetic regulation. Conclusions Collectively, our findings identify caspase-8 as a central non-apoptotic signaling hub that couples inflammatory-senescence circuits with fibrotic remodeling in chondrocytes. Consequently, caspase-8 represents a promising genetic and pharmacological therapeutic target, warranting further drug development and translational investigation.",2026,research-article; Journal Article,10.1186/s12964-026-02985-y,genetic_instrument
doi:10.1186/s12967-024-05823-2,europepmc,Mendelian randomization analyses support causal relationships between gut microbiome and longevity.,"Background Gut microbiome plays a significant role in longevity, and dysbiosis is indeed one of the hallmarks of aging. However, the causal relationship between gut microbiota and human longevity or aging remains elusive. Methods Our study assessed the causal relationships between gut microbiome and longevity using Mendelian Randomization (MR). Summary statistics for the gut microbiome were obtained from four genome-wide association study (GWAS) meta-analysis of the MiBioGen consortium (N = 18,340), Dutch Microbiome Project (N = 7738), German individuals (N = 8956), and Finland individuals (N = 5959). Summary statistics for Longevity were obtained from Five GWAS meta-analysis, including Human healthspan (N = 300,447), Longevity (N = 36,745), Lifespans (N = 1,012,240), Parental longevity (N = 389,166), and Frailty (one of the primary aging-linked physiological hallmarks, N = 175,226). Results Our findings reveal several noteworthy associations, including a negative correlation between Bacteroides massiliensis and longevity, whereas the genus Subdoligranulum and Alistipes, as well as species Alistipes senegalensis and Alistipes shahii, exhibited positive associations with specific longevity traits. Moreover, the microbial pathway of coenzyme A biosynthesis I, pyruvate fermentation to acetate and lactate II, and pentose phosphate pathway exhibited positive associations with two or more traits linked to longevity. Conversely, the TCA cycle VIII (helicobacter) pathway consistently demonstrated a negative correlation with lifespan and parental longevity. Conclusions Our findings of this MR study indicated many significant associations between gut microbiome and longevity. These microbial taxa and pathways may potentially play a protective role in promoting longevity or have a suppressive effect on lifespan.",2024,"Research Support, Non-U.S. Gov't; research-article; Journal Article",10.1186/s12967-024-05823-2,genetic_instrument
doi:10.1186/s12967-026-07766-2,europepmc,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,"Background Lung adenocarcinoma (LUAD) is the most common histological subtype of lung cancer and remains a leading cause of cancer-related mortality worldwide. Although, immunotherapy has become a cornerstone of first-line treatment, only 20-30% of patients achieve a durable clinical benefit, largely because of the complexity and heterogeneity of the tumour immune microenvironment. Emerging evidence indicates that cellular senescence, particularly within immune cells, contributes to tumour progression by impairing antitumour immunity; however, its mechanistic role in LUAD remains incompletely understood. Methods We performed an integrative multiomics analysis incorporating genome-wide association studies (GWASs), bulk RNA sequencing, single-cell RNA sequencing, and spatial transcriptomics to characterize immune heterogeneity in LUAD. Cellular senescence was validated by performing staining for senescence-associated β-galactosidase and the canonical markers p16 and p21. SHAP analysis was applied to evaluate the contribution of CXCL16 + macrophages. Functional roles were assessed using coculture assays, in vitro and in vivo tumour models, orthotopic tumour implantation, and multiplex immunofluorescence staining of clinical specimens. Results A summary data-based on Mendelian randomization analysis integrating GWAS and TCGA data identified CXCL16 as a senescence-associated gene that is causally linked to the LUAD risk. Single-cell RNA sequencing revealed that CXCL16 is predominantly expressed in macrophages, and the pseudotime analysis together with β-galactosidase staining confirmed its association with macrophage senescence. Spatial transcriptomics and immunofluorescence staining showed the marked enrichment of CXCL16 + macrophages in LUAD tissues. The cell-cell communication analysis further revealed a strong association between the number of CXCL16 + macrophages and the activation of the TGF-β signalling pathway within the tumour microenvironment. Functionally, CXCL16 + macrophages promoted LUAD progression via TGF-β signalling, as validated in vitro and in subcutaneous and orthotopic tumour models. Molecular dynamics simulations additionally suggested that LUAD patients with high levels of CXCL16 + macrophage infiltration may exhibit increased sensitivity to bosutinib. Conclusions CXCL16 promotes macrophage senescence, and senescent CXCL16 + macrophages drive LUAD progression through TGF-β signalling. These findings identify CXCL16 + macrophages as a biologically and therapeutically relevant immune cell population, highlighting a potential target for precision intervention in LUAD.",2026,research-article; Journal Article,10.1186/s12967-026-07766-2,genetic_instrument
doi:10.1186/s12986-025-00955-8,europepmc,"Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach.","Background Female reproductive diseases-including endometriosis (EMs), uterine fibroids (UFs), polycystic ovary syndrome (PCOS), gestational diabetes mellitus (GDM), eclampsia, ectopic pregnancy (EP), infertility, miscarriage, and ovarian aging-pose significant global health challenges. Metabolic syndrome (MetS) is characterized by a series of metabolic irregularities and has been linked to distinct plasma metabolomic profiles. Investigating the etiological connections among MetS, plasma metabolites, and female reproductive diseases is essential for devising effective prevention and treatment strategies. Objective This study sought to evaluate the causal relationships among MetS, plasma metabolites, and female reproductive diseases using a two-step Mendelian randomization (MR) methodology. Methods Initially, MR investigations were conducted to determine the causative impact of MetS on nine female reproductive diseases utilizing genome-wide association study (GWAS) data procured from European-descent populations. Statistically significant associations were identified for five diseases: UF, PCOS, GDM, eclampsia, and miscarriage. One hypothesis is that plasma metabolites may contribute to these associations. Subsequently, comprehensive MR analyses were performed using GWAS data on 233 plasma metabolites to examine causal relationships between these MetS-associated reproductive conditions and eight distinct classes of plasma metabolites. Sensitivity analyses, replication studies, and colocalization assessments were performed to validate the reliability of the outcomes. Results MetS was identified as a causal factor for increased risks of UF, PCOS, GDM, eclampsia, and miscarriage. Further MR analyses revealed that specific plasma metabolites might causally affect the risk of female reproductive diseases: Eclampsia: Protective associations were observed with lipid molecules in large and very large high-density lipoprotein (HDL) particles, including cholesterol esters and total cholesterol. Conversely, triglycerides in large HDL particles and indicators related to small HDL particles were linked to increased risk. PCOS: Risk factors included elevated levels of triglycerides in HDL particles, various very low-density lipoprotein metabolites, acetone, 3-hydroxybutyrate, and conjugated linoleic acid. GDM: Increased glucose levels were associated with increased GDM risk. Conclusions This investigation established that MetS causally elevates the risk of certain female reproductive diseases and identified plasma metabolites that influence these conditions. These findings enhance the understanding of the etiological pathways involved in MetS and reproductive disorders, highlighting plasma metabolites as potential biomarkers or therapeutic targets.",2025,research-article; Journal Article,10.1186/s12986-025-00955-8,genetic_instrument
