candidate_id,doi,title,year,sources,proposed_design_family,omics_layers,explicit_multiomics_match,layer_pair_match,formal_method_evidence,aging_evidence,algorithmic_score,candidate_status,expert_1_empirical_primary,expert_1_aging_eligible,expert_1_multiomics_eligible,expert_1_causal_method_eligible,expert_1_overall,expert_2_empirical_primary,expert_2_aging_eligible,expert_2_multiomics_eligible,expert_2_causal_method_eligible,expert_2_overall,adjudicated_empirical_primary,adjudicated_aging_eligible,adjudicated_multiomics_eligible,adjudicated_causal_method_eligible,adjudicated_status,adjudicated_design_family,adjudication_notes
doi:10.1016/j.stem.2026.05.009,10.1016/j.stem.2026.05.009,ZNF512B safeguards genome integrity at regulatory regions to repress the SASP and inflammation.,2026,pubmed,direct_perturbation,epigenomics;genomics,False,True,"In vivo, ZNF512B overexpression reduces DNA damage and inflammation following acute liver injury.","Cellular senescence drives aging and disease largely through the senescence-associated secretory phenotype (SASP), yet its regulatory mechanisms remain unclear.",5,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s44319-026-00791-8,10.1038/s44319-026-00791-8,roX1 and roX2 lncRNAs promote heterochromatinization in intestinal stem cells and impair longevity.,2026,europepmc;pubmed,direct_perturbation,epigenomics;genomics;transcriptomics,False,True,"Overexpression of roX RNAs promotes ISCs hyperplasia, while their inactivation mitigates ISCs dysplasia and extends lifespan.",Maintenance of the genome and epigenome stability is vital for animal longevity.,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1016/j.exger.2025.113017,10.1016/j.exger.2025.113017,Bidirectional associations between metabolic syndrome and epigenetic age acceleration: A 20-year longitudinal study in midlife adults.,2025,pubmed,formal_mediation,epigenomics;genomics,False,True,Mediation analysis examined whether EAA mediated the association between MetS severity across waves.,Bidirectional associations between metabolic syndrome and epigenetic age acceleration: A 20-year longitudinal study in midlife adults..,7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s43587-026-01069-3,10.1038/s43587-026-01069-3,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice.,2026,europepmc;pubmed,formal_mediation,metabolomics;microbiomics;transcriptomics,False,True,"Integrating metagenomics-based causal mediation analyses with serum untargeted metabolomics, we identify candidate microbial species and metabolites that may contribute to the observed effects.","Notably, earlier menopause is linked to shorter lifespan, yet the molecular mechanisms underlying ovarian aging remain poorly understood.",5,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s42523-026-00590-5,10.1186/s42523-026-00590-5,Multi-omics insights into the role of microencapsulated sodium butyrate on production performance in aged quails,2026,springernature,formal_mediation,metabolomics;microbiomics,True,True,Exploratory mediation analysis further suggested that specific metabolites may be involved in the associations between MSB-responsive bacteria and host reproductive traits.,"Overall, this study provides novel insights supporting the use of microencapsulated sodium butyrate as a functional feed additive for extending the productive lifespan of laying quails.",6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1101/2020.07.06.20147520,10.1101/2020.07.06.20147520,A Trans-Omic Mendelian Randomization Study of Parental Lifespan Uncovers Novel Aging Biology and Drug Candidates for Human Healthspan Extension,2020,europepmc,genetic_instrument,genomics;metabolomics;transcriptomics,False,True,A Trans-Omic Mendelian Randomization Study of Parental Lifespan Uncovers Novel Aging Biology and Drug Candidates for Human Healthspan Extension.,"Liver expression of HP, the gene encoding haptoglobin, and plasma haptoglobin levels were causally linked with parental lifespan.",10,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41467-024-52310-9,10.1038/s41467-024-52310-9,"A metabolomic profile of biological aging in 250,341 individuals from the UK Biobank.",2024,europepmc;scopus,genetic_instrument,genomics;metabolomics,False,True,"We conduct genome-wide association studies (GWAS) for these 325 biomarkers using whole-genome sequencing (WGS) data from 95,372 individuals and perform multivariable Mendelian randomization (MVMR) analyses, discovering 439 candidate ""biomarker - disease"" causal pairs at the nominal significance level.","A metabolomic profile of biological aging in 250,341 individuals from the UK Biobank..",6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1101/2025.11.15.25340310,10.1101/2025.11.15.25340310,A photoplethysmography-based aging clock reveals genetic determinants of arterial aging,2025,europepmc,genetic_instrument,genomics;transcriptomics,False,True,"Lastly, Mendelian randomization analysis identified ArtAgeGap as an intermediate biomarker in-between vascular risk factors and outcomes, with central adiposity, higher blood pressure, and type 2 diabetes increasing ArtAgeGap , and higher ArtAgeGap elevating the risks of coronary heart disease and stroke.",A photoplethysmography-based aging clock reveals genetic determinants of arterial aging.,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1136/heartjnl-2026-327950,10.1136/heartjnl-2026-327950,Abdominal adiposity and accelerated biological ageing in relation to general and cardiovascular ageing in Chinese adults.,2026,pubmed,genetic_instrument,epigenomics;metabolomics,False,True,These associations remained significant in Mendelian randomisation analyses.,Abdominal adiposity and accelerated biological ageing in relation to general and cardiovascular ageing in Chinese adults..,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1111/jcpe.14040,10.1111/jcpe.14040,Association between biological ageing and periodontitis: Evidence from a cross-sectional survey and multi-omics Mendelian randomization analysis.,2024,europepmc,genetic_instrument,genomics,True,False,Association between biological ageing and periodontitis: Evidence from a cross-sectional survey and multi-omics Mendelian randomization analysis..,MR analyses revealed causal associations between biological age measures and periodontitis risk.,12,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1007/s10522-025-10372-2,10.1007/s10522-025-10372-2,Association of plasma metabolites with epigenetic age acceleration: a two-sample Mendelian randomization study.,2025,europepmc;pubmed,genetic_instrument,genomics;metabolomics,False,True,Association of plasma metabolites with epigenetic age acceleration: a two-sample Mendelian randomization study..,Epigenetic age acceleration (EAA) is a biomarker of biological aging associated with multiple diseases.,11,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1016/j.athplu.2026.03.001,10.1016/j.athplu.2026.03.001,Associations of NMR metabolic biomarkers and arterial calcification: An observational and Mendelian randomization study within the BBMRI metabolomics consortium.,2026,europepmc;pubmed,genetic_instrument,genomics;metabolomics,False,True,Associations of NMR metabolic biomarkers and arterial calcification: An observational and Mendelian randomization study within the BBMRI metabolomics consortium..,"Methods This study included participants from the Rotterdam Study (RS, N = 1062), Leiden Longevity Study (LLS, N = 272), and UK Biobank (UKBB, N = 271,793).",8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1111/acel.70310,10.1111/acel.70310,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.,2026,europepmc,genetic_instrument,proteomics,True,False,"Finally, Mendelian randomization analyses revealed a causal effect of MDD on systemic and brain-specific proteomic aging acceleration.",Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis..,7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.21203/rs.3.rs-6716774/v1,10.21203/rs.3.rs-6716774/v1,"Biological aging acceleration in major depressive disorder: a multi-omics, multi-modal analyses",2025,europepmc,genetic_instrument,proteomics,True,False,"Finally, Mendelian randomization analyses revealed a causal effect of MDD on systemic and brain proteomic aging acceleration.","Biological aging acceleration in major depressive disorder: a multi-omics, multi-modal analyses.",7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1080/17460913.2024.2417608,10.1080/17460913.2024.2417608,Causal associations between gut <i>Bifidobacteriaceae</i> and transplant failure: a Mendelian randomization study.,2025,europepmc,genetic_instrument,genomics;microbiomics,False,True,Bifidobacteriaceae instrumental variables were enriched in pathways related to synapses and membranes.,Aim: Transplant rejection and failure are the primary causes of shortened lifespan in transplant patients and are closely associated with the status of the human immune system.,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1016/j.archger.2025.105765,10.1016/j.archger.2025.105765,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.,2025,europepmc,genetic_instrument,genomics;metabolomics,True,True,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study..,The effects of Akkermansia muciniphila on aging were also examined in Caenorhabditis elegans by measuring both lifespan and healthspan.,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s12986-025-00955-8,10.1186/s12986-025-00955-8,"Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach.",2025,europepmc,genetic_instrument,genomics;metabolomics,False,True,"Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach..","Background Female reproductive diseases-including endometriosis (EMs), uterine fibroids (UFs), polycystic ovary syndrome (PCOS), gestational diabetes mellitus (GDM), eclampsia, ectopic pregnancy (EP), infertility, miscarriage, and ovarian aging-pose significant global health challenges.",6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1007/s00406-025-02170-1,10.1007/s00406-025-02170-1,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study.,2026,europepmc;pubmed,genetic_instrument,epigenomics;genomics;proteomics;transcriptomics,True,True,Methods We conducted a multi-stage Mendelian randomization (SMR) study.,"However, the causal roles of specific cellular senescence-related genes in distinct sleep disorders subtypes remain unclear.",12,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.2147/ccid.s598554,10.2147/ccid.s598554,"Deciphering the Causal Links Among Metabolomics, Ageing Phenotypes, and Pathological Scars: A Two-Sample Mendelian Randomization Study.",2026,europepmc;pubmed,genetic_instrument,genomics;metabolomics,False,True,"Deciphering the Causal Links Among Metabolomics, Ageing Phenotypes, and Pathological Scars: A Two-Sample Mendelian Randomization Study..","Methods We integrated large-scale GWAS data from European populations, including 1400 blood metabolites (n=8299), telomere length (n=438,351), epigenetic age (n=41,000), HS (2068 cases/465,673 controls), and keloids (4086 cases/1,278,496 controls).",8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41467-024-52967-2,10.1038/s41467-024-52967-2,Depletion of loss-of-function germline mutations in centenarians reveals longevity genes.,2024,europepmc,genetic_instrument,genomics,True,False,"Mendelian randomization and multi-omic analyses on these genes identified RGP1, PCNX2, and ANO9 as longevity genes with consistent causal effects on multiple aging-related traits and altered expression during aging.",Depletion of loss-of-function germline mutations in centenarians reveals longevity genes..,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s13148-025-01927-8,10.1186/s13148-025-01927-8,Epigenetic age acceleration and allergic diseases: a bidirectional two-sample Mendelian randomization study.,2025,europepmc,genetic_instrument,epigenomics;genomics,False,True,Instrumental variables were constructed using single nucleotide polymorphisms.,Epigenetic age acceleration and allergic diseases: a bidirectional two-sample Mendelian randomization study..,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.18632/aging.206306,10.18632/aging.206306,"Evaluating the nonlinear effects of sleep duration on biological aging across phenotypic, genomic, and epigenomic data.",2025,europepmc,genetic_instrument,epigenomics;genomics,False,True,"Using phenotypic and genomic data from the UK Biobank (n=442,664), we applied multivariable linear regression, restricted cubic splines, and Mendelian randomization (MR) to analyze nonlinear relationships between self-reported sleep duration and biomarkers of accelerated aging: PhenoAge acceleration (PhenoAgeAccel), BioAge acceleration (BioAgeAccel), and leukocyte telomere length (LTL).","Evaluating the nonlinear effects of sleep duration on biological aging across phenotypic, genomic, and epigenomic data..",8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s13148-026-02184-z,10.1186/s13148-026-02184-z,"Genetic and epigenetic underpinnings of biological aging: a multi-omics study integrating Mendelian randomization, spatial transcriptomics, and drug target discovery.",2026,europepmc;pubmed;springernature,genetic_instrument,genomics;transcriptomics,True,True,"Genetic and epigenetic underpinnings of biological aging: a multi-omics study integrating Mendelian randomization, spatial transcriptomics, and drug target discovery..","The chromosome 6p21 NHLRC1-TPMT locus, overwhelmingly driven by methylation QTL signals (-log₁₀P = 26.06), emerged as the dominant genetic node of epigenetic aging.",13,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41514-025-00205-4,10.1038/s41514-025-00205-4,Genetic determinants of proteomic aging.,2025,europepmc,genetic_instrument,genomics;proteomics,False,True,Mendelian randomisation analyses showed causal effects of higher BMI and type 2 diabetes on faster proteomic age acceleration.,Genetic determinants of proteomic aging..,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1007/s10522-026-10475-4,10.1007/s10522-026-10475-4,Genetic evidence links hypertension to accelerated brain aging.,2026,europepmc;pubmed;springernature,genetic_instrument,genomics;transcriptomics,False,True,"TWAS identified 15 shared Hypertension-BAG genes, 10 supported by SMR.",Genetic evidence links hypertension to accelerated brain aging..,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1097/md.0000000000049310,10.1097/md.0000000000049310,Genetic evidence that advanced COVID-19 accelerates longitudinal brain atrophy: A Mendelian randomization study.,2026,europepmc;pubmed,genetic_instrument,genomics;metabolomics;proteomics,True,True,Genetic evidence that advanced COVID-19 accelerates longitudinal brain atrophy: A Mendelian randomization study..,Seven variants were shared between advanced COVID-19 and global brain aging.,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.21203/rs.3.rs-5926137/v1,10.21203/rs.3.rs-5926137/v1,"Genomics of diffusion-imaging integrating GWAS, exome data and single-cell sequencing unravels lifespan determinants of cerebral small vessel disease",2025,europepmc,genetic_instrument,genomics,True,False,"Mendelian randomization supported causal association of higher blood pressure with larger PSMD values, and of larger PSMD with an increased risk of stroke, especially intracerebral hemorrhage.","Genomics of diffusion-imaging integrating GWAS, exome data and single-cell sequencing unravels lifespan determinants of cerebral small vessel disease.",9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1007/s40520-024-02877-6,10.1007/s40520-024-02877-6,Gut microbiota and epigenetic age acceleration: a bi-directional Mendelian randomization study.,2024,europepmc,genetic_instrument,genomics;microbiomics,False,True,Gut microbiota and epigenetic age acceleration: a bi-directional Mendelian randomization study..,Gut microbiota and epigenetic age acceleration: a bi-directional Mendelian randomization study..,11,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1007/s12031-025-02314-x,10.1007/s12031-025-02314-x,Identification of Therapeutic Targets for Premature Ovarian Failure Through Mendelian Randomization and Colocalization Analysis Using Human Plasma Proteomics.,2025,europepmc,genetic_instrument,genomics;proteomics,False,True,SMR analysis confirmed TNXB as a risk factor for POF.,"Premature ovarian failure (POF) accelerates ovarian aging, leading to menstrual irregularities, reduced fertility, and decreased estrogen levels.",6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1007/s11357-025-01794-4,10.1007/s11357-025-01794-4,Identification of gut microbiota causally associated with aging and longevity and mediation roles of the cerebrospinal fluid proteins: proteomic genetic evidence from Mendelian randomization.,2026,europepmc,genetic_instrument,genomics;microbiomics;proteomics,False,True,Identification of gut microbiota causally associated with aging and longevity and mediation roles of the cerebrospinal fluid proteins: proteomic genetic evidence from Mendelian randomization..,"Nine taxa exhibited causal associations with longevity-related phenotypes, such as the Bacteroides vulgatus and Blautia.",12,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.64898/2026.02.01.26345311,10.64898/2026.02.01.26345311,In Silico Network Perturbation Reveals Hierarchical Roles of DNA Repair and Glycosylation Linking Exercise to Human Ageing Clocks,2026,europepmc,genetic_instrument,epigenomics;proteomics;transcriptomics,True,True,"Genetically proxied habitual vigorous physical activity (VPA) is integrated with multi-omic Mendelian randomisation (MR) across epigenomic, transcriptomic, proteomic, and glycomic layers to construct a causal, exercise-adapted molecular network.",In Silico Network Perturbation Reveals Hierarchical Roles of DNA Repair and Glycosylation Linking Exercise to Human Ageing Clocks.,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1093/hmg/ddae189,10.1093/hmg/ddae189,Integrated multi-omics analysis revealed the molecular networks and potential targets of cellular senescence in Alzheimer's disease.,2025,europepmc,genetic_instrument,epigenomics;genomics;transcriptomics,True,True,"To further explore the causal role of these genes, an integrative mendelian randomization analysis was conducted, combining AD genome-wide association study summary statistics with expression quantitative trait loci (eQTL) and DNA methylation quantitative trait loci (mQTL) data from blood samples, which identified five putative AD-causal genes (CENPW, EXOSC9, HSPB11, SLC44A2, and SLFN12) and 18 corresponding DNA methylation probes.",Cellular senescence (CS) is a hallmark of Alzheimer's disease (AD).,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.14336/ad.2026.0356,10.14336/ad.2026.0356,Integrating AI and Causal Genetics to Prioritize Therapeutic Targets for Aging and Age-Related Diseases.,2026,europepmc;pubmed,genetic_instrument,genomics;transcriptomics,True,True,"Mendelian randomization analyses provided genetic causal support for IL6, IL6R, NLRP3, NOS2, TLR4, and GLP1R in aging-related traits and multiple ARDs, highlighting potential opportunities for drug repurposing.","Co-localization analyses suggested that the same genetic variants influencing IL6R expression are also associated with parental survival, a proxy for human lifespan, supporting a role for IL-6 signaling in longevity, and indicated a shared genetic signal at the NOS2 locus associated with rheumatoid arthritis risk.",7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1016/j.jhazmat.2025.140429,10.1016/j.jhazmat.2025.140429,Integrative epidemiological and spatial multi-omics analyses reveal SPP1⁺ macrophages with senescence-like features as key mediators linking NO₂ exposure to coronary heart disease.,2025,europepmc,genetic_instrument,transcriptomics,True,False,"To strengthen causal inference and minimize residual confounding, we applied propensity score matching (PSM) to balance baseline characteristics across exposure groups, and conducted Mendelian randomization (MR) using NO₂-associated genetic instruments.",Biological aging was assessed using KDMAge and PhenoAge.,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1016/j.xgen.2026.101218,10.1016/j.xgen.2026.101218,Interferon-related inflammaging links epigenetic age acceleration to multimorbidity.,2026,pubmed,genetic_instrument,epigenomics;proteomics,False,True,"Mendelian randomization analyses showed that blood concentrations of important inflammatory cytokines associated with the interferon pathway (CXCL9, CXCL10, CCL11, and IL-18) increase with age and are causal drivers of epigenetic age acceleration and age-related diseases.",Interferon-related inflammaging links epigenetic age acceleration to multimorbidity..,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.3389/fendo.2025.1661666,10.3389/fendo.2025.1661666,Investigating the causal role of cellular senescence-related genes in preeclampsia: a multi-omics Mendelian randomization study with differential expression analysis.,2025,europepmc,genetic_instrument,genomics;proteomics,True,True,"Integration of SMR/HEIDI tests and colocalization (PPH4 > 0.5) prioritized 12 eQTLs, 62 mQTLs, and 2 pQTLs linked to preeclampsia.",Background The causal role of cellular senescence in preeclampsia pathogenesis is not fully established.,13,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1002/brb3.70937,10.1002/brb3.70937,Longevity Code: Lipidome Associations and Mediated Metabolite Effects.,2025,europepmc,genetic_instrument,genomics;metabolomics,False,True,The purpose of this study was to assess the causal effects of lipidome on longevity and the mediated effects of metabolites using Mendelian randomization (MR).,Longevity Code: Lipidome Associations and Mediated Metabolite Effects..,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41591-025-03999-8,10.1038/s41591-025-03999-8,MRI-based multi-organ clocks for healthy aging and disease assessment,2025,europepmc;semantic_scholar,genetic_instrument,genomics;metabolomics;proteomics,True,True,"Genetic correlation and Mendelian randomization analyses support organ-specific and cross-organ interconnection, including 24 non-MRI biological aging clocks and 525 disease endpoints.",Biological aging clocks across organ systems and tissues have advanced understanding of human aging and disease.,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1001/jamapsychiatry.2024.1429,10.1001/jamapsychiatry.2024.1429,"Major Psychiatric Disorders, Substance Use Behaviors, and Longevity.",2024,europepmc,genetic_instrument,epigenomics;genomics;proteomics;transcriptomics,True,True,"Design, settings, and participants This 2-sample mendelian randomization (MR) study assessed associations between psychiatric disorders, substance use behaviors, and longevity using single-variable and multivariable models.",Additional outcomes were epigenetic age acceleration (EAA) clocks.,10,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.21203/rs.3.rs-2114482/v1,10.21203/rs.3.rs-2114482/v1,Mendelian randomization analyses reveal causal relationships between the human microbiome and longevity,2022,europepmc,genetic_instrument,genomics;microbiomics,False,True,Mendelian randomization analyses reveal causal relationships between the human microbiome and longevity.,We also identified abundant causalities between the oral microbiome and longevity.,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41598-023-31115-8,10.1038/s41598-023-31115-8,Mendelian randomization analyses reveal causal relationships between the human microbiome and longevity.,2023,europepmc,genetic_instrument,genomics;microbiomics,False,True,Mendelian randomization analyses reveal causal relationships between the human microbiome and longevity..,We also identified abundant links between the oral microbiome and longevity.,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s12967-024-05823-2,10.1186/s12967-024-05823-2,Mendelian randomization analyses support causal relationships between gut microbiome and longevity.,2024,europepmc,genetic_instrument,genomics;microbiomics,False,True,Mendelian randomization analyses support causal relationships between gut microbiome and longevity..,Mendelian randomization analyses support causal relationships between gut microbiome and longevity..,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s43587-021-00159-8,10.1038/s43587-021-00159-8,Mendelian randomization of genetically independent aging phenotypes identifies LPA and VCAM1 as biological targets for human aging.,2022,europepmc,genetic_instrument,genomics;proteomics,False,True,Mendelian randomization of genetically independent aging phenotypes identifies LPA and VCAM1 as biological targets for human aging..,"In the present study, we combine six European-ancestry genome-wide association studies of human aging traits-healthspan, father and mother lifespan, exceptional longevity, frailty index and self-rated health-in a principal component framework that maximizes their shared genetic architecture.",8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s13073-024-01322-7,10.1186/s13073-024-01322-7,Metabolome-wide Mendelian randomization for age at menarche and age at natural menopause.,2024,europepmc,genetic_instrument,genomics;metabolomics,False,True,Metabolome-wide Mendelian randomization for age at menarche and age at natural menopause..,This underscores the significance of specific metabolic pathways in the biology of female reproductive longevity.,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41380-026-03703-3,10.1038/s41380-026-03703-3,Metabolomic signatures of brain aging: A multimodal and genetic study,2026,europepmc;pubmed;springernature,genetic_instrument,genomics;metabolomics,False,True,"Genome-wide association studies (GWAS) identified 392 BAG-associated single-nucleotide polymorphisms (SNPs) ( P < 5 × 10⁻⁸), and two-sample Mendelian randomization (MR) provided evidence supporting a potential causal role of glucose in accelerating brain aging.",Metabolomic signatures of brain aging: A multimodal and genetic study.,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41467-023-37729-w,10.1038/s41467-023-37729-w,Multi-omic underpinnings of epigenetic aging and human longevity,2023,europepmc;semantic_scholar,genetic_instrument,genomics;metabolomics;transcriptomics,True,True,"In parallel, cis-instrument Mendelian randomization of the druggable genome associates TPMT and NHLRC1 with epigenetic aging, supporting transcriptomic imputation findings.",Multi-omic underpinnings of epigenetic aging and human longevity.,11,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.3389/fimmu.2024.1426474,10.3389/fimmu.2024.1426474,Multi-omics analysis and experimental validation of the value of monocyte-associated features in prostate cancer prognosis and immunotherapy,2024,semantic_scholar,genetic_instrument,,True,False,Mendelian randomization analysis of the association of HLA-DR high-expressing monocytes with PRAD.,Gene enrichment analysis revealed the association of CCNA2 with the regulation of cell cycle and cellular senescence in PRAD.,5,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s12964-026-02985-y,10.1186/s12964-026-02985-y,"Multi-omics and experimental evidence in human chondrocytes identify caspase-8 as a non-apoptotic regulator of inflammatory, senescent, and fibrotic signaling in osteoarthritis.",2026,europepmc;pubmed;springernature,genetic_instrument,epigenomics;proteomics;transcriptomics,True,True,"Finally, MR and SMR/HEIDI analyses supported CASP8 as a causal risk regulator for knee OA, influenced by multi-tissue expression and epigenetic regulation.","Background Osteoarthritis (OA) is characterized by chronic inflammation, cellular senescence, and progressive cartilage remodeling, yet effective disease-modifying therapeutic targets remain limited.",8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1097/md.0000000000047376,10.1097/md.0000000000047376,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,2026,europepmc;pubmed,genetic_instrument,genomics;transcriptomics,True,True,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis..,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis..,13,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
