record_id,doi,title,graph_root,graph_path,docling_markdown_path,source_path,graph_candidate_count,aging_construct_nodes,omics_layer_nodes,causal_analysis_nodes
doi:10.1038/s43587-023-00451-9,10.1038/s43587-023-00451-9,Multi-omic rejuvenation and lifespan extension upon exposure to youthful circulation,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_48e3a065d7269ec5/doi_48e3a065d7269ec5_docling_json_20260809_031945/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_48e3a065d7269ec5/doi_48e3a065d7269ec5_docling_json_20260809_031945/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/48e3a065d7269ec5.pdf,1,10,5,1
doi:10.1038/s43587-023-00460-8,10.1038/s43587-023-00460-8,Impaired BCAA catabolism in adipose tissues promotes age-associated metabolic derangement.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_f488107ae51ecd57/doi_f488107ae51ecd57_docling_json_20260809_032034/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_f488107ae51ecd57/doi_f488107ae51ecd57_docling_json_20260809_032034/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/f488107ae51ecd57.pdf,1,9,5,4
doi:10.1038/s43587-026-01100-7,10.1038/s43587-026-01100-7,Multiomic single-cell perturbation screens reveal critical lncRNA regulators of senescence.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_ed7083b490beff1d/doi_ed7083b490beff1d_docling_json_20260809_031952/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_ed7083b490beff1d/doi_ed7083b490beff1d_docling_json_20260809_031952/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/ed7083b490beff1d.html,1,8,7,4
doi:10.1080/15548627.2025.2561073,10.1080/15548627.2025.2561073,Urolithin Α modulates inter-organellar communication via calcium-dependent mitophagy to promote healthy ageing,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_9bd21f903f00005b/doi_9bd21f903f00005b_docling_json_20260809_032147/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_9bd21f903f00005b/doi_9bd21f903f00005b_docling_json_20260809_032147/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/9bd21f903f00005b.pdf,1,10,3,5
doi:10.1093/bib/bbag271,10.1093/bib/bbag271,StackAge: an ensemble-based clock for precise quantification of biological age using multi-omics data,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_3095090048b86d78/doi_3095090048b86d78_docling_json_20260809_031725/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_3095090048b86d78/doi_3095090048b86d78_docling_json_20260809_031725/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/3095090048b86d78.pdf,1,6,2,1
doi:10.1093/brain/awaf282,10.1093/brain/awaf282,Compensatory roles of STT3A and ALG5 in glucose metabolism of aged macaque hippocampus.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_90f90bb445a6eae7/doi_90f90bb445a6eae7_docling_json_20260809_032104/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_90f90bb445a6eae7/doi_90f90bb445a6eae7_docling_json_20260809_032104/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/90f90bb445a6eae7.pdf,1,8,5,3
doi:10.1093/eurheartj/ehad361,10.1093/eurheartj/ehad361,Subclinical atherosclerosis and accelerated epigenetic age mediated by inflammation: a multi-omics study,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_4d8760b707f819ef/doi_4d8760b707f819ef_docling_json_20260809_031732/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_4d8760b707f819ef/doi_4d8760b707f819ef_docling_json_20260809_031732/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/4d8760b707f819ef.pdf,1,6,5,2
doi:10.1093/geroni/igaa057.414,10.1093/geroni/igaa057.414,Metabolic Regulation of Longevity by One-Carbon Metabolism and Flavin-Containing Monooxygenase,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_f3d339a73c7aa4dd/doi_f3d339a73c7aa4dd_docling_json_20260809_032204/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_f3d339a73c7aa4dd/doi_f3d339a73c7aa4dd_docling_json_20260809_032204/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/f3d339a73c7aa4dd.pdf,1,7,4,5
doi:10.1093/geroni/igac059.2661,10.1093/geroni/igac059.2661,OXR1 STABILIZES THE RETROMER TO EXTEND LIFESPAN AND NEURONAL HEALTH BY DIETARY RESTRICTION,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_ce9a3dd301976d15/doi_ce9a3dd301976d15_docling_json_20260809_031818/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_ce9a3dd301976d15/doi_ce9a3dd301976d15_docling_json_20260809_031818/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/ce9a3dd301976d15.pdf,1,9,4,7
doi:10.1093/geroni/igad104.1942,10.1093/geroni/igad104.1942,BIOLOGICAL AGE REDUCTION AND LIFESPAN EXTENSION UPON YOUTHFUL CIRCULATION EXPOSURE,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_31256d2cb54f929e/doi_31256d2cb54f929e_docling_json_20260809_031934/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_31256d2cb54f929e/doi_31256d2cb54f929e_docling_json_20260809_031934/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/31256d2cb54f929e.pdf,1,8,5,2
doi:10.1093/geroni/igae098.2630,10.1093/geroni/igae098.2630,MULTIMODEL APPROACHES IDENTIFY CONSERVED ROLE OF TRP CATABOLIC PATHWAY IN THE REGULATION OF LIFE- AND HEALTHSPAN,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_5cbb907c49d1a9a4/doi_5cbb907c49d1a9a4_docling_json_20260809_031800/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_5cbb907c49d1a9a4/doi_5cbb907c49d1a9a4_docling_json_20260809_031800/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/5cbb907c49d1a9a4.pdf,1,8,4,2
doi:10.1093/geroni/igaf122.3850,10.1093/geroni/igaf122.3850,Targeting Vascular Aging in Progeria by mTOR Inhibitors from Multi-Omics Screening,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_4a012b9c4a8fd193/doi_4a012b9c4a8fd193_docling_json_20260809_032303/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_4a012b9c4a8fd193/doi_4a012b9c4a8fd193_docling_json_20260809_032303/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/4a012b9c4a8fd193.pdf,1,8,4,1
doi:10.1093/plphys/kiaa034,10.1093/plphys/kiaa034,Multi-omics approach reveals the contribution of KLU to leaf longevity and drought tolerance.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_02d3a54d640a3ffc/doi_02d3a54d640a3ffc_docling_json_20260809_031839/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_02d3a54d640a3ffc/doi_02d3a54d640a3ffc_docling_json_20260809_031839/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/02d3a54d640a3ffc.pdf,1,3,3,2
doi:10.1097/md.0000000000047376,10.1097/md.0000000000047376,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_7aff681a45fab3b3/doi_7aff681a45fab3b3_docling_json_20260809_031923/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_7aff681a45fab3b3/doi_7aff681a45fab3b3_docling_json_20260809_031923/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/7aff681a45fab3b3.pdf,1,5,4,2
doi:10.1101/2025.06.19.660635,10.1101/2025.06.19.660635,Downregulation of LATS1/2 Drives Endothelial Senescence-Associated Stemness (SAS) and Atherothrombotic Lesion Formation,data/full_text_graph/v1.1.0_oversized_20k_seek65_luna_light,data/full_text_graph/v1.1.0_oversized_20k_seek65_luna_light/artifacts/record_7213871ffa36bd89/record_7213871ffa36bd89_docling_json_20260811_174559/docling_graph/graph.json,data/full_text_graph/v1.1.0_oversized_20k_seek65_luna_light/artifacts/record_7213871ffa36bd89/record_7213871ffa36bd89_docling_json_20260811_174559/docling/document.md,data/full_text/v1.1.2_oversized_20k_seek66/files/7213871ffa36bd89.html,1,4,4,3
doi:10.1101/2025.10.29.685384,10.1101/2025.10.29.685384,The Age-Dependent Resident Myonuclear Multi-Omic Response to a Skeletal Muscle Hypertrophic Stimulus,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_dbb18a29ffa90eda/doi_dbb18a29ffa90eda_docling_json_20260809_031922/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_dbb18a29ffa90eda/doi_dbb18a29ffa90eda_docling_json_20260809_031922/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/dbb18a29ffa90eda.pdf,1,6,5,2
doi:10.1111/acel.13497,10.1111/acel.13497,A trans-omic Mendelian randomization study of parental lifespan uncovers novel aging biology and therapeutic candidates for chronic diseases.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_3235f5ac26693f37/doi_3235f5ac26693f37_docling_json_20260809_032335/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_3235f5ac26693f37/doi_3235f5ac26693f37_docling_json_20260809_032335/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/3235f5ac26693f37.pdf,1,8,6,5
doi:10.1111/acel.13852,10.1111/acel.13852,Dysregulated cellular redox status during hyperammonemia causes mitochondrial dysfunction and senescence by inhibiting sirtuin‐mediated deacetylation,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_f0e85b815134bf55/doi_f0e85b815134bf55_docling_json_20260809_032257/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_f0e85b815134bf55/doi_f0e85b815134bf55_docling_json_20260809_032257/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/f0e85b815134bf55.pdf,1,4,5,3
doi:10.1111/acel.70064,10.1111/acel.70064,Aged Gut Microbiota Contributes to Cognitive Impairment and Hippocampal Synapse Loss in Mice,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_682a64714ac9f395/doi_682a64714ac9f395_docling_json_20260809_032356/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_682a64714ac9f395/doi_682a64714ac9f395_docling_json_20260809_032356/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/682a64714ac9f395.pdf,1,8,5,4
doi:10.1111/acel.70103,10.1111/acel.70103,Multi-Omics Analysis Reveals Biomarkers That Contribute to Biological Age Rejuvenation in Response to Single-Blinded Randomized Placebo-Controlled Therapeutic Plasma Exchange.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_23b791406911bbd7/doi_23b791406911bbd7_docling_json_20260809_032451/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_23b791406911bbd7/doi_23b791406911bbd7_docling_json_20260809_032451/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/23b791406911bbd7.pdf,1,7,7,1
doi:10.1111/acel.70328,10.1111/acel.70328,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_6a6e108f4e0bb76a/doi_6a6e108f4e0bb76a_docling_json_20260809_031837/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_6a6e108f4e0bb76a/doi_6a6e108f4e0bb76a_docling_json_20260809_031837/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/6a6e108f4e0bb76a.pdf,1,5,4,4
doi:10.1111/acel.70498,10.1111/acel.70498,Multi-Omics Reveals Mechanisms of Metabolic Rejuvenation in Aged Mice and Pre-Frail Older Men by Losartan.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_c94b578c4f19a44d/doi_c94b578c4f19a44d_docling_json_20260809_032016/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_c94b578c4f19a44d/doi_c94b578c4f19a44d_docling_json_20260809_032016/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/c94b578c4f19a44d.pdf,1,12,2,3
doi:10.1111/acel.70564,10.1111/acel.70564,Sex-Specific Regulation of the Turandot Gene Family Modulates Temperature-Dependent Lifespan in Drosophila melanogaster.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_7dcaf0c9d1fcc1f3/doi_7dcaf0c9d1fcc1f3_docling_json_20260809_032535/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_7dcaf0c9d1fcc1f3/doi_7dcaf0c9d1fcc1f3_docling_json_20260809_032535/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/7dcaf0c9d1fcc1f3.pdf,1,7,2,4
doi:10.1126/sciadv.adu2294,10.1126/sciadv.adu2294,Multiomic identification of senescent stem cell populations critical for osteoarthritis progression and therapy in subchondral bones.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_3a71e49045b4f0b5/doi_3a71e49045b4f0b5_docling_json_20260809_032502/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_3a71e49045b4f0b5/doi_3a71e49045b4f0b5_docling_json_20260809_032502/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/3a71e49045b4f0b5.pdf,1,7,3,3
doi:10.1128/msystems.01665-24,10.1128/msystems.01665-24,Microbiota-derived indole acetic acid extends lifespan through the AhR-Sirt2 pathway in Drosophila,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_c3e25e42195e076b/doi_c3e25e42195e076b_docling_json_20260809_032602/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_c3e25e42195e076b/doi_c3e25e42195e076b_docling_json_20260809_032602/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/c3e25e42195e076b.pdf,1,9,5,4
doi:10.1161/circresaha.125.327427,10.1161/circresaha.125.327427,LATS1/2-CD38 Metabolic Rewiring Links Senescence to Intraplaque Thrombosis.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_bdba62868d595869/doi_bdba62868d595869_docling_json_20260809_032706/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_bdba62868d595869/doi_bdba62868d595869_docling_json_20260809_032706/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/bdba62868d595869.html,1,6,5,5
doi:10.1172/jci.insight.154089,10.1172/jci.insight.154089,Metabolic reprogramming during hyperammonemia targets mitochondrial function and postmitotic senescence.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_069d73da3ebb5c9d/doi_069d73da3ebb5c9d_docling_json_20260809_032833/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_069d73da3ebb5c9d/doi_069d73da3ebb5c9d_docling_json_20260809_032833/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/069d73da3ebb5c9d.pdf,1,5,5,3
doi:10.1172/jci.insight.174007,10.1172/jci.insight.174007,Targeted Bmal1 restoration in muscle prolongs lifespan with systemic health effects in aging model.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_e3200f6401ab8c4f/doi_e3200f6401ab8c4f_docling_json_20260809_032636/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_e3200f6401ab8c4f/doi_e3200f6401ab8c4f_docling_json_20260809_032636/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/e3200f6401ab8c4f.pdf,1,7,3,1
doi:10.1186/s11658-026-00879-y,10.1186/s11658-026-00879-y,HK2-driven histone H3K18 lactylation promotes stromal cell senescence and decidualization deficiency in URSA via CUX1-mediated SASP factor transcription,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_b45af27c360b7634/doi_b45af27c360b7634_docling_json_20260809_032012/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_b45af27c360b7634/doi_b45af27c360b7634_docling_json_20260809_032012/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/b45af27c360b7634.pdf,1,5,5,9
doi:10.1186/s12964-026-02985-y,10.1186/s12964-026-02985-y,"Multi-omics and experimental evidence in human chondrocytes identify caspase-8 as a non-apoptotic regulator of inflammatory, senescent, and fibrotic signaling in osteoarthritis",data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_9eec505bb5091c11/doi_9eec505bb5091c11_docling_json_20260809_032111/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_9eec505bb5091c11/doi_9eec505bb5091c11_docling_json_20260809_032111/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/9eec505bb5091c11.pdf,1,5,8,5
doi:10.1186/s12967-026-07766-2,10.1186/s12967-026-07766-2,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_b9624237438f1188/doi_b9624237438f1188_docling_json_20260809_032022/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_b9624237438f1188/doi_b9624237438f1188_docling_json_20260809_032022/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/b9624237438f1188.pdf,1,4,5,3
doi:10.1186/s12974-025-03588-z,10.1186/s12974-025-03588-z,Profilin 1 controls a microglial cytoskeleton checkpoint to prevent senescence and premature synaptic decline.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_cb984c038f0b425c/doi_cb984c038f0b425c_docling_json_20260809_032115/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_cb984c038f0b425c/doi_cb984c038f0b425c_docling_json_20260809_032115/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/cb984c038f0b425c.pdf,1,6,6,1
doi:10.1186/s13020-025-01154-6,10.1186/s13020-025-01154-6,Multi-omics reveals mechanism of Qi-Po-Sheng-Mai granule in reducing atrial fibrillation susceptibility in aged rats.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_25a9e2e17257fa49/doi_25a9e2e17257fa49_docling_json_20260809_032226/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_25a9e2e17257fa49/doi_25a9e2e17257fa49_docling_json_20260809_032226/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/25a9e2e17257fa49.pdf,1,9,3,2
doi:10.1186/s13287-023-03415-3,10.1186/s13287-023-03415-3,Anti-aging mechanism of different age donor-matched adipose-derived stem cells,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_48521c8851664232/doi_48521c8851664232_docling_json_20260809_032206/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_48521c8851664232/doi_48521c8851664232_docling_json_20260809_032206/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/48521c8851664232.pdf,1,8,2,2
doi:10.1186/s40364-023-00458-9,10.1186/s40364-023-00458-9,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_bb39cc140aecb9bc/doi_bb39cc140aecb9bc_docling_json_20260809_032123/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_bb39cc140aecb9bc/doi_bb39cc140aecb9bc_docling_json_20260809_032123/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/bb39cc140aecb9bc.pdf,1,4,7,3
doi:10.14336/ad.2026.0356,10.14336/ad.2026.0356,Integrating AI and Causal Genetics to Prioritize Therapeutic Targets for Aging and Age-Related Diseases.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_607fb11b82e9523c/doi_607fb11b82e9523c_docling_json_20260809_032246/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_607fb11b82e9523c/doi_607fb11b82e9523c_docling_json_20260809_032246/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/607fb11b82e9523c.pdf,1,7,3,3
doi:10.20892/j.issn.2095-3941.2025.0691,10.20892/j.issn.2095-3941.2025.0691,Integrative multi-omic analysis identified ERBB2 mutations and senescence-driven immune suppression as dual therapeutic targets in LAR triple-negative breast cancer,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_472fd51f97cc3e5f/doi_472fd51f97cc3e5f_docling_json_20260809_032926/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_472fd51f97cc3e5f/doi_472fd51f97cc3e5f_docling_json_20260809_032926/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/472fd51f97cc3e5f.pdf,1,4,4,4
doi:10.21037/tcr-2026-1-0264,10.21037/tcr-2026-1-0264,A senescence-based machine learning model prognosticates and personalizes therapy in cervical cancer,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_2b6595596a732fb9/doi_2b6595596a732fb9_docling_json_20260809_033029/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_2b6595596a732fb9/doi_2b6595596a732fb9_docling_json_20260809_033029/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/2b6595596a732fb9.pdf,1,1,1,0
doi:10.21203/rs.3.rs-1264931/v1,10.21203/rs.3.rs-1264931/v1,Multi-omics analysis reveals a non-canonical regulatory pattern of UPL3 on carbon metabolism related cell senescence,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_b40c5876af3cc4a0/doi_b40c5876af3cc4a0_docling_json_20260809_032343/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_b40c5876af3cc4a0/doi_b40c5876af3cc4a0_docling_json_20260809_032343/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/b40c5876af3cc4a0.pdf,1,8,5,3
doi:10.2147/jir.s525168,10.2147/jir.s525168,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_6f49e1073cfbdc76/doi_6f49e1073cfbdc76_docling_json_20260809_031930/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_6f49e1073cfbdc76/doi_6f49e1073cfbdc76_docling_json_20260809_031930/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/6f49e1073cfbdc76.pdf,1,4,5,1
doi:10.2147/jir.s545622,10.2147/jir.s545622,Retinoic Acid-Loaded Cartilage Organoids Attenuate Chondrocyte Senescence in Osteoarthritis,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_a8004e4211e0472d/doi_a8004e4211e0472d_docling_json_20260809_032719/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_a8004e4211e0472d/doi_a8004e4211e0472d_docling_json_20260809_032719/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/a8004e4211e0472d.pdf,1,6,3,2
doi:10.26508/lsa.202201492,10.26508/lsa.202201492,Ubiquitome profiling reveals a regulatory pattern of UPL3 with UBP12 on metabolic-leaf senescence,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_e8e389549079ffc8/doi_e8e389549079ffc8_docling_json_20260809_032446/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_e8e389549079ffc8/doi_e8e389549079ffc8_docling_json_20260809_032446/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/e8e389549079ffc8.pdf,1,8,4,3
doi:10.26599/fshw.2026.9251125,10.26599/fshw.2026.9251125,Unraveling the Key Pathways through Cordycepin Prolongs Lifespan in C. elegans by Integrating Multi-omics Approaches,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_c9d1be7c453392ef/doi_c9d1be7c453392ef_docling_json_20260809_032314/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_c9d1be7c453392ef/doi_c9d1be7c453392ef_docling_json_20260809_032314/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/c9d1be7c453392ef.pdf,1,9,4,4
doi:10.3389/fendo.2025.1661666,10.3389/fendo.2025.1661666,Investigating the causal role of cellular senescence-related genes in preeclampsia: a multi-omics Mendelian randomization study with differential expression analysis,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_98d4e104894e0025/doi_98d4e104894e0025_docling_json_20260809_032425/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_98d4e104894e0025/doi_98d4e104894e0025_docling_json_20260809_032425/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/98d4e104894e0025.pdf,1,3,6,4
doi:10.3389/fimmu.2026.1718849,10.3389/fimmu.2026.1718849,UNC93B1 promotes pancreatic cancer progression through modulation of cGAS–STING signaling,data/full_text_graph/v1.1.0_oversized_20k_seek65_luna_light,data/full_text_graph/v1.1.0_oversized_20k_seek65_luna_light/artifacts/record_49bbe4640759f77e/record_49bbe4640759f77e_docling_json_20260811_175343/docling_graph/graph.json,data/full_text_graph/v1.1.0_oversized_20k_seek65_luna_light/artifacts/record_49bbe4640759f77e/record_49bbe4640759f77e_docling_json_20260811_175343/docling/document.md,data/full_text/v1.1.2_oversized_20k_seek66/files/49bbe4640759f77e.pdf,1,2,5,2
