record_id,title,final_decision,final_exclusion_code,decision_reason,scope_all_fields_exact,causal_evaluated,causal_all_fields_exact,all_evaluated_fields_exact,five_request_route_sequence,five_request_route_exact,disagreement_fields
doi:10.1111/jcmm.71017,dock11 Knockdown in Zebrafish Disrupts Embryogenesis: Insights Into the Genetic Causes of Early Pregnancy Loss,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC3"", ""exclude:EC4"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",False,scope_reviewer.aging_process_relevance
doi:10.1111/jdi.12150,Epigenetics: Reprogrammable interface of the genome and environments,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC4"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC4"", ""exclude:EC1""]",False,scope_reviewer.report_type
doi:10.1111/nbu.12575,Vitamin D: One hundred years on,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1113/jp283190,Maternal obesity: influencing the heart right from the start,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1113/jp287235,Epigenome–proteome integration in aged skeletal muscle after exercise training,exclude,EC1,five_of_five_same_full_text_scope_exclusion,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,scope_reviewer.aging_process_relevance
doi:10.1126/sciadv.adu2294,Multiomic identification of senescent stem cell populations critical for osteoarthritis progression and therapy in subchondral bones.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1126/science.aau4732,Effects of microbiota-directed foods in gnotobiotic animals and undernourished children,exclude,EC3,five_of_five_same_full_text_scope_exclusion,False,False,False,False,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,scope_reviewer.layer_candidates
doi:10.1128/msystems.01665-24,Microbiota-derived indole acetic acid extends lifespan through the AhR-Sirt2 pathway in Drosophila,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1155/s1110724302207032,All We Are Saying Is Give Plants a Chance!,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC3"", ""exclude:EC1"", ""exclude:EC3"", ""exclude:EC3""]",False,scope_reviewer.current_report_layer_use;scope_reviewer.multiomics_evidence;scope_reviewer.report_type
doi:10.1158/1538-7445.am2025-sy02-01,Abstract SY02-01: Inflammatory memory and selective advantage in human clonal hematopoiesis,exclude,EC3,five_of_five_same_full_text_scope_exclusion,False,False,False,False,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,scope_reviewer.layer_candidates
doi:10.1161/circresaha.125.327427,LATS1/2-CD38 Metabolic Rewiring Links Senescence to Intraplaque Thrombosis.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1165/rcmb.2019-0156ed,RNA Sequencing: A Potentiator of Discovery-based Research,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1165/rcmb.2021-0238ed,Integrated 'Omics in Idiopathic Pulmonary Fibrosis: Where Do We Go from Here?,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.1172/jci.insight.154089,Metabolic reprogramming during hyperammonemia targets mitochondrial function and postmitotic senescence.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1172/jci.insight.174007,Targeted Bmal1 restoration in muscle prolongs lifespan with systemic health effects in aging model.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1186/gm394,Pharmacogenomics: a key component of personalized therapy,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC3"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC3""]",False,scope_reviewer.report_type
doi:10.1186/s11658-026-00879-y,HK2-driven histone H3K18 lactylation promotes stromal cell senescence and decidualization deficiency in URSA via CUX1-mediated SASP factor transcription,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,False,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,causal_method_reviewer.design_families
doi:10.1186/s12964-026-02985-y,"Multi-omics and experimental evidence in human chondrocytes identify caspase-8 as a non-apoptotic regulator of inflammatory, senescent, and fibrotic signaling in osteoarthritis",assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1186/s12967-026-07766-2,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1186/s12974-025-03588-z,Profilin 1 controls a microglial cytoskeleton checkpoint to prevent senescence and premature synaptic decline.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1186/s13020-025-01154-6,Multi-omics reveals mechanism of Qi-Po-Sheng-Mai granule in reducing atrial fibrillation susceptibility in aged rats.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1186/s13027-022-00435-1,"Abstracts from “Chronic viral infection and cancer, openings for vaccines” virtual symposium of the TechVac network",exclude,EC3,five_of_five_same_full_text_scope_exclusion,False,False,False,False,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,scope_reviewer.layer_candidates
doi:10.1186/s13287-023-03415-3,Anti-aging mechanism of different age donor-matched adipose-derived stem cells,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1186/s40364-023-00458-9,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.1212/nxg.0000000000000100,"19th Workshop of the International Stroke Genetics Consortium, April 28–29, 2016, Boston, Massachusetts, USA",manual_review,none,full_text_causal_route_disagreement_or_unresolved,True,True,False,False,"[""exclude:EC5"", ""assessed"", ""assessed"", ""exclude:EC5"", ""exclude:EC5""]",False,causal_method_reviewer.causal_basis;causal_method_reviewer.current_report_application;causal_method_reviewer.design_families
doi:10.14336/ad.2026.0356,Integrating AI and Causal Genetics to Prioritize Therapeutic Targets for Aging and Age-Related Diseases.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.20892/j.issn.2095-3941.2025.0691,Integrative multi-omic analysis identified ERBB2 mutations and senescence-driven immune suppression as dual therapeutic targets in LAR triple-negative breast cancer,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.21037/tcr-2026-1-0264,A senescence-based machine learning model prognosticates and personalizes therapy in cervical cancer,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.21203/rs.3.rs-1264931/v1,Multi-omics analysis reveals a non-canonical regulatory pattern of UPL3 on carbon metabolism related cell senescence,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.2147/jir.s525168,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.2147/jir.s545622,Retinoic Acid-Loaded Cartilage Organoids Attenuate Chondrocyte Senescence in Osteoarthritis,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.2215/cjn.14931218,Assessing Clinical Relevance of Uremic Toxins,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.26508/lsa.202201492,Ubiquitome profiling reveals a regulatory pattern of UPL3 with UBP12 on metabolic-leaf senescence,assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.26599/fshw.2026.9251125,Unraveling the Key Pathways through Cordycepin Prolongs Lifespan in C. elegans by Integrating Multi-omics Approaches,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.3389/fendo.2025.1661666,Investigating the causal role of cellular senescence-related genes in preeclampsia: a multi-omics Mendelian randomization study with differential expression analysis,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.3389/fimmu.2026.1718849,UNC93B1 promotes pancreatic cancer progression through modulation of cGAS–STING signaling,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,False,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,causal_method_reviewer.design_families
doi:10.3389/fimmu.2026.1762222,Machine learning-driven multi-omics integration uncovers a senescence associated molecular axis in HCC.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.3389/fnmol.2026.1834102,The H3K9me2-FOXG1-microRNA axis reduces cochlear hair cells damage by modulating autophagy in age-related hearing loss,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,False,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,causal_method_reviewer.design_families
doi:10.3389/fphar.2024.1446300,CDKN1A as a target of senescence in heart failure: insights from a multiomics study,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.3389/fpls.2025.1550190,A micropeptide regulates seed desiccation,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.3390/microorganisms13061379,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.3390/plants14152388,Integrated Transcriptomic and Metabolomic Analysis Reveals Nitrogen-Mediated Delay of Premature Leaf Senescence in Red Raspberry Leaves,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.34067/kid.0000000000000347,Prognostic Value of Oxylipins for the Development of ESKD,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.3892/or.2026.9080,NR4A1 mediates chemotherapy‑induced senescence via the PI3K/AKT pathway in gastric cancer cells.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.4081/ejtm.2026.14960,"Abstract | 009 | Lecture - FES in mice, rats and men: adaptation and recovery in aging rodent muscle",assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.4103/1673-5374.217328,Can we treat neurodegenerative diseases by preventing an age-related decline in microRNA expression?,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC4"", ""exclude:EC1"", ""exclude:EC4"", ""exclude:EC4""]",False,scope_reviewer.current_report_layer_use;scope_reviewer.layer_candidates;scope_reviewer.report_type
doi:10.4103/1673-5374.228719,"Metabolism, neurodegeneration and epigenetics: Emerging role of Sirtuins",manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC1""]",False,scope_reviewer.multiomics_evidence;scope_reviewer.report_type
doi:10.4103/1673-5374.230283,Epigenetic interventions for brain rejuvenation: anchoring age-related transposons,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""manual_review:scope_unresolved""]",False,scope_reviewer.current_report_layer_use;scope_reviewer.multiomics_evidence;scope_reviewer.report_type
doi:10.4103/1673-5374.249223,Induced pluripotent stem cells from Huntington’s disease patients: a promising approach to define and correct disease-related alterations,exclude,EC3,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,
doi:10.4103/1673-5374.335807,Non-canonical role of the ATR pathway in axon regeneration as a mechanosensitive brake,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC3"", ""exclude:EC3""]",False,scope_reviewer.current_report_layer_use;scope_reviewer.multiomics_evidence;scope_reviewer.report_type
doi:10.4103/nrr.nrr-d-24-00646,Complementary roles of glial cells in generating region-specific neuroinflammatory responses and phagocytosis in Parkinson’s disease,exclude,EC3,five_of_five_same_full_text_scope_exclusion,False,False,False,False,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,scope_reviewer.current_report_layer_use;scope_reviewer.layer_candidates;scope_reviewer.report_type
doi:10.4103/nrr.nrr-d-25-00422,Shuttle and stabilize: H1.2-FUS complex in amyotrophic lateral sclerosis pathogenesis,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC4"", ""exclude:EC1""]",False,scope_reviewer.aging_process_relevance;scope_reviewer.report_type
doi:10.5281/zenodo.18644752,Proactive Healthcare - Fighting the affects of aging (Closed-Loop Biological Restoration & Multi-Omics Optimization Platform),exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.5281/zenodo.20257527,"ITU and Genomics: A Single-Axiom View of DNA, Human Genome Project, CRISPR Gene Editing, AlphaFold, AI Drug Discovery, Population Genetics, Coalescent Theory, and Ancient DNA — Block B 5/?, Pass-1 Final Tier 1",manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC1"", ""exclude:EC3"", ""exclude:EC1"", ""exclude:EC3"", ""exclude:EC1""]",False,scope_reviewer.current_report_layer_use;scope_reviewer.layer_candidates;scope_reviewer.report_type
doi:10.6092/unina/fedoa/10084,A proteomic approach for the identification of novel direct targets of microRNA-494 and of novel mediators of cellular senescence,exclude,EC4,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC4"", ""exclude:EC4"", ""exclude:EC4"", ""exclude:EC4"", ""exclude:EC4""]",True,
doi:10.64898/2026.07.09.736798,"Senescence-associated loss of intestinal α1,2-fucose disrupts a modifiable host-microbiome homeostasis axis in people with HIV",assessed,none,five_of_five_same_positive_full_text_causal_basis,False,True,True,False,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,scope_reviewer.layer_candidates
doi:10.69750/dmls.02.010.0160,Harnessing CRISPR Technology for Next-Generation Therapeutics in Genetic Disorders,manual_review,none,full_text_scope_route_disagreement_or_unresolved,False,False,False,False,"[""exclude:EC3"", ""exclude:EC1"", ""exclude:EC3"", ""exclude:EC1"", ""exclude:EC1""]",False,scope_reviewer.report_type
doi:10.69750/dmls.03.04.0200,The Failure of Translational Neuroscience: Why Promising Mechanisms Rarely Become Therapies,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
doi:10.7150/ijbs.129636,DHCR24 Deficiency Drives Age-Related Meibomian Gland Dysfunction by Regulating Lipid Metabolic Imbalance and Cytosolic mtDNA-Induced cGAS-STING Activation.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.7326/m16-0271,Effect of Fecal Microbiota Transplantation on Recurrence in Multiply Recurrent Clostridium difficile Infection,exclude,EC3,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3"", ""exclude:EC3""]",True,
doi:10.7554/elife.71624,Multi-omic rejuvenation of human cells by maturation phase transient reprogramming.,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
doi:10.7936/zw5q-8j61,Investigating Biological Mechanisms of Radiation Resistance in Advanced Stage Cervical Cancer,assessed,none,five_of_five_same_positive_full_text_causal_basis,True,True,True,True,"[""assessed"", ""assessed"", ""assessed"", ""assessed"", ""assessed""]",True,
no-doi:40bd6d05bb59fa3d752ad2f2,Mechanisms of Heart Failure in Type 2 Diabetes Mellitus,exclude,EC1,five_of_five_same_full_text_scope_exclusion,True,False,False,True,"[""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1"", ""exclude:EC1""]",True,
