document_id,doi,title,record_id,source_format,source_path,source_bytes,source_sha256,retrieval_status
doi_069d73da3ebb5c9d,10.1172/jci.insight.154089,Metabolic reprogramming during hyperammonemia targets mitochondrial function and postmitotic senescence.,doi:10.1172/jci.insight.154089,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/069d73da3ebb5c9d.pdf,4275884,dd7fb2448b104aa95eca50ccace178f2d96702933efed9f4798fad741ef8fd5c,downloaded_pdf
doi_e3200f6401ab8c4f,10.1172/jci.insight.174007,Targeted Bmal1 restoration in muscle prolongs lifespan with systemic health effects in aging model.,doi:10.1172/jci.insight.174007,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/e3200f6401ab8c4f.pdf,2162251,45f857039fe9a37d1c44379de75e754829cd611ef8d4813090774acde604ef32,downloaded_pdf
doi_b45af27c360b7634,10.1186/s11658-026-00879-y,HK2-driven histone H3K18 lactylation promotes stromal cell senescence and decidualization deficiency in URSA via CUX1-mediated SASP factor transcription,doi:10.1186/s11658-026-00879-y,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/b45af27c360b7634.pdf,11333877,a28f3a7663be9599b89896b00c03ee134ccaf93c64a735e1c1171f432d6531df,downloaded_pdf
doi_9eec505bb5091c11,10.1186/s12964-026-02985-y,"Multi-omics and experimental evidence in human chondrocytes identify caspase-8 as a non-apoptotic regulator of inflammatory, senescent, and fibrotic signaling in osteoarthritis",doi:10.1186/s12964-026-02985-y,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/9eec505bb5091c11.pdf,16900939,b904c1d115fce3203ae4165cdba20946479c0410875d5c77096bf9b14f296996,downloaded_pdf
doi_b9624237438f1188,10.1186/s12967-026-07766-2,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,doi:10.1186/s12967-026-07766-2,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/b9624237438f1188.pdf,15326144,83b0d9ab0bb0c33c79d081e7908352ae59aa7de220b3eefce520f5c3cf5e8ae2,downloaded_pdf
doi_cb984c038f0b425c,10.1186/s12974-025-03588-z,Profilin 1 controls a microglial cytoskeleton checkpoint to prevent senescence and premature synaptic decline.,doi:10.1186/s12974-025-03588-z,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/cb984c038f0b425c.pdf,9048882,d0b2b2d1dbaf63c97044daccd08990a3c5c2309fb5d919999d72a2c999403e45,downloaded_pdf
doi_25a9e2e17257fa49,10.1186/s13020-025-01154-6,Multi-omics reveals mechanism of Qi-Po-Sheng-Mai granule in reducing atrial fibrillation susceptibility in aged rats.,doi:10.1186/s13020-025-01154-6,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/25a9e2e17257fa49.pdf,16855434,f7b49903d08b0b172b50275aa462cd49fa91ca9c7caf3ecf81b8d0a3f5fb8b4a,downloaded_pdf
doi_48521c8851664232,10.1186/s13287-023-03415-3,Anti-aging mechanism of different age donor-matched adipose-derived stem cells,doi:10.1186/s13287-023-03415-3,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/48521c8851664232.pdf,8558013,ad950d4e2d028266fcf2d5c51a5f473d55316bbdefd7de13ad837026c7841ef6,downloaded_pdf
doi_ee21470c70e8986a,10.1186/s13578-026-01594-z,Multi-omic analysis reveals Wharton's jelly mesenchymal stem cells shift the pro-inflammatory phenotype of fibroblast subpopulation to induce skin rejuvenation.,doi:10.1186/s13578-026-01594-z,html,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/ee21470c70e8986a.html,200048,23533bdfdb877a31fd320ea329bcbd6bd54cdaec816c1abe59f17e47547630b7,downloaded_html
doi_bb39cc140aecb9bc,10.1186/s40364-023-00458-9,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,doi:10.1186/s40364-023-00458-9,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/bb39cc140aecb9bc.pdf,9994716,4e86e7d5e944e6293c49795dc867e8d4675af7dda25d9c666fcc4a7acaa9e6d2,downloaded_pdf
doi_607fb11b82e9523c,10.14336/ad.2026.0356,Integrating AI and Causal Genetics to Prioritize Therapeutic Targets for Aging and Age-Related Diseases.,doi:10.14336/ad.2026.0356,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/607fb11b82e9523c.pdf,2114892,d711f92b0c03012beb5c916a5fee7ecf4ebea9a3a463e81004bb3c0cc6b13401,downloaded_pdf
doi_472fd51f97cc3e5f,10.20892/j.issn.2095-3941.2025.0691,Integrative multi-omic analysis identified ERBB2 mutations and senescence-driven immune suppression as dual therapeutic targets in LAR triple-negative breast cancer,doi:10.20892/j.issn.2095-3941.2025.0691,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/472fd51f97cc3e5f.pdf,2635048,9ee7b4621659d7a25e8ef90a3b5383f2f2b01e9d64b3469d139b3354fe61a242,downloaded_pdf
doi_2b6595596a732fb9,10.21037/tcr-2026-1-0264,A senescence-based machine learning model prognosticates and personalizes therapy in cervical cancer,doi:10.21037/tcr-2026-1-0264,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/2b6595596a732fb9.pdf,4028736,b9680a9eee65b2b32b7a6efbfad7d5afd7dd5f323ea51a3fba981abb9cdad161,downloaded_pdf
doi_b40c5876af3cc4a0,10.21203/rs.3.rs-1264931/v1,Multi-omics analysis reveals a non-canonical regulatory pattern of UPL3 on carbon metabolism related cell senescence,doi:10.21203/rs.3.rs-1264931/v1,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/b40c5876af3cc4a0.pdf,781479,ab507e0d92f924a1268054ab5804574312b13db261936f07ed6a43e202e3dc6a,downloaded_pdf
doi_6f49e1073cfbdc76,10.2147/jir.s525168,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease,doi:10.2147/jir.s525168,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/6f49e1073cfbdc76.pdf,9341605,951995fd27cbcbf27801c3bc67350c3de05a4dd91323c4af18ab75a4bed75cd6,downloaded_pdf
doi_a8004e4211e0472d,10.2147/jir.s545622,Retinoic Acid-Loaded Cartilage Organoids Attenuate Chondrocyte Senescence in Osteoarthritis,doi:10.2147/jir.s545622,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/a8004e4211e0472d.pdf,13186462,69e25f7a0f269665f72e732a95bc46d80c1f4038c486c5acbe2ab783fd21b4bc,downloaded_pdf
doi_e8e389549079ffc8,10.26508/lsa.202201492,Ubiquitome profiling reveals a regulatory pattern of UPL3 with UBP12 on metabolic-leaf senescence,doi:10.26508/lsa.202201492,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/e8e389549079ffc8.pdf,4576437,c770590f989576987d16e2c33f44b76aede902da0a208c5361986bc795bcb07f,downloaded_pdf
doi_c9d1be7c453392ef,10.26599/fshw.2026.9251125,Unraveling the Key Pathways through Cordycepin Prolongs Lifespan in C. elegans by Integrating Multi-omics Approaches,doi:10.26599/fshw.2026.9251125,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/c9d1be7c453392ef.pdf,3770801,53685953b84578e68e2a428b6cc9615595a19a7eaad15e56757285224cd1783b,downloaded_pdf
doi_98d4e104894e0025,10.3389/fendo.2025.1661666,Investigating the causal role of cellular senescence-related genes in preeclampsia: a multi-omics Mendelian randomization study with differential expression analysis,doi:10.3389/fendo.2025.1661666,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/98d4e104894e0025.pdf,5128166,092d1a5a6841b27437cd8937305ad0e1598ddb4264756737ff55ec5064c29f22,downloaded_pdf
doi_ba340ab24c1f20e5,10.3389/fimmu.2026.1762222,Machine learning-driven multi-omics integration uncovers a senescence associated molecular axis in HCC.,doi:10.3389/fimmu.2026.1762222,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/ba340ab24c1f20e5.pdf,13171951,c2caa3ea5614f7f1c0dc8025fd9d72ea45343fd71603935d9694ca5eefedb0ad,downloaded_pdf
doi_99431ac6d84b8e2f,10.3389/fnmol.2026.1834102,The H3K9me2-FOXG1-microRNA axis reduces cochlear hair cells damage by modulating autophagy in age-related hearing loss,doi:10.3389/fnmol.2026.1834102,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/99431ac6d84b8e2f.pdf,20453896,71ecc3c2322a45c88a3252b330d0fba6c4dc11855fe33eac5c0b458078c37f07,downloaded_pdf
doi_e9118cbd1cca5f11,10.3389/fphar.2024.1446300,CDKN1A as a target of senescence in heart failure: insights from a multiomics study,doi:10.3389/fphar.2024.1446300,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/e9118cbd1cca5f11.pdf,3163450,81f86629308cb11116dafba88a60263a2a1dfac97720441a172bc2fcaa3cfc9e,downloaded_pdf
doi_4b54110a1a6ace81,10.3390/microorganisms13061379,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights.,doi:10.3390/microorganisms13061379,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/4b54110a1a6ace81.pdf,19060717,2338fd6bdbdd1e96e35a1e7b1b026fad88e4c6ab5042338b374acae4c43a58a6,downloaded_pdf
doi_fc55eaf97b778a04,10.3390/plants14152388,Integrated Transcriptomic and Metabolomic Analysis Reveals Nitrogen-Mediated Delay of Premature Leaf Senescence in Red Raspberry Leaves,doi:10.3390/plants14152388,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/fc55eaf97b778a04.pdf,11086446,6359e4625af996dc3a1a8cacc9a76287b6191ddbcf96c52c42fcfb5557148494,downloaded_pdf
doi_4ef750481fadda92,10.3892/or.2026.9080,NR4A1 mediates chemotherapy‑induced senescence via the PI3K/AKT pathway in gastric cancer cells.,doi:10.3892/or.2026.9080,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/4ef750481fadda92.pdf,10070574,97973ff1b857890495733c9ffd373242bcb6bda508c93d30bef06529015fc843,downloaded_pdf
doi_58d62f64f1cfe345,10.64898/2026.07.09.736798,"Senescence-associated loss of intestinal α1,2-fucose disrupts a modifiable host-microbiome homeostasis axis in people with HIV",doi:10.64898/2026.07.09.736798,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/58d62f64f1cfe345.pdf,12314192,1fbe2f6686338abe6eb6710fda55d9a4535b292e193bfd510e6886afe9409ea7,downloaded_pdf
doi_ff403c494fa1c37f,10.7150/ijbs.129636,DHCR24 Deficiency Drives Age-Related Meibomian Gland Dysfunction by Regulating Lipid Metabolic Imbalance and Cytosolic mtDNA-Induced cGAS-STING Activation.,doi:10.7150/ijbs.129636,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/ff403c494fa1c37f.pdf,13319431,15008b1c7a088d0ded6358b5b5ad7773c900caf63dd061545b97cb34a3207fd6,downloaded_pdf
doi_962fd5242e56b114,10.7554/elife.71624,Multi-omic rejuvenation of human cells by maturation phase transient reprogramming.,doi:10.7554/elife.71624,pdf,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/962fd5242e56b114.pdf,2451263,4fff59ed5376a9616cf705c0aca1a4d9c123d0d6ae5e046eba9e83aca98f2737,downloaded_pdf
