record_id,doi,title,proposed_design_family,ai_empirical_primary,ai_bio_health_scope,ai_aging_eligible,ai_multiomics_eligible,ai_causal_method_eligible,ai_preliminary_status,ai_first_failed_criterion,model_route,model_exclusion_code,report_type_consensus,aging_relevance_consensus,multiomics_evidence_consensus,current_layer_use_consensus,layer_candidates_consensus,causal_basis_consensus,design_families_consensus,causal_information_sufficiency_consensus,scope_all_tracked_5_of_5,causal_all_tracked_5_of_5,all_assessed_fields_5_of_5,evidence_spans_json,human_expert_status
doi:10.1111/pai.14062,10.1111/pai.14062,Understanding progression from pre‐school wheezing to school‐age asthma: Can modern data approaches help?,,no,yes,no,no,unclear,preliminary_exclude,EC1,exclude,EC1,nonempirical,no,single_or_no_layer,no,,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""In this review""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""school‐age asthma""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""trajectories of childhood wheeze phenotypes""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""In this review, we survey applications of MDAs""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""asthma""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""pre‐school wheezing to school‐age asthma""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""In this review""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""In this review""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""In this review, we survey applications""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Preschool wheezing and childhood asthma""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""In this review, we survey applications""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""In this review, we survey applications""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""In this review, we survey applications of MDAs""}]",pending
doi:10.1111/pai.70416,10.1111/pai.70416,Predicting the course of chronic rhinosinusitis in young children-5-year prospective study.,,unclear,yes,no,unclear,unclear,preliminary_exclude,EC3,seek_full_text,none,disagreement,no,disagreement,disagreement,,not_assessed,not_assessed,not_assessed,false,not_assessed,false,"[{""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""chronic rhinosinusitis (CRS)""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""preschool age""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""multi-omics variables""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""METHODS We conducted a 5-year prospective follow-up""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""133 children aged 4-8 years with CRS symptoms""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""assessed at preschool age""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""clinical and multi-omics variables assessed at preschool age""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""clinical and multi-omics variables assessed at preschool age""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""chronic rhinosinusitis""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""children aged 4-8 years""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""multi-omics cohort""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""We conducted a 5-year prospective follow-up""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""133 children""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""multi-omics variables assessed at preschool age""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""multi-omics variables assessed at preschool age""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""chronic rhinosinusitis in young children""}]",pending
doi:10.1111/pce.13330,10.1111/pce.13330,Genes for seed longevity in barley identified by genomic analysis on near isogenic lines.,,yes,yes,yes,yes,yes,preliminary_include,none,seek_full_text,none,empirical_primary,yes,two_or_more_layers,yes,disagreement,named_causal_effect_design,direct_perturbation,sufficient,true,true,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""identified""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""barley""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""seed longevity""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""combined transcriptome and proteome analysis""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""RNA-sequencing and total seed proteomic profiling""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""identified the UDP-glycosyltransferase MLOC_11661.1 as candidate gene""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""A combined transcriptome and proteome analysis""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""by RNA-sequencing and total seed proteomic profiling""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""combined transcriptome and proteome analysis""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""seed longevity in barley""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""transcriptome and proteome analysis""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""Both the NADP-ME MLOC_35785.1 and the UDP-glycosyltransferase MLOC_11661.1 were able to rescue the nadp-me1 seed longevity phenotype.""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""they were expressed in Arabidopsis under the control of constitutive promoters to attempt complementing the T-DNA knockout line nadp-me1.""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""To validate these candidates""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""To validate these candidates""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""were able to rescue the nadp-me1 seed longevity phenotype""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""T-DNA knockout line nadp-me1""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""To validate these candidates, they were expressed in Arabidopsis""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""T-DNA knockout line nadp-me1""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""they were expressed in Arabidopsis""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""Both the NADP-ME MLOC_35785.1 and the UDP-glycosyltransferase MLOC_11661.1 were able to rescue the nadp-me1 seed longevity phenotype.""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""to attempt complementing the T-DNA knockout line nadp-me1""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""Both the NADP-ME MLOC_35785.1 and the UDP-glycosyltransferase MLOC_11661.1 were able to rescue the nadp-me1 seed longevity phenotype.""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""they were expressed in Arabidopsis under the control of constitutive promoters""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""the T-DNA knockout line nadp-me1""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""Both the NADP-ME MLOC_35785.1 and the UDP-glycosyltransferase MLOC_11661.1 were able to rescue the nadp-me1 seed longevity phenotype.""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""To validate these candidates, they were expressed in Arabidopsis under the control of constitutive promoters""}]",pending
doi:10.1111/pce.70776,10.1111/pce.70776,The NAC Transcription Factor PtARN Governs Age-Related Wood Formation via a PtDAL1-PtARN Regulatory Cascade in Chinese Pine.,,yes,yes,yes,yes,no,preliminary_exclude,EC5,exclude,EC5,empirical_primary,yes,explicit_multiomics,yes,disagreement,association_or_prediction_only,,sufficient,true,true,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Temporal transcriptome profiling identified PtARN""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""in Chinese Pine.""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""age-dependent secondary cell wall deposition""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""we integrate multi-omics""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""we integrate multi-omics""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Here, we integrate multi-omics and functional analyses""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""in Chinese Pine""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""integrate multi-omics""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Temporal transcriptome profiling""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""age-dependent enhancement of lignification""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Cross-sectional and Raman microspectroscopy analyses revealed age-dependent enhancement""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Chinese pine (Pinus tabuliformis)""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""Age-Related Wood Formation""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""we integrate multi-omics and functional analyses""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""age-dependent secondary cell wall deposition and lignification""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""age-correlated regulator""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""Cross-sectional""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""we integrate multi-omics and functional analyses""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""Here, we integrate multi-omics and functional analyses""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""Temporal transcriptome profiling identified PtARN (AGE-RELATED NAC TRANSCRIPTION FACTOR) as a key age-correlated regulator""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""key age-correlated regulator""}]",pending
doi:10.1111/phpp.70052,10.1111/phpp.70052,Ultraviolet‐B Irradiation Induces miR ‐663a and miR ‐4706 Accelerated Photoaging by Targeting Sirtuin 6 in Human Dermal Fibroblasts,,yes,yes,yes,no,unclear,preliminary_exclude,EC4,exclude,EC4,empirical_primary,yes,single_or_no_layer,yes,transcriptomics,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""A UVB-induced photoaging mouse model was established""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Human Dermal Fibroblasts""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""To investigate the role of SIRT6 in UVB-induced skin photoaging""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""transcriptomic analyses""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""transcriptomic analyses""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""METHODS: A UVB-induced photoaging mouse model was established""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""histopathological and transcriptomic analyses""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""SIRT6 deficiency substantially exacerbated UVB-induced skin aging""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""UVB-induced skin aging""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""UVB-induced skin photoaging""}]",pending
doi:10.1111/resp.13285,10.1111/resp.13285,Year in review 2017: Chronic obstructive pulmonary disease and asthma,,unclear,unclear,unclear,unclear,unclear,preliminary_unclear,none,seek_full_text,none,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,none,not_assessed,false,[],pending
doi:10.1111/resp.13782,10.1111/resp.13782,Contemporary Concise Review 2019: Chronic obstructive pulmonary disease,,unclear,unclear,unclear,unclear,unclear,preliminary_unclear,none,seek_full_text,none,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,none,not_assessed,false,[],pending
doi:10.1111/sms.70012,10.1111/sms.70012,An Integrated Neuromuscular Training Intervention Applied in Primary School Induces Epigenetic Modifications in Disease-Related Genes: A Genome-Wide DNA Methylation Study.,,yes,yes,yes,no,unclear,preliminary_exclude,EC4,exclude,EC4,empirical_primary,yes,single_or_no_layer,yes,epigenomics,not_assessed,not_assessed,not_assessed,true,not_assessed,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Forty children""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""school children""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""assess the epigenetic age""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Genome-wide DNAm analysis""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Genome-wide DNAm analysis""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""There were 1200 differentially methylated positions""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Genome-wide DNAm analysis was performed""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Genome-wide DNAm analysis was performed""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""7-9-year-old school children""}, {""criterion"": ""multiomics_evidence"", ""source"": ""title"", ""quote"": ""A Genome-Wide DNA Methylation Study.""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Forty children (17 boys and 23 girls) were recruited""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""in the saliva of 7-9-year-old school children""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""There were 1200 differentially methylated positions (DMPs) in the control group and 414 DMPs in the INT group""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""saliva of 7-9-year-old school children""}]",pending
doi:10.1111/tpj.14125,10.1111/tpj.14125,Polycomb repressive complex 2 attenuates ABA‐induced senescence in Arabidopsis,,yes,yes,yes,yes,yes,preliminary_include,none,seek_full_text,none,empirical_primary,yes,two_or_more_layers,yes,transcriptomics;epigenomics,named_causal_effect_design,direct_perturbation,sufficient,true,true,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""Here, we found""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Arabidopsis""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""ABA‐induced senescence""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""profiled the transcriptomic and epigenomic changes""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""profiled the transcriptomic and epigenomic changes""}, {""criterion"": ""bio_health_scope"", ""source"": ""abstract"", ""quote"": ""Arabidopsis thaliana""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""regulating plant senescence processes""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""we extensively profiled the transcriptomic and epigenomic changes triggered by ABA""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""we extensively profiled the transcriptomic and epigenomic changes triggered by ABA""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""ABA)-induced leaf senescence""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""transcriptomic and epigenomic changes""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""transcriptomic and epigenomic changes""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""ABA-induced senescence""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""Here, we found that the double mutant of core enzymes of the polycomb repressive complex 2 (PRC2) is hypersensitive to ABA in Arabidopsis thaliana.""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""the double mutant of core enzymes of the polycomb repressive complex 2 (PRC2)""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""the double mutant of core enzymes of the polycomb repressive complex 2 (PRC2)""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""The findings of this study may serve as a paradigm""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""the double mutant of core enzymes of the polycomb repressive complex 2 (PRC2) is hypersensitive to ABA""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""In the double, but not single, mutant of PRC2 enzymes, these SAGs were derepressed""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""double mutant of core enzymes of the polycomb repressive complex 2 (PRC2)""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""double mutant of core enzymes of the polycomb repressive complex 2 (PRC2)""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""In the double, but not single, mutant of PRC2 enzymes, these SAGs were derepressed and could be more highly induced by ABA compared with the wild-type""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""the double mutant of core enzymes of the polycomb repressive complex 2 (PRC2)""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""we extensively profiled the transcriptomic and epigenomic changes triggered by ABA""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""double, but not single, mutant of PRC2 enzymes""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""Here, we found that""}]",pending
doi:10.1111/tpj.14914,10.1111/tpj.14914,WRKY42 transcription factor positively regulates leaf senescence through modulating SA and ROS synthesis in Arabidopsis thaliana.,,yes,yes,unclear,no,unclear,preliminary_exclude,EC4,seek_full_text,none,empirical_primary,disagreement,single_or_no_layer,yes,transcriptomics,not_assessed,not_assessed,not_assessed,false,not_assessed,false,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""In this study we found that WRKY42 was highly induced during leaf senescence.""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""in Arabidopsis thaliana.""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""WRKY42 was highly induced during leaf senescence.""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Transcriptome analysis revealed 2721 differentially expressed genes""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Transcriptome analysis revealed 2721 differentially expressed genes""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""In this study we found""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""in Arabidopsis thaliana""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""Leaf senescence represents the final stage of leaf growth and development""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Transcriptome analysis""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""leaf senescence""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Transcriptome analysis revealed""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Arabidopsis thaliana""}]",pending
doi:10.1111/tpj.14975,10.1111/tpj.14975,Differential submergence tolerance between juvenile and adult Arabidopsis plants involves the ANAC017 transcription factor.,,yes,yes,unclear,yes,unclear,preliminary_unclear,none,seek_full_text,none,empirical_primary,disagreement,two_or_more_layers,yes,transcriptomics;epigenomics,not_assessed,not_assessed,not_assessed,false,not_assessed,false,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""We observed a significant decrease in submergence tolerance""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Arabidopsis plants""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""two and three weeks of post-germination development""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Transcriptomic analyses indicated""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""marked by lysine 4 trimethylation of histone H3""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Transcriptomic analyses indicated""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""associated with aging""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""epigenetic regulation""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""post-germination development""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Transcriptomic analyses""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""lysine 4 trimethylation of histone H3""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Transcriptomic analyses""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""transition from juvenility to adulthood""}]",pending
doi:10.1111/tpj.71045,10.1111/tpj.71045,The NAC transcription factor BrrNAC082 positively mediates leaf senescence in Brassica rapa.,,yes,yes,yes,yes,yes,preliminary_include,none,seek_full_text,none,empirical_primary,yes,two_or_more_layers,yes,transcriptomics;genomics,named_causal_effect_design,direct_perturbation,sufficient,true,true,true,"[{""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""we identified""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""Brassica rapa""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""leaf senescence""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""comparative transcriptomic analysis""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Population genomics analyses""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""Population genomics analyses""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""we identified a NAM/ATAF/CUC (NAC) transcription factor""}, {""criterion"": ""bio_health_scope"", ""source"": ""title"", ""quote"": ""leaf senescence in Brassica rapa""}, {""criterion"": ""aging_process_relevance"", ""source"": ""title"", ""quote"": ""positively mediates leaf senescence""}, {""criterion"": ""report_type"", ""source"": ""abstract"", ""quote"": ""we identified a NAM/ATAF/CUC (NAC) transcription factor, BrrNAC082""}, {""criterion"": ""aging_process_relevance"", ""source"": ""abstract"", ""quote"": ""BrrNAC082 modulates ABA-induced leaf senescence""}, {""criterion"": ""multiomics_evidence"", ""source"": ""abstract"", ""quote"": ""Population genomics analyses revealed""}, {""criterion"": ""current_report_layer_use"", ""source"": ""abstract"", ""quote"": ""comparative transcriptomic analysis""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""via overexpression of BrrNAC082""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""via overexpression of BrrNAC082""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""We further investigated gene function genetically""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""We further investigated gene function genetically via overexpression of BrrNAC082 in both Arabidopsis and Brassica rapa""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""overexpression of BrrNAC082 in both Arabidopsis and Brassica rapa""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""whereas BrrNAC082-silenced plants presented opposite trends""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""We further investigated gene function genetically via overexpression of BrrNAC082""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""BrrNAC082-silenced plants""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""overexpression of BrrNAC082""}, {""criterion"": ""causal_information_sufficiency"", ""source"": ""abstract"", ""quote"": ""Here, through comparative transcriptomic analysis during leaf senescence in turnip and Chinese cabbage, we identified a NAM/ATAF/CUC (NAC) transcription factor, BrrNAC082, an ortholog of Arabidopsis thaliana ANAC082, that is involved in the positive regulation of leaf senescence.""}, {""criterion"": ""current_report_application"", ""source"": ""abstract"", ""quote"": ""We further investigated gene function genetically via overexpression of BrrNAC082 in both Arabidopsis and Brassica rapa""}, {""criterion"": ""causal_basis"", ""source"": ""abstract"", ""quote"": ""overexpression of BrrNAC082 in both Arabidopsis and Brassica rapa, which led to accelerated leaf senescence""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""BrrNAC082-silenced plants presented opposite trends""}, {""criterion"": ""design_family"", ""source"": ""abstract"", ""quote"": ""BrrNAC082-silenced plants""}]",pending
doi:10.1111/tra.12697,10.1111/tra.12697,Looking back to traffic forward: A tribute to Thomas Kreis (1952‐1998) and his inspiration,,unclear,unclear,unclear,unclear,unclear,preliminary_unclear,none,seek_full_text,none,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,none,not_assessed,false,[],pending
doi:10.1111/trf.18129,10.1111/trf.18129,A monthly roundup of key articles in other journals,,unclear,unclear,unclear,unclear,unclear,preliminary_unclear,none,seek_full_text,none,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,none,not_assessed,false,[],pending
