record_id,doi,title,normalized_title,source_cohort,publication_form_initial,eligibility_ledger,eligibility_decision,version_candidate_id,provisional_canonical_report,study_id,report_to_study_status,synthesis_inclusion_status
doi:10.3390/plants14152388,10.3390/plants14152388,Integrated Transcriptomic and Metabolomic Analysis Reveals Nitrogen-Mediated Delay of Premature Leaf Senescence in Red Raspberry Leaves,integrated transcriptomic and metabolomic analysis reveals nitrogen mediated delay of premature leaf senescence in red raspberry leaves,prior_162_report_flow,publisher_platform_report,analysis/full_text_screening/final_eligibility_v1.5.4/final_eligibility_ledger_158.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.3892/or.2026.9080,10.3892/or.2026.9080,NR4A1 mediates chemotherapy‑induced senescence via the PI3K/AKT pathway in gastric cancer cells.,nr4a1 mediates chemotherapyinduced senescence via the pi3k akt pathway in gastric cancer cells,prior_162_report_flow,publisher_platform_report,analysis/full_text_screening/final_eligibility_v1.5.4/final_eligibility_ledger_158.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.4081/ejtm.2026.14960,10.4081/ejtm.2026.14960,"Abstract | 009 | Lecture - FES in mice, rats and men: adaptation and recovery in aging rodent muscle",abstract 009 lecture fes in mice rats and men adaptation and recovery in aging rodent muscle,prior_162_report_flow,publisher_platform_report,analysis/full_text_screening/final_eligibility_v1.5.4/final_eligibility_ledger_158.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.64898/2026.07.09.736798,10.64898/2026.07.09.736798,"Senescence-associated loss of intestinal α1,2-fucose disrupts a modifiable host-microbiome homeostasis axis in people with HIV",senescence associated loss of intestinal 1 2 fucose disrupts a modifiable host microbiome homeostasis axis in people with hiv,prior_162_report_flow,repository_preprint,analysis/full_text_screening/final_eligibility_v1.5.4/final_eligibility_ledger_158.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.7150/ijbs.129636,10.7150/ijbs.129636,DHCR24 Deficiency Drives Age-Related Meibomian Gland Dysfunction by Regulating Lipid Metabolic Imbalance and Cytosolic mtDNA-Induced cGAS-STING Activation.,dhcr24 deficiency drives age related meibomian gland dysfunction by regulating lipid metabolic imbalance and cytosolic mtdna induced cgas sting activation,prior_162_report_flow,publisher_platform_report,analysis/full_text_screening/final_eligibility_v1.5.4/final_eligibility_ledger_158.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.7554/elife.71624,10.7554/elife.71624,Multi-omic rejuvenation of human cells by maturation phase transient reprogramming.,multi omic rejuvenation of human cells by maturation phase transient reprogramming,prior_162_report_flow,publisher_platform_report,analysis/full_text_screening/final_eligibility_v1.5.4/final_eligibility_ledger_158.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.7936/zw5q-8j61,10.7936/zw5q-8j61,Investigating Biological Mechanisms of Radiation Resistance in Advanced Stage Cervical Cancer,investigating biological mechanisms of radiation resistance in advanced stage cervical cancer,prior_162_report_flow,publisher_platform_report,analysis/full_text_screening/final_eligibility_v1.5.4/final_eligibility_ledger_158.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/advs.202411015,10.1002/advs.202411015,Ucp1 Ablation Improves Skeletal Muscle Glycolytic Function in Aging Mice.,ucp1 ablation improves skeletal muscle glycolytic function in aging mice,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/advs.202508431,10.1002/advs.202508431,SenExo‐cCCT2 Reprograms Senescence Response and Anti‐Tumor Immunity Following FOLFIRINOX Chemotherapy in Pancreatic Ductal Adenocarcinoma,senexoccct2 reprograms senescence response and antitumor immunity following folfirinox chemotherapy in pancreatic ductal adenocarcinoma,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/advs.202509973,10.1002/advs.202509973,TMEM131‐Mediated Soluble TRAIL Triggered Type II Alveolar Epithelial Cell Senescence in Radiation‐Induced Lung Injury,tmem131mediated soluble trail triggered type ii alveolar epithelial cell senescence in radiationinduced lung injury,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/advs.202512407,10.1002/advs.202512407,Nortriptyline Inhibits Lysosomal Exocytosis‐Mediated SASP During Gastric Cancer Progression via Targeting HOXA1‐PITX2 Phase Separation,nortriptyline inhibits lysosomal exocytosismediated sasp during gastric cancer progression via targeting hoxa1pitx2 phase separation,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/art.42815,10.1002/art.42815,Predisposal of Interferon Regulatory Factor 1 Deficiency to Accumulate DNA Damage and Promote Osteoarthritis Development in Cartilage.,predisposal of interferon regulatory factor 1 deficiency to accumulate dna damage and promote osteoarthritis development in cartilage,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/cam4.1544,10.1002/cam4.1544,Molecular features in young vs elderly breast cancer patients and the impacts on survival disparities by age at diagnosis.,molecular features in young vs elderly breast cancer patients and the impacts on survival disparities by age at diagnosis,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/ctm2.1660,10.1002/ctm2.1660,Downregulated SPESP1‐driven fibroblast senescence decreases wound healing in aged mice,downregulated spesp1driven fibroblast senescence decreases wound healing in aged mice,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/fsn3.2978,10.1002/fsn3.2978,Gut microbiome and metabolome analyses reveal the protective effect of special high-docosahexaenoic acid tuna oil on d-galactose-induced aging in mice.,gut microbiome and metabolome analyses reveal the protective effect of special high docosahexaenoic acid tuna oil on d galactose induced aging in mice,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/hep.28563,10.1002/hep.28563,DNMT1 is a required genomic regulator for murine liver histogenesis and regeneration.,dnmt1 is a required genomic regulator for murine liver histogenesis and regeneration,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/jcsm.12644,10.1002/jcsm.12644,Heart and neural crest derivative 2-induced preservation of sympathetic neurons attenuates sarcopenia with aging.,heart and neural crest derivative 2 induced preservation of sympathetic neurons attenuates sarcopenia with aging,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1002/jcsm.70197,10.1002/jcsm.70197,Identifying Susceptibility Genes and Shared Genetic Architecture for Longevity and Muscle Weakness.,identifying susceptibility genes and shared genetic architecture for longevity and muscle weakness,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1007/s00011-026-02257-y,10.1007/s00011-026-02257-y,"Multivariable genome-wide analysis elucidates the shared genetic architecture, immunosenescence features, and gut-origin therapeutic targets of ulcerative colitis-associated multisystem inflammation",multivariable genome wide analysis elucidates the shared genetic architecture immunosenescence features and gut origin therapeutic targets of ulcerative colitis associated multisystem inflammation,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1007/s10753-024-02032-3,10.1007/s10753-024-02032-3,Investigation of Metabolic and Inflammatory Disorder in the Aging FGF21 Knockout Mouse.,investigation of metabolic and inflammatory disorder in the aging fgf21 knockout mouse,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1007/s11357-012-9485-8,10.1007/s11357-012-9485-8,Effects of Sirt1 on DNA methylation and expression of genes affected by dietary restriction.,effects of sirt1 on dna methylation and expression of genes affected by dietary restriction,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1007/s11357-014-9648-x,10.1007/s11357-014-9648-x,Genome-wide age-related changes in DNA methylation and gene expression in human PBMCs.,genome wide age related changes in dna methylation and gene expression in human pbmcs,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1007/s11357-024-01126-y,10.1007/s11357-024-01126-y,Repetitive element transcript accumulation is associated with inflammaging in humans.,repetitive element transcript accumulation is associated with inflammaging in humans,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1007/s11357-025-01794-4,10.1007/s11357-025-01794-4,Identification of gut microbiota causally associated with aging and longevity and mediation roles of the cerebrospinal fluid proteins: proteomic genetic evidence from Mendelian randomization.,identification of gut microbiota causally associated with aging and longevity and mediation roles of the cerebrospinal fluid proteins proteomic genetic evidence from mendelian randomization,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1007/s11357-025-02044-3,10.1007/s11357-025-02044-3,Genetic links between multimorbidity and human aging.,genetic links between multimorbidity and human aging,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.apsb.2026.02.006,10.1016/j.apsb.2026.02.006,Oridonin as a novel KDM5C inhibitor alleviates clonal hematopoiesis-induced cardiac aging via H3K4me3-dependent SASP suppression,oridonin as a novel kdm5c inhibitor alleviates clonal hematopoiesis induced cardiac aging via h3k4me3 dependent sasp suppression,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.celrep.2017.06.048,10.1016/j.celrep.2017.06.048,Reduced Circulating Insulin Enhances Insulin Sensitivity in Old Mice and Extends Lifespan.,reduced circulating insulin enhances insulin sensitivity in old mice and extends lifespan,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.celrep.2020.108203,10.1016/j.celrep.2020.108203,The Gene-Regulatory Footprint of Aging Highlights Conserved Central Regulators.,the gene regulatory footprint of aging highlights conserved central regulators,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.celrep.2025.116182,10.1016/j.celrep.2025.116182,Age-dependent effect of environmental enrichment on the neural 3D chromatin interactome.,age dependent effect of environmental enrichment on the neural 3d chromatin interactome,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.cmet.2011.05.010,10.1016/j.cmet.2011.05.010,Life span extension via eIF4G inhibition is mediated by posttranscriptional remodeling of stress response gene expression in C. elegans.,life span extension via eif4g inhibition is mediated by posttranscriptional remodeling of stress response gene expression in c elegans,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.cmet.2023.03.015,10.1016/j.cmet.2023.03.015,Biological age is increased by stress and restored upon recovery.,biological age is increased by stress and restored upon recovery,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.cmet.2025.04.002,10.1016/j.cmet.2025.04.002,NAD depletion in skeletal muscle does not compromise muscle function or accelerate aging.,nad depletion in skeletal muscle does not compromise muscle function or accelerate aging,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.devcel.2018.09.001,10.1016/j.devcel.2018.09.001,Drug Synergy Slows Aging and Improves Healthspan through IGF and SREBP Lipid Signaling.,drug synergy slows aging and improves healthspan through igf and srebp lipid signaling,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_002,true,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1016/j.ebiom.2024.105476,10.1016/j.ebiom.2024.105476,Homozygous variant in translocase of outer mitochondrial membrane 7 leads to metabolic reprogramming and microcephalic osteodysplastic dwarfism with moyamoya disease,homozygous variant in translocase of outer mitochondrial membrane 7 leads to metabolic reprogramming and microcephalic osteodysplastic dwarfism with moyamoya disease,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.envint.2025.109686,10.1016/j.envint.2025.109686,Mitochondrial metabolism reprogramming-mediated cardiomyocyte senescence involved in arsenic stress-evoked heart failure.,mitochondrial metabolism reprogramming mediated cardiomyocyte senescence involved in arsenic stress evoked heart failure,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.exer.2022.109219,10.1016/j.exer.2022.109219,Ocular proteomic and transcriptomic changes with aging in a rabbit model of lensectomy with intraocular lens insertion.,ocular proteomic and transcriptomic changes with aging in a rabbit model of lensectomy with intraocular lens insertion,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.freeradbiomed.2026.01.050,10.1016/j.freeradbiomed.2026.01.050,Glycine ameliorates aging-related dysfunctions associated with Nmdmc-mediated mitochondrial one-carbon metabolism,glycine ameliorates aging related dysfunctions associated with nmdmc mediated mitochondrial one carbon metabolism,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.immuni.2021.03.003,10.1016/j.immuni.2021.03.003,The complement system drives local inflammatory tissue priming by metabolic reprogramming of synovial fibroblasts.,the complement system drives local inflammatory tissue priming by metabolic reprogramming of synovial fibroblasts,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jacbts.2025.01.004,10.1016/j.jacbts.2025.01.004,FNDC4 Prevents Aging-Related Cardiac Dysfunction: By Restoring AMPKα/PPARα-Dependent Mitochondrial Function.,fndc4 prevents aging related cardiac dysfunction by restoring ampk ppar dependent mitochondrial function,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jare.2024.04.027,10.1016/j.jare.2024.04.027,Tetrahydroxy stilbene glucoside rejuvenates aging hematopoietic stem cells with predilection for lymphoid differentiation via AMPK and Tet2,tetrahydroxy stilbene glucoside rejuvenates aging hematopoietic stem cells with predilection for lymphoid differentiation via ampk and tet2,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jare.2026.01.063,10.1016/j.jare.2026.01.063,High-protein diet promotes aging by activating the CG6415/AMT gene and disrupting mitochondrial homeostasis,high protein diet promotes aging by activating the cg6415 amt gene and disrupting mitochondrial homeostasis,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jare.2026.01.073,10.1016/j.jare.2026.01.073,Asprosin-driven metabolic-epigenetic rewiring attenuates mesenchymal stem cell senescence with therapeutic benefits for infarcted hearts.,asprosin driven metabolic epigenetic rewiring attenuates mesenchymal stem cell senescence with therapeutic benefits for infarcted hearts,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jare.2026.05.022,10.1016/j.jare.2026.05.022,ProtPhenoAge: Integrating plasma proteomics to predict Aging-Related disease Risks,protphenoage integrating plasma proteomics to predict aging related disease risks,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jbc.2025.108400,10.1016/j.jbc.2025.108400,Declining activity of serum response factor in aging aorta in relation to aneurysm progression.,declining activity of serum response factor in aging aorta in relation to aneurysm progression,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jbc.2025.111058,10.1016/j.jbc.2025.111058,MRPL47 deficiency drives mitochondrial dysfunction via ROS-p38-p21 signaling in non-small cell lung cancer.,mrpl47 deficiency drives mitochondrial dysfunction via ros p38 p21 signaling in non small cell lung cancer,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jgr.2026.101026,10.1016/j.jgr.2026.101026,Ginsenoside Rb1 mitigates senescence-associated hepatic steatosis in mice through enhanced lysine degradation.,ginsenoside rb1 mitigates senescence associated hepatic steatosis in mice through enhanced lysine degradation,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.jhep.2024.03.043,10.1016/j.jhep.2024.03.043,Polyploidisation pleiotropically buffers ageing in hepatocytes.,polyploidisation pleiotropically buffers ageing in hepatocytes,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.lfs.2025.123887,10.1016/j.lfs.2025.123887,Fecal microbiota transplantation promotes hair growth through gut microbiome and metabolic regulation.,fecal microbiota transplantation promotes hair growth through gut microbiome and metabolic regulation,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.mad.2012.05.003,10.1016/j.mad.2012.05.003,Genome-wide expression and methylation profiling in the aged rodent brain due to early-life Pb exposure and its relevance to aging.,genome wide expression and methylation profiling in the aged rodent brain due to early life pb exposure and its relevance to aging,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.mad.2026.112162,10.1016/j.mad.2026.112162,Metformin-induced longevity is associated with retrotransposon dynamics in yeast chronological aging.,metformin induced longevity is associated with retrotransposon dynamics in yeast chronological aging,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.redox.2025.103695,10.1016/j.redox.2025.103695,IDO1 improves postischemic neovascularization in aged mice by boosting endothelial NAD+ de novo synthesis and curbing endothelial senescence,ido1 improves postischemic neovascularization in aged mice by boosting endothelial nad de novo synthesis and curbing endothelial senescence,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.redox.2026.104065,10.1016/j.redox.2026.104065,ERRα-NOS2-mediated citrulline metabolism attenuates tubular epithelial cell senescence in diabetic kidney disease.,err nos2 mediated citrulline metabolism attenuates tubular epithelial cell senescence in diabetic kidney disease,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.tjnut.2025.05.044,10.1016/j.tjnut.2025.05.044,Late-Life Short-Term Dietary Restriction Improves Intestinal Stem Cell Function and Alters Intestinal Stem Cell Deoxyribonucleic Acid Methylation in Mice.,late life short term dietary restriction improves intestinal stem cell function and alters intestinal stem cell deoxyribonucleic acid methylation in mice,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.xgen.2024.100541,10.1016/j.xgen.2024.100541,Characterization of the genetic determinants of context-specific DNA methylation in primary monocytes.,characterization of the genetic determinants of context specific dna methylation in primary monocytes,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.xgen.2026.101218,10.1016/j.xgen.2026.101218,Interferon-related inflammaging links epigenetic age acceleration to multimorbidity.,interferon related inflammaging links epigenetic age acceleration to multimorbidity,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1016/j.ymthe.2026.02.015,10.1016/j.ymthe.2026.02.015,T cell senescence induced by DNMT1 deletion mediates cardiac transplant tolerance via altered CDKN1A methylation.,t cell senescence induced by dnmt1 deletion mediates cardiac transplant tolerance via altered cdkn1a methylation,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1038/cddis.2017.48,10.1038/cddis.2017.48,Inactivation of Lsd1 triggers senescence in trophoblast stem cells by induction of Sirt4.,inactivation of lsd1 triggers senescence in trophoblast stem cells by induction of sirt4,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1038/mp.2016.65,10.1038/mp.2016.65,"Mood, stress and longevity: convergence on ANK3.",mood stress and longevity convergence on ank3,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1038/s41368-025-00362-y,10.1038/s41368-025-00362-y,NUP62 alleviates senescence and promotes the stemness of human dental pulp stem cells via NSD2-dependent epigenetic reprogramming.,nup62 alleviates senescence and promotes the stemness of human dental pulp stem cells via nsd2 dependent epigenetic reprogramming,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1038/s41386-020-00884-5,10.1038/s41386-020-00884-5,"Klotho, PTSD, and advanced epigenetic age in cortical tissue.",klotho ptsd and advanced epigenetic age in cortical tissue,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1038/s41418-019-0384-8,10.1038/s41418-019-0384-8,A functional genetic screen defines the AKT-induced senescence signaling network.,a functional genetic screen defines the akt induced senescence signaling network,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1038/s41418-025-01456-0,10.1038/s41418-025-01456-0,Inhibition of ferroptosis counteracts the advanced maternal age-induced oocyte deterioration.,inhibition of ferroptosis counteracts the advanced maternal age induced oocyte deterioration,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1038/s41419-022-04601-6,10.1038/s41419-022-04601-6,Induction of senescence-associated secretory phenotype underlies the therapeutic efficacy of PRC2 inhibition in cancer.,induction of senescence associated secretory phenotype underlies the therapeutic efficacy of prc2 inhibition in cancer,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1038/s41467-024-52310-9,10.1038/s41467-024-52310-9,"A metabolomic profile of biological aging in 250,341 individuals from the UK Biobank",a metabolomic profile of biological aging in 250 341 individuals from the uk biobank,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
