source,source_record_id,title,abstract,year,publication_date,doi,pmid,pmcid,authors,venue,document_type,language,url,is_preprint,raw_page,query_branches,local_multiomics_match,local_explicit_multiomics_match,local_layer_pair_match,local_omics_layer_count,local_omics_layers,local_aging_match,local_causal_anchor_match,local_three_block_match,provenance_sources,duplicate_count
openalex,https://openalex.org/W4394964205,Periodic dietary restriction of animal products induces metabolic reprogramming in humans with effects on health,"Abstract Objectives Dietary interventions can be a powerful tool for the prevention and treatment of diseases, but the molecular mechanisms through which diet affects health remain underexplored in humans. Generating robust evidence on the molecular impact of specific dietary patterns in humans will help us harness the power of dietary interventions to improve health. Methods Here, we compare plasma metabolomic and proteomic profiles between dietary states for a unique group of individuals (N=200) who alternate between omnivory and restriction of animal products for religious reasons. We also contrast findings to a control group of continuously omnivorous individuals (N=211). Results We find that short-term animal product restriction drives reductions in levels of lipid classes and of branched-chain amino acids, not detected in the control group, and results in metabolic profiles associated with decreased risk for all-cause mortality. We show that 23% of restriction-associated proteins are druggable targets and reveal that pro-longevity hormone FGF21 and seven additional proteins (FOLR2, SUMF2, HAVCR1, PLA2G1B, OXT, HPGDS, SPP1) display the greatest magnitude of change upon restriction. Through Mendelian randomization we demonstrate potentially causal effects of FGF21 and HAVCR1 on risk for type 2 diabetes, of HPGDS on BMI, and of OXT on risk for lacunar stroke. Conclusions We demonstrate that short-term restriction of animal products results in metabolic reprogramming with mostly positive effects on health and emphasise high-value targets for pharmacological intervention.",2024,2024-04-19,10.1101/2024.04.19.24306061,,,Konstantinos Rouskas; Ozvan Bocher; Alexandros Simistiras; Christina Emmanouil; Panagiotis Mantas; Anargyros Skoulakis; Yongjoon Park; Alexandros C. Dimopoulos; Stavros Glentis; Gabi Kastenmüller; Eleftheria Zeggini; Antigone S. Dimas,medRxiv,preprint,en,https://openalex.org/W4394964205,True,proteomics_plus_downstream/page_0001.json.gz,proteomics_plus_downstream,True,False,True,2,metabolomics;proteomics,True,True,True,europepmc;openalex,1
europepmc,PPR:PPR840069,Genomic and proteomic evidence for hormonal and metabolic foundations of polycystic ovary syndrome,"Polycystic ovary syndrome (PCOS) and its underlying features remain poorly understood. In this genetic and proteomic study, we expand the number of genetic loci from 19 to 29, and identify 31 associated plasma proteins. Many risk-increasing loci were associated with later age at menopause, underscoring the reproductive longevity related to a larger functional ovarian reserve. Hormonal regulation in the aetiology of this condition, through metabolic and reproductive features, was emphasised. The proteomic analysis highlighted perturbations of metabolically-related biology that are typical in women with PCOS. A PCOS polygenic risk score was associated with adverse cardio-metabolic outcomes, with differing contributions of testosterone and BMI in women and men. Finally, while oligo- and anovulatory infertility are characteristic features of PCOS, we observed no impact of PCOS susceptibility on childlessness. We suggest that PCOS susceptibility confers balanced pleiotropic influences on fertility in women, and life-long adverse metabolic consequences in both sexes.",2024,2024-04-19,10.1101/2024.04.18.24306020,,,"Moolhuijsen LM, Zhu J, Mullin BH, Pujol-Gualdo N, Actkins KV, Mack JA, Rao H, Trivedi B, Kentistou KA, Zhao Y, Westergard D, Tyrmi JS, Thorleifsson G, Zhang Y, Wittemans L, DeVries A, Brewer K, Sisk R, Danning R, Preuss MH, Jones MR, Ruth KS, Andersen M, Azziz R, Banasik K, Boehnke M, Broer L, Brunak S, Chan Y, Chasman DI, Daly M, Ehrmann DA, Fauser BC, Fritsche LG, Hayes MG, He C, Huang H, Kowalska I, Kraft P, Legro RS, Lin N, Loos RJ, Louwers YV, Magi R, McCarthy MI, Morin-Papunen L, Morrison JV, Morton C, Nadkarni GN, Neale BM, Nielsen HS, Nyegaard M, Ostrowski SR, Pedersen OB, Sorensen E, Mikkelsen C, Erikstrup C, Kaspersen KA, Bruun MT, Aagaard B, Ullum H, Obermayer-Pietsch B, Ong KK, Palotie A, Reeve MP, Salumets A, Saxena R, Spector TD, Stuckey BGA, Thorsteinsdottir U, Uitterlinden AG, Urbanek M, Zollner S, Van Heel DA, Genes and Health Research Team, DBDS Genomic Consortium, 23ndMe Research Team, Hirschhorn JN, Stefansson K, Perry JR, Styrkarsdottir U, Wilson SG, Piltonen T, Laisk T, Jarvelin M, Burns K, Justice AE, Laivuori H, Goodarzi MO, Davis LK, Dunaif A, Lindgren CM, Laven JS, Franks S, Visser JA, Welt CK, Karaderi T, Day FR.",,Preprint,,https://europepmc.org/article/PPR/PPR840069,True,page_0002.json.gz,,True,False,True,2,genomics;proteomics,True,True,True,europepmc;semantic_scholar,1
europepmc,MED:38641753,Repetitive element transcript accumulation is associated with inflammaging in humans.,"Chronic, low-grade inflammation increases with aging, contributing to functional declines and diseases that reduce healthspan. Growing evidence suggests that transcripts from repetitive elements (RE) in the genome contribute to this ""inflammaging"" by stimulating innate immune activation, but evidence of RE-associated inflammation with aging in humans is limited. Here, we present transcriptomic and clinical data showing that RE transcript levels are positively related to gene expression of innate immune sensors, and to serum interleukin 6 (a marker of systemic inflammation), in a large group of middle-aged and older adults. We also: (1) use transcriptomics and whole-genome bisulfite (methylation) sequencing to show that many RE may be hypomethylated with aging, and that aerobic exercise, a healthspan-extending intervention, reduces RE transcript levels and increases RE methylation in older adults; and (2) extend our findings in a secondary dataset demonstrating age-related changes in RE chromatin accessibility. Collectively, our data support the idea that age-related RE transcript accumulation may play a role in inflammaging in humans, and that RE dysregulation with aging may be due in part to upstream epigenetic changes.",2024,2024-04-20,10.1007/s11357-024-01126-y,38641753,PMC11493880,"Smith ME, Wahl D, Cavalier AN, McWilliams GT, Rossman MJ, Giordano GR, Bryan AD, Seals DR, LaRocca TJ.",,"research-article; Journal Article; Research Support, N.I.H., Extramural",eng,https://europepmc.org/article/MED/38641753,False,page_0001.json.gz,,True,False,True,3,epigenomics;genomics;transcriptomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,PPR:PPR841874,Heterogeneous metabolomic aging across the same age and prediction of health outcome,"Existing metabolomic clocks exhibit deficiencies in capturing the heterogeneous aging rates among individuals with the same chronological age. Yet, the modifiable and non-modifiable factors in metabolomic aging have not been systematically studied. Here, we leveraged metabolomic profiles of 239,291 UK Biobank participants for 10-year all-cause mortality prediction to generate and validate a new aging measure--MetaboAgeMort. The MetaboAgeMort showed significant associations with all-cause mortality, cause-specific mortality, and diverse incident diseases. Adding MetaboAgeMort to conventional risk factors model improved the predictive ability of 10-year mortality. We identified 99 modifiable factors for MetaboAgeMort, where 16 factors representing pulmonary function, body composition, socioeconomic status, dietary quality, smoking status, alcohol intake, and disease status showed quantitatively stronger associations. The genetic analyses revealed 99 genomic risk loci and 271 genes associated with MetaboAgeMort. Our study illuminates heterogeneous metabolomic aging across the same age, which provides avenues for developing anti-aging therapies and personalized interventions.",2024,2024-04-22,10.1101/2024.04.22.24306156,,,"Jia X, Fan J, Wu X, Cao X, Ma L, Abdelrahman Z, Bizzarri D, van den Akker EB, Slagboom PE, Deelen J, Zhou D, Liu Z.",,Preprint,,https://europepmc.org/article/PPR/PPR841874,True,page_0001.json.gz,,True,False,True,2,genomics;metabolomics,True,True,True,europepmc;semantic_scholar,1
europepmc,MED:38629775,"Salivary proteins NlSP5 and NlSP7 are required for optimal feeding and fitness of the brown planthopper, Nilaparvata lugens.","Background Saliva has a crucial role in determining the compatibility between piercing-sucking insects and their hosts. The brown planthopper (BPH) Nilaparvata lugens, a notorious pest of rice in East and Southeast Asia, secretes gelling and watery saliva when feeding on rice sap. Nlsalivap-5 (NlSP5) and Nlsalivap-7 (NlSP7) were identified as potential planthopper-specific gelling saliva components, but their biological functions remain unknown. Results Here, we showed by transcriptomic analyses that NlSP5 and NlSP7 were biasedly expressed in the salivary glands of BPHs. Using the clustered regularly interspaced short palindromic repeats (CRISPR)/Cas9-mediated genome-editing system, we constructed NlSP5 and NlSP7 homozygous mutants (NlSP5 -/- and NlSP7 -/- ). Electrical penetration graph assay showed that NlSP5 -/- and NlSP7 -/- mutants exhibited abnormal probing and feeding behaviors. Bioassays revealed that the loss-of-function of NlSP5 and NlSP7 significantly reduced the fitness of BPHs, with extended developmental duration, shortened lifespan, reduced weight, and impaired fecundity and hatching rates. Conclusion These findings deepen our understanding of the BPH-host interaction and may provide potential targets for the management of rice planthoppers. © 2024 Society of Chemical Industry.",2024,2024-04-27,10.1002/ps.8134,38629775,,"Liu XY, Cai XY, Wu HJ, Wan Y, Wei SF, Xu HJ.",,Journal Article,eng,https://europepmc.org/article/MED/38629775,False,page_0002.json.gz,,True,False,True,2,genomics;transcriptomics,True,True,True,europepmc;pubmed;scopus,2
europepmc,PPR:PPR844569,Systematic identification of exercise-induced anti-aging processes involving intron retention,"Exercise is one of the most promising anti-aging interventions for maintaining skeletal muscle health in older adults. Nine “Aging Hallmarks”, proposed by López-Otín, offer insights into the aging process; however, the link between these hallmarks and exercise is not fully elucidated. In this study, we conducted a systematic multi-omics analysis of skeletal muscles, focusing on aging and exercise, based on gene signatures for aging hallmarks. It is posited that mRNA splicing activity, linked to genomic instability, constitutes a fundamental hallmark of aging, and it exhibits divergent expression patterns in response to aging and exercise. Additionally, we analysed splicing events and discovered that intron retention (IR) is significantly impacted by aging, exhibiting contrasting changes to those induced by resistance training in the older cohort. The isoforms characterised by IR are notably enriched in mitochondrial functions. Conclusively, our results underscore the significance of splicing mechanisms as a novel aspect of aging hallmarks in skeletal muscles and propose a new mechanism by which exercise exerts its anti-aging effects on skeletal muscles through intron retention. Key points summary Skeletal muscle aging involves significant structural and functional changes, including loss of muscle mass, decline in strength, and mitochondrial dysfunction, all influenced by genomic instability. Exercise has been identified as a key intervention that counters genomic instability and modulates mRNA splicing patterns, particularly through the regulation of Intron Retention, to mitigate aging effects in skeletal muscle. We reveal the novel role of IR, especially in principal isoforms, where it is linked to critical cellular processes like mitochondrial function, suggesting a targeted pathway through which exercise exerts its anti-aging effects. The findings provide new insights into the molecular mechanisms underlying the beneficial effects of exercise on aging skeletal muscle. This study lays the groundwork for future research on exercise-induced modulation of mRNA splicing as a therapeutic strategy for aging and potentially age-related diseases, pointing towards a significant shift in how we approach aging intervention strategies.",2024,2024-04-28,10.1101/2024.04.25.591048,,,"Kodama H, Ijima H, Matsui Y.",,Preprint,,https://europepmc.org/article/PPR/PPR844569,True,page_0001.json.gz,,True,True,False,1,genomics,True,True,True,europepmc;pubmed;scopus;semantic_scholar,4
europepmc,MED:42000749,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging.,"Mitochondrial dysfunction is a prominent hallmark of aging contributing to the decline of metabolic plasticity in late life. While genetic distortions of mitochondrial integrity elicit premature aging, the mechanisms leading to ""natural"" aging of mitochondria are less clear. Here we use proteomics, lipidomics, genetics and functional tests in wild type Caenorhabditis elegans and long-lived clk-1(qm30) and isp-1(qm150) mitochondrial mutants to identify molecular pathways that support longevity amid persistent mitochondrial inefficiency. These tests and subsequent transcriptomics and metabolomics analyses in humans reveal aging-associated decline of phosphatidylcholine synthesis as a trigger of mitochondrial network disruption, which contributes to mitochondrial dysfunction during normal aging. Moreover, ectopic boosting of phosphatidylcholine levels via diet restores late life mitochondrial integrity in vivo in nematodes and reinstates metabolic resilience in human cell culture tests. We thus describe a previously unrecognized natural driver of mitochondrial decline in aging that is malleable by dietary interventions.",2026,2026-04-18,10.1038/s41467-026-71508-7,42000749,PMC13091796,"Poliezhaieva T, Li Y, Chaudhari PS, Isildak U, Alonso-Pernas P, Valentim IS, Su F, Espada L, Bayar M, Fu L, Koeberle A, Dönertaş HM, Ermolaeva MA.",,research-article; Journal Article,eng,https://europepmc.org/article/MED/42000749,False,page_0001.json.gz,,True,False,True,3,metabolomics;proteomics;transcriptomics,True,True,True,europepmc;pubmed;scopus;semantic_scholar,4
europepmc,MED:38732590,"Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults.","Nucleotides (NTs), important biomolecules involved in numerous cellular processes, have been proposed as potential candidates for anti-aging interventions. However, whether nucleotides can act as an anti-aging supplement in older adults remains unclear. TALENTs is a randomized, double-blinded, placebo-controlled trial that evaluates the efficacy and safety of NTs as an anti-aging supplement in older adults by exploring the effects of NTs on multiple dimensions of aging in a rigorous scientific setting. Eligible community-dwelling adults aged 60-70 years were randomly assigned equally to two groups: nucleotides intervention group and placebo control group. Comprehensive geriatric health assessments were performed at baseline, 2-months, and 4-months of the intervention. Biological specimens were collected and stored for age-related biomarker testing and multi-omics sequencing. The primary outcome was the change from baseline to 4 months on leukocyte telomere length and DNA methylation age. The secondary aims were the changes in possible mechanisms underlying aging processes (immunity, inflammatory profile, oxidative stress, gene stability, endocrine, metabolism, and cardiovascular function). Other outcomes were changes in physical function, body composition and geriatric health assessment (including sleep quality, cognitive function, fatigue, frailty, and psychology). In the RCT, 301 participants were assessed for eligibility and 122 were enrolled. Participants averaged 65.65 years of age, and were predominately female (67.21%). All baseline characteristics were well-balanced between groups, as expected due to randomization. The majority of participants were pre-frailty and had at least one chronic condition. The mean scores for physical activity, psychological, fatigue and quality of life were within the normal range. However, nearly half of the participants still had room for improvement in cognitive level and sleep quality. This TALENTs trial will represent one of the most comprehensive experimental clinical trials in which supplements are administered to elderly participants. The findings of this study will contribute to our understanding of the anti-aging effects of NTs and provide insights into their potential applications in geriatric healthcare.",2024,2024-04-29,10.3390/nu16091343,38732590,PMC11085046,"Wang S, Song L, Fan R, Chen Q, You M, Cai M, Wu Y, Li Y, Xu M.",,Clinical Trial Protocol; research-article; Journal Article,eng,https://europepmc.org/article/MED/38732590,False,page_0001.json.gz,,True,True,False,1,epigenomics,True,True,True,europepmc;openalex;pubmed;scopus;semantic_scholar,4
europepmc,MED:38688490,Highly conserved bifidobacteria in the human gut: Bifidobacterium longum subsp. longum as a potential modulator of elderly innate immunity.,"Aging is a physiological and immunological process involving the deterioration of human health, characterised by the progressive alteration of organs and their functions. The speed and extent of such decline are dependent on lifestyle, environment, and genetic factors. Moreover, with advancing age, humans become progressively more fragile and prone to acute and chronic diseases. Although the intestinal microbiota is predisposed to perturbations that accompany aging and frailty, it is generally accepted that the gut microbiota engages in multiple interactions that affect host health throughout the host life span. In the current study, an exhaustive in silico investigation of gut-associated bifidobacteria in healthy individuals from birth to old age revealed that Bifidobacterium longum subsp. longum is the most prevalent member, especially during infancy and in centenarians. Moreover, B. longum subsp. longum genome reconstruction and strain tracing among human gut microbiomes allowed the identification of prototypes of this taxon in the human gut microbiota of healthy elderly individuals. Such analyses guided culturomics attempts to isolate B. longum subsp. longum strains that matched the genomic content of B. longum subsp. longum prototypes from healthy elderly individuals. The molecular effects of selected B. longum subsp. longum strains on the human host were further investigated using in vitro microbe-host interactions, revealing differences in the host immune system transcriptome, with a reduction in gene expression of inflammation-related cytokines. These intriguing findings support the potential anti-aging effects of elderly associated prototypes of B. longum subsp. longum.",2024,2024-04-30,10.1163/18762891-bja00013,38688490,,"Longhi G, Lugli GA, Bianchi MG, Rizzo SM, Tarracchini C, Mancabelli L, Vergna LM, Alessandri G, Fontana F, Taurino G, Chiu M, Milani C, van Sinderen D, Bussolati O, Ventura M, Turroni F.",,Journal Article,eng,https://europepmc.org/article/MED/38688490,False,page_0002.json.gz,,True,False,True,3,genomics;microbiomics;transcriptomics,True,True,True,europepmc;pubmed;scopus;semantic_scholar,3
pubmed,40060387,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice.,"Decline in ovarian function with age not only affects fertility but is also linked to a higher risk of age-related diseases in women ( e.g . osteoporosis, dementia). Intriguingly, earlier menopause is linked to shorter lifespan; however, the underlying molecular mechanisms of ovarian aging are not well understood. Recent evidence suggests the gut microbiota may influence ovarian health. In this study, we characterized ovarian aging associated microbial profiles in mice and investigated the effect of the gut microbiome from young and estropausal female mice on ovarian health through fecal microbiota transplantation. We demonstrate that the ovarian transcriptome can be broadly remodeled after heterochronic microbiota transplantation, with a reduction in inflammation-related gene expression and trends consistent with transcriptional rejuvenation. Consistently, these mice exhibited enhanced ovarian health and increased fertility. Using metagenomics-based causal mediation analyses and serum untargeted metabolomics, we identified candidate microbial species and metabolites that may contribute to the observed effects of fecal microbiota transplantation. Our findings reveal a direct link between the gut microbiota and ovarian health.",2025,2025-02-26,10.1101/2024.05.03.592475,40060387,PMC11888174,Minhoo Kim; Justin Wang; Steven E Pilley; Ryan J Lu; Alan Xu; Younggyun Kim; Minying Liu; Xueyan Fu; Sarah L Booth; Peter J Mullen; Bérénice A Benayoun,bioRxiv : the preprint server for biology,Journal Article; Preprint,eng,https://pubmed.ncbi.nlm.nih.gov/40060387/,True,page_0045.xml.gz,,True,False,True,3,metabolomics;microbiomics;transcriptomics,True,True,True,europepmc;openalex;pubmed,2
europepmc,PPR:PPR848398,Oral 8-aminoguanine against age-related retinal degeneration,"Abstract Visual decline in the elderly is often attributed to retinal aging, which predisposes the tissue to pathologies such as age-related macular degeneration. Currently, effective oral pharmacological interventions for retinal degeneration are limited. We present a novel oral intervention, 8-aminoguanine (8-AG), targeting age-related retinal degeneration, utilizing the aged Fischer 344 rat model. A low-dose 8-AG regimen (5 mg/kg body weight) via drinking water, beginning at 22 months for 8 weeks, demonstrated significant retinal preservation. This was evidenced by increased retinal thickness, improved photoreceptor integrity, and enhanced electroretinogram responses. 8-AG effectively reduced apoptosis, oxidative damage, and microglial/macrophage activation associated with aging retinae. Age-induced alterations in the retinal purine metabolome, characterized by elevated levels of inosine, hypoxanthine, and xanthine, were partially mitigated by 8-AG. Transcriptomics highlighted 8-AG's anti-inflammatory effects on innate and adaptive immune responses. Extended treatment to 17 weeks further amplified the retinal protective effects. Moreover, 8-AG showed temporary protective effects in the Rho P23H/+ mouse model of retinitis pigmentosa, reducing active microglia/macrophages. Our study positions 8-AG as a promising oral agent against retinal aging. Coupled with previous findings in diverse disease models, 8-AG emerges as a promising anti-aging compound with the capability to reverse common aging hallmarks.",2024,2024-05-06,10.21203/rs.3.rs-4022389/v1,,,"Chen Y, Vats A, Xi Y, Wolf-Johnston A, Clinger O, Arbuckle R, Dermond C, Li J, Stolze D, Sahel J, Jackson E, Birder L.",,Preprint,,https://europepmc.org/article/PPR/PPR848398,True,page_0002.json.gz,,True,False,True,2,metabolomics;transcriptomics,True,True,True,europepmc;pubmed,1
europepmc,PPR:PPR849477,Functional and multi-omic aging rejuvenation with GLP-1R agonism,"Identifying readily implementable methods that can effectively counteract aging is urgently needed for tackling age-related degenerative disorders. Here, we conducted functional assessments and deep molecular phenotyping in the aging mouse to demonstrate that glucagon-like peptide-1 receptor agonist (GLP-1RA) treatment attenuates body-wide age-related changes. Apart from improvements in physical and cognitive performance, the age-counteracting effects are prominently evident at multiple omic levels. These span the transcriptomes and DNA methylomes of various tissues, organs and circulating white blood cells, as well as the plasma metabolome. Importantly, the beneficial effects are specific to aged mice, not young adults, and are achieved with a low dosage of GLP-1RA which has a negligible impact on food consumption and body weight. The molecular rejuvenation effects exhibit organ-specific characteristics, which are generally heavily dependent on hypothalamic GLP-1R. We benchmarked the GLP-1RA age-counteracting effects against those of mTOR inhibition, a well-established anti-aging intervention, observing a strong resemblance across the two strategies. Our findings have broad implications for understanding the mechanistic basis of the clinically observed pleiotropic effects of GLP-1RAs, the design of intervention trials for age-related diseases, and the development of anti-aging-based therapeutics.",2024,2024-05-08,10.1101/2024.05.06.592653,,,"Huang J, Kwok AJ, Li JCY, Chiu CLH, Ip BY, Tung LY, Zheng X, Chow HT, Lo MPS, Li Z, Chan RCH, Lin N, Wang Z, Wang M, Yan LYC, Chan DCW, Wu WKK, Chow KH, Lin W, Tang Y, Ng BW, Wong SH, Leung TW, Mok VCT, Ko H.",,Preprint,,https://europepmc.org/article/PPR/PPR849477,True,page_0001.json.gz,,True,True,True,3,epigenomics;metabolomics;transcriptomics,True,True,True,europepmc;google_scholar;semantic_scholar,2
europepmc,MED:38724733,Nature of epigenetic aging from a single-cell perspective.,"Age-related changes in DNA methylation (DNAm) form the basis of the most robust predictors of age-epigenetic clocks-but a clear mechanistic understanding of exactly which aspects of aging are quantified by these clocks is lacking. Here, to clarify the nature of epigenetic aging, we juxtapose the dynamics of tissue and single-cell DNAm in mice. We compare these changes during early development with those observed during adult aging in mice, and corroborate our analyses with a single-cell RNA sequencing analysis within the same multiomics dataset. We show that epigenetic aging involves co-regulated changes as well as a major stochastic component, and this is consistent with transcriptional patterns. We further support the finding of stochastic epigenetic aging by direct tissue and single-cell DNAm analyses and modeling of aging DNAm trajectories with a stochastic process akin to radiocarbon decay. Finally, we describe a single-cell algorithm for the identification of co-regulated and stochastic CpG clusters showing consistent transcriptomic coordination patterns. Together, our analyses increase our understanding of the basis of epigenetic clocks and highlight potential opportunities for targeting aging and evaluating longevity interventions.",2024,2024-05-09,10.1038/s43587-024-00616-0,38724733,,"Tarkhov AE, Lindstrom-Vautrin T, Zhang S, Ying K, Moqri M, Zhang B, Tyshkovskiy A, Levy O, Gladyshev VN.",,Journal Article,eng,https://europepmc.org/article/MED/38724733,False,page_0001.json.gz,,True,True,True,2,epigenomics;transcriptomics,True,True,True,europepmc;pubmed;scopus;semantic_scholar,3
europepmc,MED:38761527,Integrating transcriptomic and proteomic data for a comprehensive molecular perspective on the association between sarcopenia and osteoporosis.,"Background Osteoporosis and sarcopenia are common age-related conditions characterized by the progressive loss of bone density and muscle mass, respectively. Their co-occurrence, often referred to as osteosarcopenia, presents significant challenges in elderly care due to increased fragility and functional impairment. Existing studies have identified shared pathological mechanisms between these conditions, including inflammation, hormonal imbalances, and metabolic dysregulation, but a comprehensive understanding of their molecular interplay remains incomplete. Objective This study aims to deepen our understanding of the molecular interactions between sarcopenia and osteoporosis through an integrated omics approach, revealing potential therapeutic targets and biomarkers. Methods Employing a combination of proteomics and transcriptomics analyses, this study analyzed bone and muscle tissue samples from patients diagnosed with osteoporosis and osteosarcopenia. Techniques included high-throughput sequencing and label-free proteomics, supported by advanced bioinformatics tools for data analysis and functional annotation of genes and proteins. Results The study found marked differences in gene and protein expressions between osteoporosis and osteosarcopenia tissues. Specifically, genes like PDIA5, TUBB1, and CYFIP2 in bone, along with MYH7 and NCAM1 in muscle, exhibited differential expression at both mRNA and protein levels. Pathway analyses revealed the significance of oxidative-reduction balance, cellular metabolism, and immune response in the progression of these conditions. Importantly, the study pinpointed osteoclast differentiation and NF-kappa B signaling pathways as critical in the molecular dynamics of osteosarcopenia, suggesting potential targets for therapy. Conclusions This study utilized transcriptomics and proteomics to identify key genes and proteins impacting sarcopenia and osteoporosis, employing advanced network tools to delineate interaction networks and crucial signaling pathways. It highlighted genes like PDIA5 and TUBB1, consistently expressed in both analyses, involved in pathways such as osteoclast differentiation and cytokine interactions. These insights enhance understanding of the molecular interplay in bone and muscle degeneration with aging, suggesting directions for future research into therapeutic interventions and prevention strategies for age-related degenerative diseases.",2024,2024-05-11,10.1016/j.archger.2024.105486,38761527,,"Chen J, Xu J, Gou L, Zhu Y, Zhong W, Guo H, Du Y.",,"Research Support, Non-U.S. Gov't; Journal Article",eng,https://europepmc.org/article/MED/38761527,False,page_0002.json.gz,,True,True,True,2,proteomics;transcriptomics,True,True,True,europepmc;pubmed;scopus;semantic_scholar,3
europepmc,MED:38794708,Examining the Effects of Nutrient Supplementation on Metabolic Pathways via Mitochondrial Ferredoxin in Aging Ovaries.,"As women age, oocytes are susceptible to a myriad of dysfunctions, including mitochondrial dysfunction, impaired DNA repair mechanisms, epigenetic alterations, and metabolic disturbances, culminating in reduced fertility rates among older individuals. Ferredoxin (FDX) represents a highly conserved iron-sulfur (Fe-S) protein essential for electron transport across multiple metabolic pathways. Mammalian mitochondria house two distinct ferredoxins, FDX1 and FDX2, which share structural similarities and yet perform unique functions. In our investigation into the regulatory mechanisms governing ovarian aging, we employed a comprehensive multi-omics analysis approach, integrating spatial transcriptomics, single-cell RNA sequencing, human ovarian pathology, and clinical biopsy data. Previous studies have highlighted intricate interactions involving excessive lipid peroxide accumulation, redox-induced metal ion buildup, and alterations in cellular energy metabolism observed in aging cells. Through a multi-omics analysis, we observed a notable decline in the expression of the critical gene FDX1 as ovarian age progressed. This observation prompted speculation regarding FDX1's potential as a promising biomarker for ovarian aging. Following this, we initiated a clinical trial involving 70 patients with aging ovaries. These patients were administered oral nutritional supplements consisting of DHEA, ubiquinol CoQ10, and Cleo-20 T3 for a period of two months to evaluate alterations in energy metabolism regulated by FDX1. Our results demonstrated a significant elevation in FDX1 levels among participants receiving nutritional supplementation. We hypothesize that these nutrients potentiate mitochondrial tricarboxylic acid cycle (TCA) activity or electron transport chain (ETC) efficiency, thereby augmenting FDX1 expression, an essential electron carrier in metabolic pathways, while concurrently mitigating lipid peroxide accumulation and cellular apoptosis. In summary, our findings underscore the potential of nutritional intervention to enhance in vitro fertilization outcomes in senescent cells by bolstering electron transport proteins, thus optimizing energy metabolism and improving oocyte quality in aging women.",2024,2024-05-13,10.3390/nu16101470,38794708,PMC11123998,"Wu CC, Li CJ, Lin LT, Wen ZH, Cheng JT, Tsui KH.",,research-article; Journal Article,eng,https://europepmc.org/article/MED/38794708,False,page_0001.json.gz,,True,True,False,1,transcriptomics,True,True,True,europepmc;pubmed;scopus;semantic_scholar,3
pubmed,39229162,The CALERIE ™ Genomic Data Resource.,"Caloric restriction (CR) slows biological aging and prolongs healthy lifespan in model organisms. Findings from CALERIE-2 ™ - the first ever randomized, controlled trial of long-term CR in healthy, non-obese humans - broadly supports a similar pattern of effects in humans. To expand our understanding of the molecular pathways and biological processes underpinning CR effects in humans, we generated a series of genomic datasets from stored biospecimens collected from n=218 participants during the trial. These data constitute the first publicly-accessible genomic data resource for a randomized controlled trial of an intervention targeting the biology of aging. Datasets include whole-genome SNP genotypes, and three-timepoint-longitudinal DNA methylation, mRNA, and small RNA datasets generated from blood, skeletal muscle, and adipose tissue samples (total sample n=2327). The CALERIE Genomic Data Resource described in this article is available from the Aging Research Biobank. This mult-itissue, multi-omic, longitudinal data resource has great potential to advance translational geroscience.",2024,2024-08-22,10.1101/2024.05.17.594714,39229162,PMC11370476,C P Ryan; D L Corcoran; N Banskota; Indik C Eckstein; A Floratos; R Friedman; M S Kobor; V B Kraus; W E Kraus; J L MacIsaac; M C Orenduff; C F Pieper; J P White; L Ferrucci; S Horvath; K M Huffman; D W Belsky,bioRxiv : the preprint server for biology,Journal Article; Preprint,eng,https://pubmed.ncbi.nlm.nih.gov/39229162/,True,page_0052.xml.gz,,True,True,True,2,epigenomics;genomics,True,True,True,europepmc;openalex;pubmed;semantic_scholar,3
europepmc,PPR:PPR915700,Contribution of leukocyte telomere length to major cardiovascular diseases onset: phenotypic and genetic insights from a large-scale genome-wide cross-trait analysis,"Abstract Telomere shortening, a marker of cellular aging and genomic instability, has been epidemiologically linked to an increased risk of various cardiovascular diseases (CVDs). However, shared genetic determinants involved in these associations remain unclear. We composed an atlas of the shared genetic associations between leukocyte telomere length (LTL) and six major CVDs by investigating shared genetic elements, encompassing SNPs, genes, biological pathways, and protein targets with pleiotropic implications. Extensive genetic overlaps beyond genetic correlations were observed, but no causal relationships were established. We identified 248 independent pleiotropic genomic risk loci, implicating 50 unique genes in two or more trait pairs, especially the SH2B3 gene, which was further validated by a proteome-wide Mendelian Randomization study. Functional analysis demonstrated a link to both DNA biosynthetic processes and telomere maintenance mechanisms. These findings suggest a genetic link between LTL and CVDs, highlighting a shared genetic basis crucial for developing future interventions and therapeutic targets.",2024,2024-09-25,10.21203/rs.3.rs-5090589/v1,,,"Pauklin S, Qiao J, Wang Q, Zhao Y, Chang M, Cai L, Liu F, Yao K, Zheng L, Tan N, He P, Jegga A, Jiang L, Yang Y, Feng Y.",,Preprint,,https://europepmc.org/article/PPR/PPR915700,True,page_0001.json.gz,,True,False,True,2,genomics;proteomics,True,True,True,europepmc;openalex,2
