group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
613,2344,640,doi,Multi-omics analyses reveal novel effects of PLCγ2 deficiency in the mouse brain,Multi-omics analyses reveal novel effects of PLCγ2 deficiency in the mouse brain
613,2344,3933,transitive_exact_match,Multi-omics analyses reveal novel effects of PLCγ2 deficiency in the mouse brain,Multi-omics analyses reveal novel effects of PLCγ2 deficiency in the mouse brain.
613,2344,10524,transitive_exact_match,Multi-omics analyses reveal novel effects of PLCγ2 deficiency in the mouse brain,Multi-omics analyses reveal novel effects of PLCγ2 deficiency in the mouse brain
617,2348,645,doi,Mendelian Randomization Study: Genetic Prediction of Blood Metabolites and the Risk of Endometrial Cancer,Mendelian Randomization Study: Genetic Prediction of Blood Metabolites and the Risk of Endometrial Cancer
618,646,3939,doi,Autophagy as an Anti-senescent in Aging Neurocytes.,Autophagy as an Anti-senescent in Aging Neurocytes.
618,646,6971,doi,Autophagy as an Anti-senescent in Aging Neurocytes.,Autophagy as an Anti-senescent in Aging Neurocytes
618,646,10294,doi,Autophagy as an Anti-senescent in Aging Neurocytes.,Autophagy as an Anti-senescent in Aging Neurocytes.
619,647,3945,doi,Transcriptomic integrity of human oocytes used in ARTs: technical and intrinsic factor effects.,Transcriptomic integrity of human oocytes used in ARTs: technical and intrinsic factor effects.
619,647,6974,doi,Transcriptomic integrity of human oocytes used in ARTs: technical and intrinsic factor effects.,Transcriptomic integrity of human oocytes used in ARTs: technical and intrinsic factor effects
619,647,10434,doi,Transcriptomic integrity of human oocytes used in ARTs: technical and intrinsic factor effects.,Transcriptomic integrity of human oocytes used in ARTs: technical and intrinsic factor effects.
620,10452,648,doi,AgeAnnoMO: a knowledgebase of multi-omics annotation for animal aging,AgeAnnoMO: a knowledgebase of multi-omics annotation for animal aging.
620,10452,3947,transitive_exact_match,AgeAnnoMO: a knowledgebase of multi-omics annotation for animal aging,AgeAnnoMO: a knowledgebase of multi-omics annotation for animal aging.
620,10452,7028,transitive_exact_match,AgeAnnoMO: a knowledgebase of multi-omics annotation for animal aging,AgeAnnoMO: a knowledgebase of multi-omics annotation for animal aging
621,10453,649,doi,HALL: a comprehensive database for human aging and longevity studies,HALL: a comprehensive database for human aging and longevity studies.
621,10453,3948,transitive_exact_match,HALL: a comprehensive database for human aging and longevity studies,HALL: a comprehensive database for human aging and longevity studies.
621,10453,7029,transitive_exact_match,HALL: a comprehensive database for human aging and longevity studies,HALL: a comprehensive database for human aging and longevity studies
622,650,3940,doi,The biological mechanism and emerging therapeutic interventions of liver aging.,The biological mechanism and emerging therapeutic interventions of liver aging.
622,650,6972,doi,The biological mechanism and emerging therapeutic interventions of liver aging.,The biological mechanism and emerging therapeutic interventions of liver aging
622,650,10531,doi,The biological mechanism and emerging therapeutic interventions of liver aging.,The biological mechanism and emerging therapeutic interventions of liver aging
623,651,2349,doi,omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases.,omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases
623,651,3946,doi,omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases.,omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases.
623,651,7027,doi,omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases.,omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases
623,651,10537,doi,omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases.,omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases
624,652,3942,doi,Multi-omics Data Integration Analysis Identified Therapeutic Targets and Potential Reuse Drugs for Osteoporosis.,Multi-omics Data Integration Analysis Identified Therapeutic Targets and Potential Reuse Drugs for Osteoporosis.
624,652,7005,doi,Multi-omics Data Integration Analysis Identified Therapeutic Targets and Potential Reuse Drugs for Osteoporosis.,Multi-omics Data Integration Analysis Identified Therapeutic Targets and Potential Reuse Drugs for Osteoporosis
624,652,10596,doi,Multi-omics Data Integration Analysis Identified Therapeutic Targets and Potential Reuse Drugs for Osteoporosis.,Multi-omics Data Integration Analysis Identified Therapeutic Targets and Potential Reuse Drugs for Osteoporosis.
625,2382,653,doi,China Initiative for Multi-Domain Intervention (CHINA-IN-MUDI) to Prevent Cognitive Decline: Study Design and Progress,China Initiative for Multi-Domain Intervention (CHINA-IN-MUDI) to Prevent Cognitive Decline: Study Design and Progress.
625,2382,3943,transitive_exact_match,China Initiative for Multi-Domain Intervention (CHINA-IN-MUDI) to Prevent Cognitive Decline: Study Design and Progress,China Initiative for Multi-Domain Intervention (CHINA-IN-MUDI) to Prevent Cognitive Decline: Study Design and Progress.
625,2382,7085,transitive_exact_match,China Initiative for Multi-Domain Intervention (CHINA-IN-MUDI) to Prevent Cognitive Decline: Study Design and Progress,China Initiative for Multi-Domain Intervention (CHINA-IN-MUDI) to Prevent Cognitive Decline: Study Design and Progress
625,2382,10595,transitive_exact_match,China Initiative for Multi-Domain Intervention (CHINA-IN-MUDI) to Prevent Cognitive Decline: Study Design and Progress,China Initiative for Multi-Domain Intervention (CHINA-IN-MUDI) to Prevent Cognitive Decline: Study Design and Progress
626,654,3949,doi,"Reduced olfactory performance is associated with changed microbial diversity, oralization, and accumulation of dead biomaterial in the nasal olfactory area.","Reduced olfactory performance is associated with changed microbial diversity, oralization, and accumulation of dead biomaterial in the nasal olfactory area."
627,10541,655,doi,OXR1 maintains the retromer to delay brain aging under dietary restriction,OXR1 maintains the retromer to delay brain aging under dietary restriction.
627,10541,2352,transitive_exact_match,OXR1 maintains the retromer to delay brain aging under dietary restriction,OXR1 maintains the retromer to delay brain aging under dietary restriction
627,10541,3950,transitive_exact_match,OXR1 maintains the retromer to delay brain aging under dietary restriction,OXR1 maintains the retromer to delay brain aging under dietary restriction.
627,10541,7307,transitive_exact_match,OXR1 maintains the retromer to delay brain aging under dietary restriction,OXR1 maintains the retromer to delay brain aging under dietary restriction
628,656,3952,doi,"The Lifespan of D. melanogaster Depends on the Function of the Gagr Gene, a Domesticated gag Gene of Drosophila LTR Retrotransposons.","The Lifespan of D. melanogaster Depends on the Function of the Gagr Gene, a Domesticated gag Gene of Drosophila LTR Retrotransposons."
628,656,6977,doi,"The Lifespan of D. melanogaster Depends on the Function of the Gagr Gene, a Domesticated gag Gene of Drosophila LTR Retrotransposons.","The Lifespan of D. melanogaster Depends on the Function of the Gagr Gene, a Domesticated gag Gene of Drosophila LTR Retrotransposons"
629,2353,657,doi,Neuronal polyunsaturated fatty acids are protective in FTD/ALS,Neuronal polyunsaturated fatty acids are protective in FTD/ALS
629,2353,10543,transitive_exact_match,Neuronal polyunsaturated fatty acids are protective in FTD/ALS,Neuronal polyunsaturated fatty acids are protective in FTD/ALS
630,658,3953,doi,L-arginine metabolism ameliorates age-related cognitive impairment by Amuc_1100-mediated gut homeostasis maintaining.,L-arginine metabolism ameliorates age-related cognitive impairment by Amuc_1100-mediated gut homeostasis maintaining.
630,658,7060,doi,L-arginine metabolism ameliorates age-related cognitive impairment by Amuc_1100-mediated gut homeostasis maintaining.,L-arginine metabolism ameliorates age-related cognitive impairment by Amuc_1100-mediated gut homeostasis maintaining
631,659,3954,doi,Distinguishing between driver and passenger mechanisms of aging.,Distinguishing between driver and passenger mechanisms of aging.
631,659,7033,doi,Distinguishing between driver and passenger mechanisms of aging.,Distinguishing between driver and passenger mechanisms of aging
632,660,3956,doi,Revitalizing Photoaging Skin through Eugenol in UVB-Exposed Hairless Mice: Mechanistic Insights from Integrated Multi-Omics.,Revitalizing Photoaging Skin through Eugenol in UVB-Exposed Hairless Mice: Mechanistic Insights from Integrated Multi-Omics.
632,660,7040,doi,Revitalizing Photoaging Skin through Eugenol in UVB-Exposed Hairless Mice: Mechanistic Insights from Integrated Multi-Omics.,Revitalizing Photoaging Skin through Eugenol in UVB-Exposed Hairless Mice: Mechanistic Insights from Integrated Multi-Omics
632,660,10549,doi,Revitalizing Photoaging Skin through Eugenol in UVB-Exposed Hairless Mice: Mechanistic Insights from Integrated Multi-Omics.,Revitalizing Photoaging Skin through Eugenol in UVB-Exposed Hairless Mice: Mechanistic Insights from Integrated Multi-Omics
633,661,2358,doi,TESTING FOR THE CAUSAL MEDIATION EFFECTS OF MULTIPLE MEDIATORS USING THE KERNEL MACHINE DIFFERENCE METHOD IN GENOME-WIDE EPIGENETIC STUDIES.,Testing for the causal mediation effects of multiple mediators using the kernel machine difference method in genome-wide epigenetic studies
633,661,3957,doi,TESTING FOR THE CAUSAL MEDIATION EFFECTS OF MULTIPLE MEDIATORS USING THE KERNEL MACHINE DIFFERENCE METHOD IN GENOME-WIDE EPIGENETIC STUDIES.,TESTING FOR THE CAUSAL MEDIATION EFFECTS OF MULTIPLE MEDIATORS USING THE KERNEL MACHINE DIFFERENCE METHOD IN GENOME-WIDE EPIGENETIC STUDIES.
633,661,7046,doi,TESTING FOR THE CAUSAL MEDIATION EFFECTS OF MULTIPLE MEDIATORS USING THE KERNEL MACHINE DIFFERENCE METHOD IN GENOME-WIDE EPIGENETIC STUDIES.,TESTING FOR THE CAUSAL MEDIATION EFFECTS OF MULTIPLE MEDIATORS USING THE KERNEL MACHINE DIFFERENCE METHOD IN GENOME-WIDE EPIGENETIC STUDIES
633,661,10552,doi,TESTING FOR THE CAUSAL MEDIATION EFFECTS OF MULTIPLE MEDIATORS USING THE KERNEL MACHINE DIFFERENCE METHOD IN GENOME-WIDE EPIGENETIC STUDIES.,TESTING FOR THE CAUSAL MEDIATION EFFECTS OF MULTIPLE MEDIATORS USING THE KERNEL MACHINE DIFFERENCE METHOD IN GENOME-WIDE EPIGENETIC STUDIES
634,2357,662,doi,Mitochondrial DNA copy number reduction via in vitro TFAM knockout remodels the nuclear epigenome and transcriptome,Mitochondrial DNA copy number reduction via in vitro TFAM knockout remodels the nuclear epigenome and transcriptome
634,2357,3964,transitive_exact_match,Mitochondrial DNA copy number reduction via in vitro TFAM knockout remodels the nuclear epigenome and transcriptome,Mitochondrial DNA copy number reduction via in vitro TFAM knockout remodels the nuclear epigenome and transcriptome.
635,663,10553,doi,Inheritance of old mitochondria controls early CD8 + T cell fate commitment and is regulated by autophagy,Inheritance of old mitochondria controls early CD8+ T cell fate commitment and is regulated by autophagy
636,3958,664,doi,Identification of systemic biomarkers and potential drug targets for age-related macular degeneration.,Identification of systemic biomarkers and potential drug targets for age-related macular degeneration.
636,3958,2359,transitive_exact_match,Identification of systemic biomarkers and potential drug targets for age-related macular degeneration.,Identification of systemic biomarkers and potential drug targets for age-related macular degeneration
636,3958,6979,transitive_exact_match,Identification of systemic biomarkers and potential drug targets for age-related macular degeneration.,Identification of systemic biomarkers and potential drug targets for age-related macular degeneration
637,665,3959,doi,Short-term periodic restricted feeding elicits metabolome-microbiome signatures with sex dimorphic persistence in primate intervention.,Short-term periodic restricted feeding elicits metabolome-microbiome signatures with sex dimorphic persistence in primate intervention.
637,665,7311,doi,Short-term periodic restricted feeding elicits metabolome-microbiome signatures with sex dimorphic persistence in primate intervention.,Short-term periodic restricted feeding elicits metabolome-microbiome signatures with sex dimorphic persistence in primate intervention
638,10558,666,doi,Nutrient-Epigenome interactions: Implications for personalized nutrition against aging-associated diseases.,Nutrient-epigenome interactions: Implications for personalized nutrition against aging-associated diseases.
638,10558,3960,transitive_exact_match,Nutrient-Epigenome interactions: Implications for personalized nutrition against aging-associated diseases.,Nutrient-epigenome interactions: Implications for personalized nutrition against aging-associated diseases.
638,10558,7083,transitive_exact_match,Nutrient-Epigenome interactions: Implications for personalized nutrition against aging-associated diseases.,Nutrient-epigenome interactions: Implications for personalized nutrition against aging-associated diseases
639,667,3961,doi,A 3'UTR Insertion Is a Candidate Causal Variant at the <i>TMEM106B</i> Locus Associated With Increased Risk for FTLD-TDP.,A 3'UTR Insertion Is a Candidate Causal Variant at the TMEM106B Locus Associated With Increased Risk for FTLD-TDP.
639,667,7041,doi,A 3'UTR Insertion Is a Candidate Causal Variant at the <i>TMEM106B</i> Locus Associated With Increased Risk for FTLD-TDP.,A 39UTR Insertion Is a Candidate Causal Variant at the TMEM106B Locus Associated With Increased Risk for FTLD-TDP
640,668,3962,doi,Unlocking the epigenetic symphony: histone acetylation's impact on neurobehavioral change in neurodegenerative disorders.,Unlocking the epigenetic symphony: histone acetylation's impact on neurobehavioral change in neurodegenerative disorders.
640,668,7047,doi,Unlocking the epigenetic symphony: histone acetylation's impact on neurobehavioral change in neurodegenerative disorders.,Unlocking the epigenetic symphony: histone acetylation's impact on neurobehavioral change in neurodegenerative disorders
641,669,3963,doi,Developmental Impacts of Epigenetics and Metabolism in COVID-19.,Developmental Impacts of Epigenetics and Metabolism in COVID-19.
641,669,7054,doi,Developmental Impacts of Epigenetics and Metabolism in COVID-19.,Developmental Impacts of Epigenetics and Metabolism in COVID-19
641,669,10567,doi,Developmental Impacts of Epigenetics and Metabolism in COVID-19.,Developmental Impacts of Epigenetics and Metabolism in COVID-19
642,670,2363,doi,Genetic influences on circulating retinol and its relationship to human health.,Genetic influences on circulating retinol and its relationship to human health
642,670,3968,doi,Genetic influences on circulating retinol and its relationship to human health.,Genetic influences on circulating retinol and its relationship to human health.
643,671,3969,doi,An iron rheostat controls hematopoietic stem cell fate.,An iron rheostat controls hematopoietic stem cell fate.
643,671,7055,doi,An iron rheostat controls hematopoietic stem cell fate.,An iron rheostat controls hematopoietic stem cell fate
643,671,10555,doi,An iron rheostat controls hematopoietic stem cell fate.,An iron rheostat controls hematopoietic stem cell fate
644,672,2365,doi,Unraveling the mechanisms of NK cell dysfunction in aging and Alzheimer's disease: insights from GWAS and single-cell transcriptomics.,Unraveling the mechanisms of NK cell dysfunction in aging and Alzheimer’s disease: insights from GWAS and single-cell transcriptomics
644,672,3970,doi,Unraveling the mechanisms of NK cell dysfunction in aging and Alzheimer's disease: insights from GWAS and single-cell transcriptomics.,Unraveling the mechanisms of NK cell dysfunction in aging and Alzheimer's disease: insights from GWAS and single-cell transcriptomics.
644,672,6981,doi,Unraveling the mechanisms of NK cell dysfunction in aging and Alzheimer's disease: insights from GWAS and single-cell transcriptomics.,Unraveling the mechanisms of NK cell dysfunction in aging and Alzheimer’s disease: insights from GWAS and single-cell transcriptomics
645,10573,673,doi,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans.
645,10573,3971,transitive_exact_match,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans.
645,10573,7313,transitive_exact_match,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans
646,674,2367,doi,Histone deficiency and hypoacetylation in the aging retinal pigment epithelium.,Histone deficiency and hypoacetylation in the aging retinal pigment epithelium
646,674,3972,doi,Histone deficiency and hypoacetylation in the aging retinal pigment epithelium.,Histone deficiency and hypoacetylation in the aging retinal pigment epithelium.
646,674,7084,doi,Histone deficiency and hypoacetylation in the aging retinal pigment epithelium.,Histone deficiency and hypoacetylation in the aging retinal pigment epithelium
647,675,3973,doi,"The paradigm change from reactive medical services to 3PM in ischemic stroke: a holistic approach utilising tear fluid multi-omics, mitochondria as a vital biosensor and AI-based multi-professional data interpretation.","The paradigm change from reactive medical services to 3PM in ischemic stroke: a holistic approach utilising tear fluid multi-omics, mitochondria as a vital biosensor and AI-based multi-professional data interpretation."
647,675,7048,doi,"The paradigm change from reactive medical services to 3PM in ischemic stroke: a holistic approach utilising tear fluid multi-omics, mitochondria as a vital biosensor and AI-based multi-professional data interpretation.","The paradigm change from reactive medical services to 3PM in ischemic stroke: a holistic approach utilising tear fluid multi-omics, mitochondria as a vital biosensor and AI-based multi-professional data interpretation"
647,675,10574,doi,"The paradigm change from reactive medical services to 3PM in ischemic stroke: a holistic approach utilising tear fluid multi-omics, mitochondria as a vital biosensor and AI-based multi-professional data interpretation.","The paradigm change from reactive medical services to 3PM in ischemic stroke: a holistic approach utilising tear fluid multi-omics, mitochondria as a vital biosensor and AI-based multi-professional data interpretation"
648,2368,676,doi,LASS2 suppresses metastasis in multiple cancers by regulating the ferroptosis signalling pathway through interaction with TFRC,LASS2 suppresses metastasis in multiple cancers by regulating the ferroptosis signalling pathway through interaction with TFRC.
648,2368,3974,transitive_exact_match,LASS2 suppresses metastasis in multiple cancers by regulating the ferroptosis signalling pathway through interaction with TFRC,LASS2 suppresses metastasis in multiple cancers by regulating the ferroptosis signalling pathway through interaction with TFRC.
648,2368,7314,transitive_exact_match,LASS2 suppresses metastasis in multiple cancers by regulating the ferroptosis signalling pathway through interaction with TFRC,LASS2 suppresses metastasis in multiple cancers by regulating the ferroptosis signalling pathway through interaction with TFRC
649,677,3975,doi,Translation is an emerging constraint on protein homeostasis in ageing.,Translation is an emerging constraint on protein homeostasis in ageing.
649,677,7176,doi,Translation is an emerging constraint on protein homeostasis in ageing.,Translation is an emerging constraint on protein homeostasis in ageing
649,677,10557,doi,Translation is an emerging constraint on protein homeostasis in ageing.,Translation is an emerging constraint on protein homeostasis in ageing.
650,678,3994,doi,Xrp1 governs the stress response program to spliceosome dysfunction.,Xrp1 governs the stress response program to spliceosome dysfunction.
650,678,7056,doi,Xrp1 governs the stress response program to spliceosome dysfunction.,Xrp1 governs the stress response program to spliceosome dysfunction
651,2474,679,doi,"Knockout of <i>Hsp70</i> genes modulates age-related transcriptomic changes in leg muscles, reduces locomotion speed and lifespan of <i>Drosophila melanogaster</i>",[Knockout of Hsp70 Genes Modulates Age-Related Transcriptomic Changes in Leg Muscles and Reduces the Locomotion Speed and Lifespan of Drosophila melanogaster].
651,2474,2386,transitive_exact_match,"Knockout of <i>Hsp70</i> genes modulates age-related transcriptomic changes in leg muscles, reduces locomotion speed and lifespan of <i>Drosophila melanogaster</i>",Knockout of Hsp70 Genes Modulates Age-Related Transcriptomic Changes in Leg Muscles and Reduces the Locomotion Speed and Lifespan of Drosophila melanogaster
651,2474,3944,transitive_exact_match,"Knockout of <i>Hsp70</i> genes modulates age-related transcriptomic changes in leg muscles, reduces locomotion speed and lifespan of <i>Drosophila melanogaster</i>",[Knockout of Hsp70 Genes Modulates Age-Related Transcriptomic Changes in Leg Muscles and Reduces the Locomotion Speed and Lifespan of Drosophila melanogaster].
651,2474,7068,transitive_exact_match,"Knockout of <i>Hsp70</i> genes modulates age-related transcriptomic changes in leg muscles, reduces locomotion speed and lifespan of <i>Drosophila melanogaster</i>",Knockout of Hsp70 Genes Modulates Age-Related Transcriptomic Changes in Leg Muscles and Reduces the Locomotion Speed and Lifespan of Drosophila melanogaster
651,2474,10602,transitive_exact_match,"Knockout of <i>Hsp70</i> genes modulates age-related transcriptomic changes in leg muscles, reduces locomotion speed and lifespan of <i>Drosophila melanogaster</i>",Knockout of Hsp70 Genes Modulates Age-Related Transcriptomic Changes in Leg Muscles and Reduces the Locomotion Speed and Lifespan of Drosophila melanogaster
652,680,2355,doi,Predisposal of Interferon Regulatory Factor 1 Deficiency to Accumulate DNA Damage and Promote Osteoarthritis Development in Cartilage.,Predisposal of Interferon Regulatory Factor 1 Deficiency to Accumulate DNA Damage and Promote Osteoarthritis Development in Cartilage
652,680,3979,doi,Predisposal of Interferon Regulatory Factor 1 Deficiency to Accumulate DNA Damage and Promote Osteoarthritis Development in Cartilage.,Predisposal of Interferon Regulatory Factor 1 Deficiency to Accumulate DNA Damage and Promote Osteoarthritis Development in Cartilage.
652,680,7112,doi,Predisposal of Interferon Regulatory Factor 1 Deficiency to Accumulate DNA Damage and Promote Osteoarthritis Development in Cartilage.,Predisposal of Interferon Regulatory Factor 1 Deficiency to Accumulate DNA Damage and Promote Osteoarthritis Development in Cartilage
653,681,2371,doi,CLCA2: A Potential Guardian against Premature Senescence and Skin Aging.,CLCA2: A Potential Guardian against Premature Senescence and Skin Aging
653,681,3983,doi,CLCA2: A Potential Guardian against Premature Senescence and Skin Aging.,CLCA2: A Potential Guardian against Premature Senescence and Skin Aging.
653,681,7053,doi,CLCA2: A Potential Guardian against Premature Senescence and Skin Aging.,CLCA2: A Potential Guardian against Premature Senescence and Skin Aging
654,682,3984,doi,Transcriptome Study of Bursaphelenchus xylophilus Treated with Fomepizole Reveals a Serine/Threonine-Protein Phosphatase Gene that Is Substantially Linked with Vitality and Pathogenicity.,Transcriptome Study of Bursaphelenchus xylophilus Treated with Fomepizole Reveals a Serine/Threonine-Protein Phosphatase Gene that Is Substantially Linked with Vitality and Pathogenicity.
654,682,7052,doi,Transcriptome Study of Bursaphelenchus xylophilus Treated with Fomepizole Reveals a Serine/Threonine-Protein Phosphatase Gene that Is Substantially Linked with Vitality and Pathogenicity.,Transcriptome Study of Bursaphelenchus xylophilus Treated with Fomepizole Reveals a Serine/Threonine-Protein Phosphatase Gene that Is Substantially Linked with Vitality and Pathogenicity
655,683,3986,doi,Multi-modal molecular determinants of clinically relevant osteoporosis subtypes.,Multi-modal molecular determinants of clinically relevant osteoporosis subtypes.
655,683,7317,doi,Multi-modal molecular determinants of clinically relevant osteoporosis subtypes.,Multi-modal molecular determinants of clinically relevant osteoporosis subtypes
655,683,10581,doi,Multi-modal molecular determinants of clinically relevant osteoporosis subtypes.,Multi-modal molecular determinants of clinically relevant osteoporosis subtypes
656,684,3990,doi,The sirtuin-associated human senescence program converges on the activation of placenta-specific gene PAPPA.,The sirtuin-associated human senescence program converges on the activation of placenta-specific gene PAPPA.
656,684,7077,doi,The sirtuin-associated human senescence program converges on the activation of placenta-specific gene PAPPA.,The sirtuin-associated human senescence program converges on the activation of placenta-specific gene PAPPA
656,684,10577,doi,The sirtuin-associated human senescence program converges on the activation of placenta-specific gene PAPPA.,The sirtuin-associated human senescence program converges on the activation of placenta-specific gene PAPPA.
657,685,3992,doi,Somatic mutations in aging and disease.,Somatic mutations in aging and disease.
657,685,7229,doi,Somatic mutations in aging and disease.,Somatic mutations in aging and disease
658,686,10698,doi,The molecular impact of cigarette smoking resembles aging across tissues,The molecular impact of cigarette smoking resembles aging across tissues
659,10641,687,title_year,Single-cell genomics and regulatory networks for 388 human brains,Single-cell genomics and regulatory networks for 388 human brains
659,10641,723,doi,Single-cell genomics and regulatory networks for 388 human brains,Single-cell genomics and regulatory networks for 388 human brains.
659,10641,4003,transitive_exact_match,Single-cell genomics and regulatory networks for 388 human brains,Single-cell genomics and regulatory networks for 388 human brains.
659,10641,4039,transitive_exact_match,Single-cell genomics and regulatory networks for 388 human brains,Single-cell genomics and regulatory networks for 388 human brains.
659,10641,7106,transitive_exact_match,Single-cell genomics and regulatory networks for 388 human brains,Single-cell genomics and regulatory networks for 388 human brains
659,10641,10598,transitive_exact_match,Single-cell genomics and regulatory networks for 388 human brains,Single-cell genomics and regulatory networks for 388 human brains
660,688,3995,doi,Glycative stress as a cause of macular degeneration.,Glycative stress as a cause of macular degeneration.
660,688,7144,doi,Glycative stress as a cause of macular degeneration.,Glycative stress as a cause of macular degeneration
661,689,3997,doi,Proteomics of mouse brain endothelium uncovers dysregulation of vesicular transport pathways during aging.,Proteomics of mouse brain endothelium uncovers dysregulation of vesicular transport pathways during aging.
661,689,7064,doi,Proteomics of mouse brain endothelium uncovers dysregulation of vesicular transport pathways during aging.,Proteomics of mouse brain endothelium uncovers dysregulation of vesicular transport pathways during aging
661,689,10590,doi,Proteomics of mouse brain endothelium uncovers dysregulation of vesicular transport pathways during aging.,Proteomics of mouse brain endothelium uncovers dysregulation of vesicular transport pathways during aging
662,690,3998,doi,Hypermethylation of Bmp2 and Fgfr2 Promoter Regions in Bone Marrow Mesenchymal Stem Cells Leads to Bone Loss in Prematurely Aged Mice.,Hypermethylation of Bmp2 and Fgfr2 Promoter Regions in Bone Marrow Mesenchymal Stem Cells Leads to Bone Loss in Prematurely Aged Mice.
662,690,7637,doi,Hypermethylation of Bmp2 and Fgfr2 Promoter Regions in Bone Marrow Mesenchymal Stem Cells Leads to Bone Loss in Prematurely Aged Mice.,Hypermethylation of Bmp2 and Fgfr2 Promoter Regions in Bone Marrow Mesenchymal Stem Cells Leads to Bone Loss in Prematurely Aged Mice
663,691,4000,doi,The future of valvular heart disease assessment and therapy.,The future of valvular heart disease assessment and therapy.
663,691,7076,doi,The future of valvular heart disease assessment and therapy.,The future of valvular heart disease assessment and therapy
663,691,10576,doi,The future of valvular heart disease assessment and therapy.,The future of valvular heart disease assessment and therapy.
664,692,2385,doi,"Establishment of a zebrafish inbred strain, M-AB, capable of regular breeding and genetic manipulation.","Establishment of a zebrafish inbred strain, M-AB, capable of regular breeding and genetic manipulation"
664,692,4001,doi,"Establishment of a zebrafish inbred strain, M-AB, capable of regular breeding and genetic manipulation.","Establishment of a zebrafish inbred strain, M-AB, capable of regular breeding and genetic manipulation."
664,692,7319,doi,"Establishment of a zebrafish inbred strain, M-AB, capable of regular breeding and genetic manipulation.","Establishment of a zebrafish inbred strain, M-AB, capable of regular breeding and genetic manipulation"
664,692,10597,doi,"Establishment of a zebrafish inbred strain, M-AB, capable of regular breeding and genetic manipulation.","Establishment of a zebrafish inbred strain, M-AB, capable of regular breeding and genetic manipulation"
665,693,4002,doi,The effect of low birth weight as an intrauterine exposure on the early onset of sarcopenia through possible molecular pathways.,The effect of low birth weight as an intrauterine exposure on the early onset of sarcopenia through possible molecular pathways.
665,693,7113,doi,The effect of low birth weight as an intrauterine exposure on the early onset of sarcopenia through possible molecular pathways.,The effect of low birth weight as an intrauterine exposure on the early onset of sarcopenia through possible molecular pathways
666,694,2394,doi,Alteration of the intestinal microbiota and serum metabolites in a mouse model of Pon1 gene ablation.,Alteration of the intestinal microbiota and serum metabolites in a mouse model of Pon1 gene ablation
666,694,4012,doi,Alteration of the intestinal microbiota and serum metabolites in a mouse model of Pon1 gene ablation.,Alteration of the intestinal microbiota and serum metabolites in a mouse model of Pon1 gene ablation.
666,694,7074,doi,Alteration of the intestinal microbiota and serum metabolites in a mouse model of Pon1 gene ablation.,Alteration of the intestinal microbiota and serum metabolites in a mouse model of Pon1 gene ablation
666,694,10608,doi,Alteration of the intestinal microbiota and serum metabolites in a mouse model of Pon1 gene ablation.,Alteration of the intestinal microbiota and serum metabolites in a mouse model of Pon1 gene ablation
667,2388,695,doi,Cellular senescence induced by down-regulation of PTBP1 correlates with exon skipping of mitochondrial-related gene NDUFV3,Cellular senescence induced by down-regulation of PTBP1 correlates with exon skipping of mitochondrial-related gene NDUFV3 .
667,2388,4027,transitive_exact_match,Cellular senescence induced by down-regulation of PTBP1 correlates with exon skipping of mitochondrial-related gene NDUFV3,Cellular senescence induced by down-regulation of PTBP1 correlates with exon skipping of mitochondrial-related gene NDUFV3 .
667,2388,7071,transitive_exact_match,Cellular senescence induced by down-regulation of PTBP1 correlates with exon skipping of mitochondrial-related gene NDUFV3,Cellular senescence induced by down-regulation of PTBP1 correlates with exon skipping of mitochondrial-related gene NDUFV3
668,2390,696,doi,"Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study","Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study."
668,2390,4004,transitive_exact_match,"Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study","Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study."
668,2390,6984,transitive_exact_match,"Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study","Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study"
